ZIP Code,Household Median Income,Household Mean Income,Family Median Income,Family Mean Income,Married-couple Family Median Income,Married-couple Family Mean Income,Nonfamily Household Median Income,Nonfamily Household Mean Income
92040,83692.0,100308.0,97964.0,110236.0,109418.0,,49900.0,67871.0
92054,63355.0,88658.0,73559.0,105612.0,92523.0,,45432.0,60378.0
92055,,68097.0,,83155.0,,,,
92056,85047.0,102293.0,99326.0,115669.0,109601.0,,49305.0,69345.0
92057,81339.0,101184.0,93042.0,111146.0,110662.0,,52344.0,61344.0
92058,57213.0,70819.0,60527.0,71639.0,64433.0,,37023.0,54210.0
92059,96500.0,138976.0,95101.0,127801.0,95203.0,,116563.0,155983.0
92060,,184656.0,,,,,81356.0,79528.0
92061,43787.0,79485.0,,78593.0,,,41557.0,72440.0
92064,115391.0,147969.0,129407.0,157372.0,142500.0,,65590.0,92198.0
92065,100645.0,122155.0,107838.0,133559.0,116295.0,,51567.0,67688.0
92066,68250.0,75812.0,111333.0,102239.0,111333.0,,,35046.0
92067,212188.0,292147.0,207132.0,297558.0,228118.0,,,218849.0
92069,77618.0,99266.0,83603.0,106632.0,107362.0,,47263.0,61842.0
92070,52500.0,75572.0,63500.0,86238.0,80179.0,,24792.0,45472.0
92071,85751.0,99481.0,95352.0,106480.0,108866.0,,55246.0,74106.0
92075,104201.0,157797.0,121404.0,185588.0,143524.0,,77317.0,101820.0
92078,91564.0,116098.0,115556.0,134241.0,135212.0,,47354.0,70056.0
92081,80584.0,99684.0,91730.0,105779.0,107224.0,,49949.0,77012.0
92082,94067.0,117081.0,99656.0,122529.0,117582.0,,39145.0,61517.0
92083,68551.0,90401.0,72586.0,100345.0,82997.0,,44837.0,53014.0
92084,77970.0,101144.0,84227.0,106090.0,103307.0,,44797.0,70933.0
92086,38152.0,72378.0,55435.0,84434.0,62292.0,,27500.0,43887.0
92091,165132.0,192201.0,217955.0,242780.0,244375.0,,123500.0,140919.0
92101,71077.0,108606.0,112979.0,150622.0,125373.0,,58623.0,93610.0
92102,54862.0,72736.0,58646.0,77238.0,69287.0,,46999.0,63937.0
92103,78338.0,115292.0,114519.0,165242.0,130750.0,,63304.0,86469.0
92104,73447.0,92464.0,85396.0,109457.0,104805.0,,65429.0,80087.0
92105,48072.0,63488.0,50000.0,68078.0,62045.0,77029.0,32967.0,47330.0
92106,114158.0,162638.0,144635.0,205842.0,146992.0,,54529.0,78439.0
92107,84190.0,111990.0,114486.0,148180.0,142417.0,,69340.0,81540.0
92108,80572.0,99445.0,92888.0,120268.0,105458.0,,72347.0,84624.0
92109,92379.0,117081.0,113096.0,145637.0,133833.0,,82248.0,100372.0
92110,77579.0,101923.0,95031.0,121871.0,115457.0,,63105.0,83692.0
92111,77249.0,92134.0,82262.0,101230.0,91056.0,,52332.0,69484.0
92113,43958.0,57654.0,46993.0,60552.0,52279.0,,25497.0,37982.0
92114,73090.0,90324.0,77249.0,93605.0,88961.0,,40940.0,57329.0
92115,56137.0,78993.0,67487.0,94278.0,86798.0,113955.0,40156.0,56311.0
92116,78697.0,101866.0,99494.0,122341.0,118164.0,,69242.0,87518.0
92117,91347.0,109276.0,103074.0,117362.0,128097.0,137894.0,64475.0,86176.0
92118,108992.0,165468.0,131407.0,193329.0,142406.0,,65625.0,99464.0
92119,97965.0,120548.0,125024.0,142464.0,134789.0,,54414.0,69690.0
92120,102597.0,126300.0,123019.0,152032.0,136344.0,,61750.0,79104.0
92121,118155.0,143870.0,147902.0,181030.0,155787.0,,86083.0,102270.0
92122,81438.0,104885.0,116294.0,139495.0,128222.0,,55780.0,71436.0
92123,90602.0,109851.0,97295.0,120058.0,108941.0,130505.0,68406.0,85402.0
92124,94485.0,116381.0,94003.0,116478.0,104651.0,,91359.0,110767.0
92126,99376.0,116257.0,102580.0,118805.0,107048.0,124851.0,74743.0,92091.0
92127,147827.0,193601.0,163882.0,204727.0,177981.0,,76641.0,104506.0
92128,104501.0,125560.0,124347.0,144684.0,134343.0,,66492.0,78364.0
92129,126371.0,153614.0,147070.0,168056.0,162545.0,,63690.0,88712.0
92130,157333.0,208919.0,191080.0,239564.0,220104.0,,91448.0,101120.0
92131,137987.0,168712.0,153495.0,186080.0,165321.0,,82864.0,100669.0
92132,,,,,,,,
92134,,,,,,,,
92135,,,,,,,,
92139,75576.0,88632.0,80079.0,91053.0,95784.0,,43887.0,57361.0
92140,,,,,,,,
92145,,318600.0,,304715.0,,,,
92147,,,,,,,,
92154,70846.0,84589.0,74354.0,87766.0,87234.0,100283.0,43831.0,55229.0
92155,,,,,,,,
92173,48967.0,64162.0,54449.0,70296.0,65569.0,,12992.0,29480.0
92201,44215.0,62168.0,59330.0,76972.0,68338.0,87829.0,26792.0,39244.0
92203,77281.0,95542.0,87344.0,106885.0,96305.0,,51627.0,69031.0
92210,108750.0,185080.0,157596.0,245486.0,162708.0,,49688.0,105057.0
92211,66202.0,105064.0,87494.0,135209.0,98214.0,,41856.0,64192.0
92220,44167.0,65447.0,50495.0,74765.0,61573.0,,27158.0,44368.0
92222,,,,,,,,
92223,86068.0,98702.0,94165.0,105691.0,110299.0,,42071.0,67021.0
92225,43822.0,62554.0,54777.0,70487.0,67488.0,,24284.0,43709.0
92227,47367.0,66383.0,46633.0,69427.0,65875.0,,50309.0,52809.0
92230,47500.0,63235.0,62832.0,73317.0,,,41328.0,44815.0
92231,42739.0,61916.0,54569.0,71535.0,67650.0,,15319.0,25374.0
92233,40587.0,41960.0,44769.0,46386.0,50551.0,,,30052.0
92234,50350.0,73063.0,61986.0,87030.0,71398.0,,29050.0,46719.0
92236,34269.0,47356.0,52143.0,60129.0,61406.0,,21590.0,30742.0
92239,35938.0,55124.0,32210.0,47652.0,32188.0,,66000.0,56555.0
92240,40456.0,56001.0,51133.0,62647.0,59118.0,71569.0,24106.0,41473.0
92241,31478.0,45453.0,44853.0,59043.0,47706.0,,22815.0,29129.0
92242,42083.0,44627.0,44524.0,52026.0,47750.0,,25347.0,32690.0
92243,47614.0,66059.0,49128.0,69245.0,65892.0,83713.0,24107.0,43820.0
92249,58148.0,61396.0,53491.0,60596.0,74837.0,,,47776.0
92250,49637.0,66361.0,58594.0,76673.0,69286.0,,18393.0,31612.0
92251,82394.0,89382.0,91250.0,97832.0,97432.0,,49583.0,55708.0
92252,42370.0,59935.0,49196.0,67793.0,65156.0,,30793.0,46675.0
92253,76158.0,119884.0,99344.0,145812.0,116744.0,,45958.0,61276.0
92254,26328.0,33174.0,38344.0,45152.0,39341.0,,14214.0,16092.0
92256,44944.0,62447.0,58750.0,79432.0,60000.0,,35056.0,46152.0
92257,,19266.0,27554.0,34139.0,29348.0,,,10935.0
92258,,23867.0,,18883.0,,,,31377.0
92259,35739.0,29116.0,,,,,36534.0,31765.0
92260,61161.0,94906.0,73542.0,117483.0,83204.0,,42855.0,63999.0
92262,55757.0,91736.0,71412.0,113137.0,101339.0,137076.0,43391.0,73162.0
92264,60318.0,98393.0,84654.0,136981.0,100227.0,,43779.0,71584.0
92266,,36455.0,,,,,,
92267,,,,,,,,
92268,44500.0,57346.0,,75662.0,,,,41382.0
92270,84891.0,133992.0,118048.0,170478.0,122563.0,,58010.0,90540.0
92273,32961.0,41461.0,34145.0,43639.0,47670.0,,,31511.0
92274,26132.0,35040.0,34801.0,44391.0,40747.0,,19025.0,25257.0
92275,24750.0,37012.0,55208.0,59739.0,,,21681.0,21788.0
92276,58814.0,69407.0,63789.0,74904.0,67533.0,,27026.0,53101.0
92277,41322.0,52582.0,42818.0,57195.0,45434.0,,34922.0,42083.0
92278,61481.0,82964.0,61481.0,82964.0,61481.0,,,
92280,,,,,,,,
92281,31935.0,51591.0,37292.0,53121.0,53125.0,,16917.0,28704.0
92282,41534.0,56768.0,43542.0,50729.0,53558.0,,29688.0,64256.0
92283,27014.0,43219.0,38590.0,50470.0,39286.0,,11820.0,25051.0
92284,45511.0,64827.0,57785.0,74392.0,85391.0,,33245.0,48278.0
92285,35767.0,38834.0,36979.0,44202.0,38368.0,,27731.0,30569.0
92301,48819.0,59304.0,52344.0,62079.0,64521.0,,28730.0,38702.0
92304,,,,,,,,
92305,88846.0,101201.0,87981.0,87631.0,89038.0,,,144124.0
92307,59084.0,81963.0,70335.0,90099.0,90385.0,,32431.0,51001.0
92308,54738.0,71830.0,60005.0,77916.0,70332.0,,33620.0,45046.0
92309,38750.0,52485.0,59464.0,63419.0,65868.0,,25208.0,29642.0
92310,55986.0,62242.0,53549.0,62017.0,49362.0,,59375.0,61335.0
92311,46102.0,60420.0,52783.0,65595.0,72049.0,,30141.0,43393.0
92313,70200.0,86812.0,77029.0,91861.0,90259.0,,54444.0,58229.0
92314,56132.0,67814.0,62971.0,74182.0,87515.0,,37697.0,54148.0
92315,55061.0,82604.0,75658.0,96659.0,92453.0,,36477.0,56802.0
92316,63529.0,70951.0,67418.0,73969.0,73643.0,,40797.0,42275.0
92320,61067.0,73467.0,74809.0,88708.0,84367.0,,26542.0,34338.0
92321,49018.0,68551.0,45417.0,68729.0,49286.0,,,67622.0
92322,57154.0,73769.0,99292.0,100794.0,99292.0,,,35843.0
92324,58589.0,70211.0,63086.0,75724.0,80080.0,88665.0,34333.0,44970.0
92325,63707.0,76119.0,74240.0,82121.0,79549.0,,40625.0,57092.0
92327,,35753.0,,53930.0,,,,21689.0
92328,90962.0,95928.0,180509.0,151266.0,180556.0,,35568.0,54664.0
92332,,,,,,,,
92333,80000.0,95744.0,81250.0,84443.0,113125.0,,,116436.0
92335,58070.0,68108.0,59607.0,69279.0,66859.0,79220.0,32890.0,45305.0
92336,96447.0,113762.0,98077.0,112518.0,111870.0,,72680.0,103686.0
92337,84649.0,95580.0,88035.0,96916.0,96875.0,,54286.0,65648.0
92338,,,,,,,,
92339,63661.0,77179.0,58315.0,82745.0,79050.0,,75485.0,66679.0
92341,34375.0,59885.0,48000.0,73046.0,48000.0,,,
92342,75045.0,82922.0,77396.0,86446.0,88229.0,,68710.0,71901.0
92344,89795.0,107818.0,94370.0,108256.0,100637.0,,48000.0,63868.0
92345,51712.0,65569.0,56850.0,70564.0,66792.0,79282.0,25922.0,40546.0
92346,67823.0,93215.0,76062.0,98424.0,99723.0,,37694.0,53348.0
92347,38140.0,35455.0,40368.0,36632.0,41103.0,,37988.0,34004.0
92352,89625.0,124121.0,102864.0,138782.0,106991.0,,40385.0,61294.0
92354,59320.0,82530.0,75395.0,93707.0,89904.0,,44363.0,54440.0
92356,36701.0,50900.0,42198.0,54612.0,52418.0,,23387.0,33852.0
92358,53403.0,60308.0,67014.0,80463.0,77557.0,,29412.0,36663.0
92359,58250.0,75097.0,76135.0,89156.0,77348.0,,30139.0,39952.0
92363,33479.0,51962.0,47829.0,59918.0,50625.0,,17139.0,31053.0
92364,,,,,,,,
92365,55938.0,55296.0,58750.0,64801.0,59592.0,,,36869.0
92368,36500.0,62361.0,38438.0,68875.0,,,16042.0,25221.0
92371,62143.0,72375.0,64250.0,76398.0,76730.0,,22869.0,27630.0
92372,52500.0,73714.0,67097.0,77712.0,86414.0,,33768.0,60478.0
92373,81557.0,123730.0,99653.0,144229.0,121113.0,,52629.0,80864.0
92374,78191.0,96793.0,84862.0,104501.0,99883.0,,52539.0,70739.0
92376,59416.0,73046.0,64054.0,75719.0,73844.0,87123.0,26708.0,42524.0
92377,95953.0,102541.0,103298.0,106079.0,112346.0,,44896.0,57635.0
92378,69318.0,64397.0,69773.0,66900.0,68523.0,,,
92382,66011.0,74742.0,71875.0,83168.0,74654.0,,48971.0,55442.0
92384,147000.0,140144.0,,,,,147000.0,140144.0
92385,53854.0,89197.0,53854.0,60761.0,53854.0,,,112589.0
92386,38378.0,54748.0,41250.0,65451.0,53235.0,,19936.0,36044.0
92389,33173.0,44396.0,98261.0,79333.0,,,28462.0,29235.0
92391,44298.0,55583.0,44914.0,58033.0,70022.0,,,35950.0
92392,61872.0,78082.0,62677.0,79349.0,73992.0,,42702.0,63455.0
92394,61270.0,94001.0,68231.0,104983.0,84307.0,,30234.0,38880.0
92395,48495.0,66193.0,59119.0,74252.0,78110.0,92649.0,27157.0,42566.0
92397,63705.0,93348.0,72188.0,107642.0,73889.0,,35435.0,57836.0
92398,55572.0,76016.0,91061.0,114752.0,91061.0,,48159.0,44506.0
92399,73647.0,92894.0,96053.0,110044.0,110801.0,,32176.0,44223.0
92401,34167.0,53159.0,37431.0,59844.0,38889.0,,12300.0,32860.0
92404,49799.0,63748.0,53407.0,66693.0,70421.0,80557.0,29296.0,40902.0
92405,41631.0,54568.0,40926.0,54143.0,60790.0,,30771.0,43589.0
92407,72281.0,89056.0,76065.0,93602.0,93257.0,110222.0,44690.0,53627.0
92408,57197.0,67469.0,61641.0,74311.0,66848.0,,30042.0,44342.0
92410,41060.0,51455.0,44964.0,53120.0,53775.0,,21080.0,37713.0
92411,44129.0,60064.0,45671.0,62343.0,53816.0,,25357.0,34192.0
92501,71204.0,85257.0,74093.0,89871.0,92713.0,,41659.0,60606.0
92503,75415.0,94218.0,79581.0,99575.0,93077.0,,40327.0,56741.0
92504,69531.0,91391.0,77290.0,97589.0,95536.0,,40644.0,61567.0
92505,71139.0,84536.0,77783.0,90543.0,88456.0,102302.0,45230.0,53559.0
92506,101670.0,124445.0,106897.0,134397.0,127653.0,,60717.0,82795.0
92507,54701.0,71043.0,62075.0,82796.0,81151.0,104342.0,38393.0,49211.0
92508,121021.0,133266.0,124154.0,135980.0,132440.0,,69375.0,84973.0
92509,76568.0,93096.0,78368.0,95914.0,89811.0,106865.0,40339.0,54028.0
92518,75741.0,70130.0,76813.0,73004.0,83098.0,,71850.0,68744.0
92530,64270.0,79575.0,69838.0,85520.0,76834.0,,35329.0,50795.0
92532,92288.0,113762.0,95223.0,105598.0,110932.0,,63988.0,133291.0
92536,48182.0,78177.0,70000.0,95136.0,106071.0,,31357.0,28587.0
92539,52857.0,60853.0,80334.0,82363.0,77458.0,,25607.0,34070.0
92543,38686.0,53186.0,48146.0,61940.0,53805.0,69542.0,24283.0,33224.0
92544,53885.0,69496.0,58420.0,75592.0,67397.0,,26744.0,42379.0
92545,48052.0,61721.0,54988.0,70578.0,59795.0,,26549.0,38694.0
92548,53643.0,65247.0,54017.0,67983.0,60693.0,,27619.0,42480.0
92549,79276.0,87628.0,93897.0,106542.0,101141.0,,28198.0,59175.0
92551,71947.0,83032.0,71039.0,80507.0,84593.0,,67037.0,79643.0
92553,54234.0,65055.0,56263.0,66381.0,66162.0,75854.0,26658.0,37916.0
92555,91839.0,105464.0,94899.0,106776.0,100553.0,,65014.0,79650.0
92557,76174.0,89126.0,78404.0,91567.0,93226.0,103136.0,51838.0,64396.0
92561,51528.0,77981.0,85640.0,100214.0,95956.0,,16925.0,50478.0
92562,95156.0,120456.0,104612.0,131727.0,116735.0,,55497.0,66589.0
92563,96604.0,121519.0,104085.0,128127.0,115038.0,,56419.0,78128.0
92567,79962.0,109319.0,84559.0,108829.0,90020.0,,66250.0,84597.0
92570,62764.0,79672.0,63656.0,81411.0,70874.0,91894.0,28498.0,42911.0
92571,69444.0,80719.0,69903.0,81433.0,77640.0,,50288.0,49721.0
92582,72701.0,92046.0,73219.0,88209.0,77299.0,,67212.0,102885.0
92583,46844.0,63536.0,55828.0,68748.0,60758.0,,32714.0,41618.0
92584,97674.0,112383.0,99335.0,112693.0,105999.0,,61107.0,85556.0
92585,82217.0,103591.0,93821.0,110064.0,98866.0,,40638.0,55504.0
92586,44179.0,58031.0,59347.0,73153.0,66557.0,,25840.0,40324.0
92587,88771.0,114998.0,90676.0,123065.0,111905.0,,49764.0,78574.0
92590,63938.0,142335.0,74444.0,175428.0,122165.0,,,58902.0
92591,89574.0,108999.0,96276.0,115193.0,106544.0,,62329.0,75603.0
92592,108412.0,133245.0,116078.0,138975.0,122740.0,,71780.0,89056.0
92595,79895.0,97353.0,84261.0,100316.0,92864.0,,48517.0,62227.0
92596,103138.0,119189.0,102327.0,118932.0,112533.0,,88191.0,97344.0
92602,101459.0,134349.0,101325.0,142661.0,123650.0,,98353.0,107934.0
92603,170781.0,225190.0,177868.0,245656.0,204382.0,,122071.0,135584.0
92604,112543.0,133870.0,131864.0,148833.0,151776.0,,64048.0,88498.0
92606,112688.0,136099.0,125798.0,148219.0,145125.0,,85258.0,102077.0
92610,141629.0,165074.0,150776.0,175398.0,168726.0,,112672.0,124571.0
92612,74672.0,112701.0,120605.0,153833.0,133705.0,,46189.0,79554.0
92614,107662.0,128062.0,122722.0,144583.0,136213.0,,86287.0,97194.0
92617,42756.0,91630.0,135862.0,162132.0,136961.0,,18750.0,46277.0
92618,112054.0,145826.0,130575.0,168237.0,144690.0,,76616.0,99636.0
92620,116650.0,148852.0,131017.0,169389.0,142973.0,,69679.0,81851.0
92624,115403.0,141903.0,136496.0,168973.0,146708.0,,82842.0,93841.0
92625,162250.0,254450.0,200409.0,303777.0,210536.0,,100496.0,167946.0
92626,95175.0,117890.0,107370.0,131275.0,117422.0,,80380.0,89002.0
92627,85585.0,119797.0,90764.0,131172.0,110769.0,,71212.0,94980.0
92629,105014.0,153812.0,124288.0,180896.0,136170.0,,65990.0,104017.0
92630,99565.0,125774.0,122080.0,139550.0,136451.0,,56725.0,82079.0
92637,46582.0,64726.0,61772.0,85135.0,63317.0,,36386.0,53784.0
92646,102473.0,128185.0,123468.0,147478.0,136744.0,,66102.0,77524.0
92647,91331.0,110513.0,96808.0,116520.0,114121.0,,72743.0,90869.0
92648,97470.0,136863.0,125606.0,170665.0,148019.0,,64601.0,84488.0
92649,101466.0,137070.0,119461.0,151482.0,130212.0,,73914.0,106525.0
92651,129164.0,215483.0,184417.0,269301.0,215311.0,,79333.0,128867.0
92653,104571.0,155769.0,120745.0,179775.0,132162.0,,73770.0,83944.0
92655,41538.0,67448.0,52917.0,71977.0,57764.0,,21750.0,45126.0
92656,116350.0,135114.0,136116.0,151575.0,150395.0,,79799.0,94660.0
92657,187396.0,308090.0,238553.0,345570.0,,,112303.0,205672.0
92660,135373.0,212933.0,183382.0,275780.0,196907.0,,86902.0,112760.0
92661,171339.0,250523.0,238036.0,283779.0,238755.0,,140357.0,178414.0
92662,127443.0,212677.0,155893.0,263629.0,236350.0,,116250.0,129579.0
92663,106209.0,170390.0,137750.0,216816.0,148097.0,,81024.0,131456.0
92672,89029.0,134029.0,116750.0,168147.0,128250.0,,51670.0,72342.0
92673,149882.0,186832.0,161954.0,204313.0,180541.0,,75595.0,94014.0
92675,105524.0,146490.0,120259.0,168284.0,124800.0,,50971.0,80179.0
92676,107083.0,143137.0,112426.0,164948.0,126458.0,,90833.0,84276.0
92677,119322.0,159805.0,139270.0,182500.0,156852.0,,74173.0,94365.0
92678,107708.0,99882.0,121563.0,111661.0,131250.0,,61364.0,77597.0
92679,182857.0,230627.0,194508.0,244140.0,208681.0,,87679.0,127106.0
92683,67104.0,92392.0,73945.0,98611.0,85094.0,109785.0,39757.0,61204.0
92688,116557.0,138562.0,145363.0,156110.0,158224.0,,65515.0,85408.0
92691,118379.0,137225.0,129057.0,144729.0,140140.0,,72665.0,105736.0
92692,125115.0,148778.0,135717.0,167223.0,141426.0,,62292.0,73796.0
92694,171121.0,213409.0,176602.0,225669.0,204810.0,,109130.0,129148.0
92701,53710.0,67323.0,52370.0,66516.0,63542.0,,38462.0,53065.0
92703,65687.0,81342.0,64045.0,78065.0,69246.0,84897.0,26684.0,46265.0
92704,76136.0,93712.0,73764.0,92315.0,79700.0,100873.0,60119.0,72563.0
92705,106058.0,147735.0,114263.0,155585.0,128439.0,,70707.0,103441.0
92706,80051.0,104993.0,81977.0,108094.0,88497.0,,47103.0,73675.0
92707,86001.0,96665.0,83169.0,93729.0,97917.0,103861.0,66970.0,84294.0
92708,89478.0,115092.0,105185.0,127340.0,117199.0,,45648.0,74442.0
92780,75626.0,98844.0,80869.0,105038.0,96589.0,,57256.0,74098.0
92782,125469.0,169214.0,156947.0,199062.0,177232.0,,72374.0,86901.0
92801,65683.0,81470.0,67684.0,83798.0,74686.0,,40200.0,59028.0
92802,66429.0,81036.0,63619.0,79968.0,70440.0,,56406.0,70781.0
92804,66936.0,84427.0,74914.0,89188.0,86704.0,,37261.0,60965.0
92805,71253.0,86077.0,73037.0,87282.0,84755.0,99480.0,57959.0,69707.0
92806,77570.0,98413.0,86147.0,108037.0,104579.0,,54190.0,69837.0
92807,120435.0,142164.0,134705.0,158543.0,146332.0,,65805.0,83086.0
92808,130818.0,153951.0,157789.0,170590.0,161584.0,,90610.0,106526.0
92821,96700.0,117990.0,113901.0,133003.0,127010.0,,58909.0,73514.0
92823,147847.0,159791.0,163945.0,163638.0,160263.0,,129274.0,129301.0
92831,80279.0,106494.0,93133.0,121867.0,114898.0,144816.0,53236.0,75697.0
92832,68287.0,86463.0,73712.0,93092.0,88712.0,,56683.0,64165.0
92833,88725.0,116488.0,101670.0,119799.0,116419.0,132381.0,49813.0,99600.0
92835,117208.0,150845.0,141910.0,174740.0,167900.0,,56846.0,72983.0
92840,75653.0,90439.0,79310.0,93276.0,90082.0,,50149.0,63071.0
92841,65934.0,87609.0,71726.0,92652.0,80926.0,,37908.0,46696.0
92843,70680.0,86356.0,72072.0,87127.0,75632.0,94169.0,33418.0,54169.0
92844,63598.0,78388.0,65542.0,78312.0,69833.0,,48028.0,63761.0
92845,105189.0,119560.0,126290.0,136625.0,136638.0,,52250.0,65085.0
92860,106065.0,121832.0,119205.0,131049.0,126127.0,,52188.0,64706.0
92861,164919.0,240160.0,189583.0,257237.0,197690.0,,70833.0,105309.0
92865,107706.0,121093.0,121756.0,135638.0,130508.0,,65913.0,73931.0
92866,75562.0,106179.0,91462.0,122957.0,103853.0,,50429.0,74388.0
92867,103040.0,139457.0,112449.0,148851.0,131891.0,,65750.0,93183.0
92868,69034.0,89352.0,73154.0,94369.0,89821.0,,54766.0,70100.0
92869,121712.0,160267.0,137000.0,172268.0,150444.0,,69936.0,104985.0
92870,100685.0,118751.0,113488.0,131557.0,134131.0,,50649.0,62614.0
92879,71817.0,91715.0,74336.0,95153.0,88201.0,,48935.0,67767.0
92880,109438.0,133487.0,120604.0,140656.0,133259.0,,40938.0,68936.0
92881,119023.0,140515.0,122576.0,147683.0,134026.0,,54091.0,74914.0
92882,85819.0,102320.0,94069.0,108966.0,108529.0,120592.0,46713.0,60726.0
92883,107393.0,126450.0,115409.0,132934.0,121501.0,,96290.0,89105.0
92886,129253.0,159843.0,145299.0,175407.0,157254.0,,53711.0,77894.0
92887,139750.0,179874.0,152147.0,194474.0,173385.0,,64509.0,100755.0
93001,66460.0,85643.0,74010.0,95207.0,89532.0,,49694.0,67153.0
93003,81501.0,103695.0,95901.0,119655.0,115084.0,,52069.0,70235.0
93004,92074.0,112045.0,118185.0,127779.0,126886.0,,47005.0,70749.0
93010,95836.0,125051.0,112821.0,143446.0,124208.0,,61024.0,74051.0
93012,106388.0,140885.0,122267.0,163279.0,135283.0,,68077.0,87721.0
93013,82231.0,145945.0,98034.0,165897.0,108261.0,,55250.0,95212.0
93015,72311.0,87442.0,76113.0,92564.0,88469.0,,24774.0,48304.0
93021,119139.0,148757.0,133417.0,161498.0,139929.0,,60833.0,79519.0
93022,97429.0,105935.0,106219.0,120111.0,109692.0,,65354.0,68217.0
93023,80685.0,115988.0,103516.0,134599.0,117083.0,,49908.0,75113.0
93030,78522.0,90176.0,81456.0,92568.0,96110.0,,38622.0,60249.0
93033,68542.0,79299.0,65741.0,74829.0,74435.0,82237.0,41667.0,61434.0
93035,85218.0,111385.0,96346.0,118869.0,112764.0,,61595.0,77824.0
93036,78931.0,92861.0,75949.0,93019.0,91076.0,108569.0,70764.0,76867.0
93040,65625.0,79257.0,61250.0,82059.0,79205.0,,21625.0,28513.0
93041,64208.0,78469.0,72472.0,83381.0,76364.0,,46523.0,56731.0
93042,,,,,,,,
93043,,,,,,,,
93060,63573.0,77335.0,66628.0,82647.0,77848.0,,47161.0,53435.0
93063,96654.0,116379.0,110898.0,126839.0,122814.0,,54977.0,78213.0
93064,,,,,,,,
93065,100497.0,129444.0,116037.0,146994.0,131767.0,165350.0,59236.0,75384.0
93066,106900.0,238382.0,108854.0,261641.0,111042.0,,66964.0,100207.0
93067,75144.0,76520.0,113343.0,100435.0,113343.0,,,59858.0
93101,62925.0,91126.0,63364.0,103440.0,100257.0,,56081.0,74378.0
93103,84853.0,132474.0,115135.0,145810.0,140263.0,,62080.0,101872.0
93105,103156.0,142920.0,133446.0,166914.0,143919.0,,69304.0,104664.0
93108,165764.0,251866.0,207461.0,306457.0,220385.0,,130417.0,170147.0
93109,99556.0,136375.0,139213.0,182162.0,169012.0,,47176.0,80983.0
93110,93264.0,128187.0,107487.0,156180.0,121268.0,,54222.0,84947.0
93111,117480.0,155288.0,145139.0,182133.0,150658.0,,65354.0,85950.0
93117,70878.0,94897.0,108185.0,126477.0,119276.0,,35094.0,59939.0
93201,33688.0,41592.0,43125.0,45659.0,44318.0,,20250.0,21817.0
93202,49821.0,56889.0,49898.0,52935.0,59583.0,,,68789.0
93203,40045.0,52007.0,40699.0,52014.0,45587.0,,20875.0,27365.0
93204,49781.0,54498.0,49211.0,53004.0,52324.0,,33182.0,50480.0
93205,23051.0,36686.0,,45944.0,43182.0,,20139.0,21208.0
93206,43889.0,55381.0,36100.0,52265.0,42500.0,,43864.0,53159.0
93207,20500.0,46100.0,,62711.0,,,18542.0,14851.0
93208,,,,,,,,
93210,61808.0,79322.0,65930.0,86072.0,88137.0,,41923.0,55981.0
93212,42983.0,54431.0,45204.0,57069.0,53342.0,,19572.0,34668.0
93215,46752.0,60886.0,50568.0,63296.0,58122.0,,16619.0,35592.0
93218,26905.0,39105.0,34250.0,40812.0,37656.0,,15795.0,17330.0
93219,41012.0,53256.0,42188.0,56100.0,53333.0,,21875.0,27158.0
93220,,,,,,,,
93221,61782.0,85545.0,68688.0,92723.0,84713.0,,41012.0,59432.0
93222,46625.0,64645.0,52813.0,72544.0,55787.0,,,54682.0
93223,44286.0,55879.0,42267.0,56824.0,54362.0,,24214.0,38901.0
93224,49500.0,64413.0,54375.0,69326.0,76250.0,,33000.0,36747.0
93225,52300.0,71420.0,60957.0,82586.0,72414.0,,37041.0,40912.0
93226,,58747.0,,52372.0,,,76250.0,67150.0
93230,65674.0,80149.0,70667.0,85052.0,84030.0,100476.0,41100.0,56351.0
93234,31788.0,47777.0,35461.0,48753.0,47237.0,,18185.0,34333.0
93235,39332.0,46578.0,39336.0,48815.0,44212.0,,14700.0,20082.0
93238,23325.0,40896.0,55851.0,70408.0,55851.0,,19651.0,33049.0
93239,41707.0,51843.0,42175.0,54435.0,42200.0,,41092.0,39882.0
93240,33793.0,50719.0,39260.0,54674.0,51471.0,,28731.0,39524.0
93241,36741.0,45124.0,38750.0,47101.0,44656.0,,18364.0,29570.0
93242,49659.0,72305.0,60847.0,80089.0,70117.0,,26761.0,52084.0
93243,34006.0,53973.0,,58956.0,,,23994.0,38014.0
93244,68750.0,127277.0,76458.0,153422.0,,,33359.0,33776.0
93245,65631.0,80062.0,66762.0,81907.0,81442.0,,48587.0,64117.0
93247,39426.0,49439.0,44260.0,55942.0,48563.0,,21125.0,26166.0
93249,35833.0,45144.0,43333.0,55575.0,50221.0,,19464.0,20306.0
93250,38111.0,51313.0,39423.0,54166.0,45401.0,,20938.0,23987.0
93251,46719.0,52436.0,43750.0,46869.0,57188.0,,77813.0,62209.0
93252,40870.0,52698.0,44613.0,61456.0,45556.0,,23241.0,35372.0
93254,39375.0,54449.0,63409.0,72325.0,62955.0,,,36360.0
93255,28200.0,50050.0,26587.0,37607.0,,,29150.0,58531.0
93256,34607.0,45253.0,37817.0,47134.0,45478.0,,11188.0,23541.0
93257,44693.0,64029.0,46556.0,67629.0,61430.0,81019.0,27619.0,43597.0
