Pop_ID,ZIP Code,Household Median Income,Household Mean Income,Family Median Income,Family Mean Income,Married-couple Family Median Income,Married-couple Family Mean Income,Nonfamily Household Median Income,Nonfamily Household Mean Income,Land Area sq miles,Water Area sq miles,Latitude,Longitude,Per Capita Income,Poverty Count,Poverty Rate,Insurance coverage status,Coverage Rate,Count Of Licensees
288,91761,76207.0,89232.0,78202.0,91531.0,92046.0,104618.0,59925.0,69982.0,28.492,0.009,34.0356016,-117.5915284,32234.0,5902.0,9.544447499070136,61757.0,99.8706276177693,3.0
289,91762,64383.0,82236.0,70847.0,86301.0,80068.0,98657.0,44375.0,52268.0,14.301,0.0,34.059409,-117.669298,28852.0,8231.0,13.06715351643118,62855.0,99.785680266709,4.0
290,91763,63529.0,74827.0,67675.0,76987.0,79127.0,,35155.0,54301.0,5.3,0.0,34.0720602,-117.6982882,25329.0,5527.0,14.661255239004722,37398.0,99.20420181441986,1.0
291,91764,60941.0,74965.0,59993.0,75171.0,74043.0,,47358.0,63407.0,7.907,0.02,34.0740868,-117.6056183,26285.0,8681.0,15.694888900941946,55050.0,99.52812279655042,1.0
292,91765,101161.0,124435.0,115018.0,137567.0,122255.0,,48155.0,62654.0,18.568,0.005,33.9851655,-117.8120046,46501.0,4375.0,9.657197095115114,45233.0,99.84548484647816,16.0
293,91766,61018.0,77675.0,60072.0,79936.0,70375.0,91462.0,39295.0,52462.0,10.098,0.005,34.0422858,-117.7561062,25466.0,9900.0,14.241120876907807,69202.0,99.54687342664384,1.0
294,91767,63283.0,76820.0,69490.0,81234.0,85986.0,95397.0,44032.0,57417.0,5.685,0.005,34.0830858,-117.7379975,28313.0,7435.0,14.66035689638174,50246.0,99.0752242926156,9.0
295,91768,62136.0,74148.0,62734.0,76516.0,74345.0,,32472.0,48876.0,8.2,0.0,34.0643625,-117.7909303,22441.0,4802.0,13.548514516265554,34626.0,97.69489038738256,1.0
296,91770,61394.0,76654.0,65710.0,80466.0,67306.0,82968.0,31354.0,46842.0,6.524,0.08,34.0651076,-118.0827912,26015.0,6892.0,11.600740616057903,58899.0,99.1398754418448,3.0
297,91773,89669.0,110726.0,109185.0,126060.0,123894.0,,40720.0,57328.0,14.976,0.39,34.1074851,-117.8087522,46643.0,3147.0,9.237949862032526,33844.0,99.34832384195386,4.0
298,91775,94024.0,121997.0,106851.0,135130.0,118988.0,,54236.0,77578.0,3.099,0.014,34.1152612,-118.0883108,49317.0,2785.0,11.523025363068394,23928.0,99.00285489676858,4.0
299,91776,65563.0,82889.0,66065.0,87931.0,74267.0,,41034.0,54203.0,3.341,0.0,34.0889524,-118.0944676,30166.0,4998.0,13.385109801821104,36897.0,98.81360471344402,5.0
300,91780,83029.0,101947.0,90273.0,110016.0,99707.0,,47753.0,65218.0,3.845,0.0,34.1015089,-118.0558587,40349.0,3494.0,9.82675216559793,35393.0,99.54156823039712,2.0
301,91784,133287.0,151773.0,142435.0,162186.0,149623.0,,66563.0,89814.0,9.14,0.195,34.1411459,-117.6555828,59313.0,1621.0,6.206922959105529,26075.0,99.84300811762904,8.0
302,91786,65542.0,79579.0,72704.0,86483.0,86771.0,101966.0,46687.0,58690.0,8.943,0.0,34.1052502,-117.6620703,35353.0,6838.0,12.205265506470326,55583.0,99.21106648817492,11.0
303,91789,105848.0,127407.0,113087.0,132734.0,121506.0,,54868.0,79290.0,15.867,0.051,34.0181949,-117.8548209,48176.0,2986.0,7.216569591802209,41328.0,99.88157672136694,6.0
304,91790,84505.0,102405.0,89456.0,106545.0,99949.0,118007.0,51824.0,63676.0,5.756,0.027,34.0669637,-117.9370069,35544.0,3933.0,8.768253260506075,44403.0,98.99230854977148,11.0
305,91791,87147.0,106981.0,104059.0,122949.0,117895.0,,31726.0,46610.0,6.642,0.021,34.0616241,-117.8922352,40177.0,2816.0,8.306294613887086,33891.0,99.9675535366645,1.0
306,91792,85040.0,95642.0,89790.0,100262.0,97204.0,,54977.0,67311.0,3.842,0.001,34.0225813,-117.9023585,34343.0,3712.0,11.894386054857728,31167.0,99.86862342988977,4.0
307,91801,66804.0,88882.0,72704.0,95937.0,81626.0,,49275.0,67267.0,4.324,0.0,34.0909238,-118.127761,39890.0,5715.0,10.718304576144035,52794.0,99.01350337584395,8.0
308,91803,66169.0,84382.0,74144.0,91490.0,88137.0,,48783.0,57874.0,3.26,0.001,34.0747361,-118.1459588,35635.0,4509.0,15.545059642832518,28939.0,99.76901330759154,0.0
309,91901,93214.0,119653.0,106557.0,134334.0,118339.0,,43523.0,62711.0,77.874,0.694,32.8136236,-116.7269693,48764.0,1622.0,8.688199689324549,18628.0,99.7803845947828,3.0
310,91902,106769.0,132519.0,123750.0,138268.0,129829.0,,70469.0,111325.0,11.217,1.17,32.673217,-117.0061014,58029.0,888.0,5.186612931487646,16952.0,99.01290812452544,8.0
311,91905,42896.0,52076.0,,62563.0,,,,30806.0,83.577,0.03,32.678648,-116.3074847,35589.0,222.0,15.733522324592489,1313.0,93.0545712260808,
312,91906,48100.0,69435.0,64073.0,80774.0,90104.0,,35991.0,37850.0,105.145,0.714,32.6580495,-116.4760421,27252.0,1103.0,25.765008175659894,4035.0,94.25367904695165,
313,91910,70283.0,90646.0,79589.0,100880.0,98394.0,117927.0,40825.0,56747.0,12.587,1.674,32.6370962,-117.0617582,36706.0,8299.0,10.874949222281918,74629.0,97.79329865160588,4.0
314,91911,65074.0,82231.0,73924.0,88765.0,90458.0,102044.0,33231.0,45098.0,12.728,0.087,32.6073516,-117.0503597,30345.0,9752.0,11.107188008975044,86971.0,99.05693686716248,8.0
315,91913,113415.0,132723.0,114940.0,138019.0,128882.0,,77616.0,85445.0,9.096,0.029,32.6228947,-116.9868919,43092.0,3057.0,5.44900360058465,54819.0,97.71309400734376,9.0
316,91914,136833.0,147979.0,143503.0,154025.0,153783.0,,58347.0,75840.0,6.644,0.0,32.6660395,-116.9542404,47266.0,586.0,3.373050135267369,17148.0,98.70488689345537,10.0
317,91915,125864.0,136542.0,125340.0,137558.0,133068.0,,113125.0,105924.0,7.729,0.579,32.6236021,-116.9498039,41352.0,2272.0,6.380588631768142,33626.0,94.43383509323748,0.0
318,91916,89531.0,112221.0,89355.0,117406.0,87813.0,,,82958.0,61.901,0.0,32.9110346,-116.632006,51826.0,24.0,1.309328968903437,1810.0,98.74522640480087,0.0
319,91917,,85568.0,,88621.0,132122.0,,,,51.835,0.0,32.641996,-116.753767,30493.0,316.0,37.13278495887192,851.0,100.0,
320,91931,63455.0,55622.0,,55334.0,78900.0,,63132.0,50083.0,8.205,0.0,32.8375964,-116.5803049,23644.0,167.0,22.29639519359145,749.0,100.0,
321,91932,59795.0,76679.0,64818.0,81529.0,80660.0,,40133.0,53993.0,4.277,0.579,32.5653537,-117.1145672,33164.0,3997.0,15.280804373590245,25467.0,97.36208280766142,1.0
322,91934,37422.0,41541.0,,31194.0,,,51471.0,65825.0,51.468,0.007,32.6489918,-116.1525653,19628.0,564.0,45.08393285371702,1251.0,100.0,
323,91935,106735.0,125756.0,111958.0,132528.0,124000.0,,44018.0,85318.0,105.49,0.034,32.6943442,-116.7755144,50180.0,435.0,4.667381974248927,9289.0,99.66738197424893,1.0
324,91941,94111.0,120062.0,108338.0,135461.0,126783.0,,52971.0,70587.0,8.223,0.005,32.7592661,-116.9970908,51579.0,2901.0,8.633414677697756,33151.0,98.6578179870246,6.0
325,91942,66551.0,84760.0,82612.0,95573.0,101861.0,,50183.0,67301.0,5.77,0.0,32.777267,-117.0213441,43521.0,4766.0,11.625808025368949,39592.0,96.57763141846569,15.0
326,91945,67236.0,76023.0,74120.0,85478.0,90625.0,,38344.0,48323.0,3.953,0.0,32.7331472,-117.0340676,33281.0,2710.0,9.839875095312443,26708.0,96.97541846701282,1.0
327,91948,,,,,,,,,34.885,0.055,32.8649528,-116.4730364,26816.0,14.0,13.461538461538462,104.0,100.0,
328,91950,48359.0,63766.0,53567.0,67664.0,66322.0,75738.0,30400.0,47342.0,7.337,0.324,32.6690667,-117.0934869,25102.0,8154.0,14.096535509300878,56200.0,97.15787289952286,8.0
329,91962,130938.0,132591.0,135221.0,141743.0,145665.0,,,86403.0,58.664,0.009,32.8467665,-116.5197751,52494.0,201.0,7.950949367088608,2483.0,98.21993670886076,
330,91963,,76831.0,,109713.0,,,,,41.247,0.0,32.6479533,-116.5963568,19503.0,178.0,28.525641025641026,624.0,100.0,
331,91977,71396.0,89112.0,76985.0,93041.0,86794.0,103609.0,47576.0,66708.0,9.918,0.521,32.7262367,-116.9943176,34807.0,6982.0,10.660030230392232,64272.0,98.12968532909905,2.0
332,91978,84266.0,100683.0,84899.0,103045.0,106580.0,,65123.0,76855.0,11.94,0.034,32.6989207,-116.9309592,36596.0,2017.0,18.326367435944032,10784.0,97.98291840814102,0.0
333,91980,,,,,,,,,3.693,0.0,32.5851909,-116.63254,14368.0,0.0,0.0,103.0,100.0,
334,92003,89201.0,117827.0,103081.0,141172.0,111719.0,,43542.0,57899.0,15.016,0.474,33.2852743,-117.1977769,66260.0,571.0,12.965485921889192,4340.0,98.54677565849228,0.0
335,92004,61809.0,93289.0,93661.0,105942.0,111037.0,,49306.0,70852.0,914.883,0.015,33.197705,-116.1674625,49463.0,136.0,4.25,3199.0,99.96875,0.0
336,92007,107778.0,156716.0,145882.0,190781.0,152500.0,,64619.0,91698.0,2.313,0.321,33.0230461,-117.2755809,73354.0,1680.0,14.071530278917832,11756.0,98.4672083089036,1.0
337,92008,86046.0,120672.0,106250.0,141725.0,134670.0,,66549.0,84790.0,10.401,1.439,33.1424801,-117.313444,62401.0,2319.0,8.471851824790852,26888.0,98.2281810543236,9.0
338,92009,138138.0,177632.0,159224.0,193223.0,181678.0,,76926.0,98968.0,12.185,0.0,33.0953394,-117.2457689,73433.0,2898.0,6.254586264945828,46044.0,99.37410972503992,9.0
339,92010,102793.0,116829.0,118094.0,134943.0,131276.0,,54805.0,67528.0,8.248,0.051,33.1653815,-117.2814268,55779.0,1088.0,6.567668719063142,16150.0,97.4888325485935,2.0
340,92011,115301.0,159413.0,130918.0,177968.0,147357.0,,66427.0,104576.0,6.537,0.221,33.106764,-117.2963265,67295.0,1553.0,6.346028113762667,24325.0,99.39931350114416,4.0
341,92014,162305.0,237815.0,228672.0,289782.0,242417.0,,92250.0,137191.0,6.305,0.463,32.9632316,-117.2503668,122679.0,506.0,4.037663581232046,12470.0,99.50526651771465,6.0
342,92019,85067.0,110938.0,95543.0,122642.0,103405.0,135709.0,49559.0,65346.0,31.731,0.0,32.7788438,-116.871416,42311.0,4256.0,9.264862746805408,45653.0,99.38176197836168,3.0
343,92020,61830.0,83640.0,71925.0,93291.0,88653.0,,38654.0,53501.0,11.116,0.0,32.7956047,-116.969754,33011.0,9337.0,15.620242576327897,58682.0,98.17147636971978,9.0
344,92021,60510.0,83027.0,68929.0,92347.0,85650.0,108192.0,35340.0,47606.0,28.039,0.175,32.8357316,-116.8746171,32674.0,11949.0,17.15873517332491,68538.0,98.42040265372354,3.0
345,92024,125458.0,173529.0,152205.0,202215.0,170803.0,,67320.0,107621.0,18.025,1.021,33.0568676,-117.2575772,79296.0,2688.0,5.352236071841026,49714.0,98.98849109951814,16.0
346,92025,56866.0,83511.0,65420.0,98504.0,82090.0,,30772.0,47537.0,22.373,0.384,33.0778135,-117.0331309,36497.0,8650.0,17.207081758504078,49581.0,98.62940123333996,19.0
347,92026,76534.0,95471.0,85759.0,105340.0,101042.0,,47369.0,63980.0,36.058,0.062,33.2109647,-117.1247883,41892.0,6044.0,11.39238120370196,52645.0,99.23095772152377,1.0
348,92027,70009.0,91576.0,79697.0,101461.0,96393.0,,36769.0,48478.0,59.669,0.472,33.1316014,-116.9769367,32488.0,6130.0,10.995515695067263,55458.0,99.47623318385652,3.0
349,92028,80775.0,103250.0,86431.0,110186.0,99659.0,123526.0,46576.0,64680.0,116.723,0.2,33.3864686,-117.2249571,41108.0,6087.0,11.903784100909355,50060.0,97.89772171702356,1.0
350,92029,96690.0,129748.0,122656.0,151382.0,139861.0,,63773.0,78627.0,22.56,0.457,33.08553,-117.1239673,56615.0,1000.0,5.0035024517162014,19758.0,98.85920144100872,3.0
351,92036,64861.0,78567.0,72138.0,101334.0,71974.0,,54571.0,51005.0,504.308,1.401,33.0324132,-116.2651768,49408.0,248.0,8.065040650406504,3000.0,97.5609756097561,0.0
352,92037,113676.0,185009.0,156798.0,235217.0,185333.0,,67710.0,106685.0,12.046,2.018,32.8546424,-117.2517716,90214.0,3186.0,8.45878136200717,37324.0,99.09465020576133,38.0
353,92040,83692.0,100308.0,97964.0,110236.0,109418.0,,49900.0,67871.0,67.196,1.514,32.9089097,-116.8919717,39731.0,3423.0,7.456541628545288,45372.0,98.83675336557312,2.0
354,92054,63355.0,88658.0,73559.0,105612.0,92523.0,,45432.0,60378.0,7.47,0.9,33.1930693,-117.3596758,40878.0,4922.0,13.284750337381915,36439.0,98.35087719298244,3.0
355,92055,,68097.0,,83155.0,,,,,129.892,0.045,33.4111964,-117.4332594,32008.0,0.0,0.0,0.0,0.0,1.0
356,92056,85047.0,102293.0,99326.0,115669.0,109601.0,,49305.0,69345.0,12.309,0.024,33.1995824,-117.2987641,43086.0,3309.0,6.106292673925078,52641.0,97.1415390293412,8.0
357,92057,81339.0,101184.0,93042.0,111146.0,110662.0,,52344.0,61344.0,14.964,0.342,33.2546197,-117.283311,39312.0,4654.0,8.021095446554755,57060.0,98.34200820378476,1.0
358,92058,57213.0,70819.0,60527.0,71639.0,64433.0,,37023.0,54210.0,44.256,1.886,33.2639736,-117.3447773,28935.0,4477.0,9.274527676499837,36444.0,75.4971826317534,0.0
359,92059,96500.0,138976.0,95101.0,127801.0,95203.0,,116563.0,155983.0,27.549,0.0,33.3828219,-117.0519949,40451.0,130.0,8.928571428571429,1456.0,100.0,0.0
360,92060,,184656.0,,,,,81356.0,79528.0,68.866,0.0,33.350376,-116.8644434,57064.0,65.0,12.84584980237154,506.0,100.0,0.0
361,92061,43787.0,79485.0,,78593.0,,,41557.0,72440.0,34.812,0.0,33.3003523,-116.9305236,47727.0,171.0,10.196779964221824,1675.0,99.88073941562314,0.0
362,92064,115391.0,147969.0,129407.0,157372.0,142500.0,,65590.0,92198.0,42.337,0.086,32.9843523,-117.0135373,58394.0,2860.0,5.862698071049341,48179.0,98.76186376401616,12.0
363,92065,100645.0,122155.0,107838.0,133559.0,116295.0,,51567.0,67688.0,169.349,1.463,33.0403728,-116.830075,48711.0,1735.0,4.710066239548268,36348.0,98.67520903464002,0.0
364,92066,68250.0,75812.0,111333.0,102239.0,111333.0,,,35046.0,22.059,0.0,33.2154121,-116.535834,30580.0,70.0,21.9435736677116,319.0,100.0,
365,92067,212188.0,292147.0,207132.0,297558.0,228118.0,,,218849.0,22.393,0.078,33.0209084,-117.1903457,118046.0,870.0,9.470934030045722,9186.0,100.0,7.0
366,92069,77618.0,99266.0,83603.0,106632.0,107362.0,,47263.0,61842.0,18.472,0.0,33.1753026,-117.1576205,36651.0,5253.0,11.260932944606417,46443.0,99.56053850111472,4.0
367,92070,52500.0,75572.0,63500.0,86238.0,80179.0,,24792.0,45472.0,129.415,4.888,33.188575,-116.7432798,38841.0,100.0,13.140604467805518,761.0,100.0,0.0
368,92071,85751.0,99481.0,95352.0,106480.0,108866.0,,55246.0,74106.0,18.849,0.191,32.8506855,-116.995314,42806.0,4909.0,8.209716531482565,57887.0,96.80909775064804,3.0
369,92075,104201.0,157797.0,121404.0,185588.0,143524.0,,77317.0,101820.0,3.418,0.361,32.9972485,-117.2605796,84262.0,617.0,5.111000662690524,12063.0,99.92544731610336,4.0
370,92078,91564.0,116098.0,115556.0,134241.0,135212.0,,47354.0,70056.0,16.7,0.123,33.1170652,-117.1808072,48866.0,4116.0,7.763254682283709,52796.0,99.5793960655614,9.0
371,92081,80584.0,99684.0,91730.0,105779.0,107224.0,,49949.0,77012.0,8.93,0.0,33.1645491,-117.2405496,45274.0,3143.0,10.663273960983885,28583.0,96.97370653095844,1.0
372,92082,94067.0,117081.0,99656.0,122529.0,117582.0,,39145.0,61517.0,125.728,0.0,33.2518281,-117.0027941,44238.0,2130.0,10.300802785569203,20600.0,99.62278750362704,1.0
373,92083,68551.0,90401.0,72586.0,100345.0,82997.0,,44837.0,53014.0,5.548,0.0,33.1980841,-117.2483642,33384.0,4446.0,11.742024086203251,37261.0,98.40745827170927,7.0
374,92084,77970.0,101144.0,84227.0,106090.0,103307.0,,44797.0,70933.0,28.342,0.019,33.2272828,-117.2000848,37153.0,4595.0,9.19533329331012,49293.0,98.64321306357688,6.0
375,92086,38152.0,72378.0,55435.0,84434.0,62292.0,,27500.0,43887.0,221.35,0.448,33.3139983,-116.6295365,35887.0,202.0,14.336408800567778,1341.0,95.17388218594748,0.0
376,92091,165132.0,192201.0,217955.0,242780.0,244375.0,,123500.0,140919.0,1.29,0.0,33.052389,-117.1828166,100258.0,146.0,11.335403726708076,1288.0,100.0,0.0
377,92101,71077.0,108606.0,112979.0,150622.0,125373.0,,58623.0,93610.0,5.384,5.658,32.7178067,-117.1720862,75087.0,7084.0,15.391634980988592,41294.0,89.72080391091798,4.0
378,92102,54862.0,72736.0,58646.0,77238.0,69287.0,,46999.0,63937.0,4.491,0.0,32.715981,-117.1174946,33046.0,6589.0,16.4515243065092,38831.0,96.95388379815736,5.0
379,92103,78338.0,115292.0,114519.0,165242.0,130750.0,,63304.0,86469.0,3.685,0.0,32.7478157,-117.1673324,76380.0,2682.0,7.820153953813856,33234.0,96.9034289713086,25.0
380,92104,73447.0,92464.0,85396.0,109457.0,104805.0,,65429.0,80087.0,3.695,0.0,32.7419328,-117.127814,53270.0,4528.0,9.714028275373822,45749.0,98.14643983438096,7.0
381,92105,48072.0,63488.0,50000.0,68078.0,62045.0,77029.0,32967.0,47330.0,5.756,0.021,32.7404044,-117.089868,25940.0,16721.0,23.00379705040722,71604.0,98.50869469513538,5.0
382,92106,114158.0,162638.0,144635.0,205842.0,146992.0,,54529.0,78439.0,5.664,0.952,32.7098847,-117.2378575,69046.0,1392.0,6.795879509837426,18874.0,92.14470536542498,7.0
383,92107,84190.0,111990.0,114486.0,148180.0,142417.0,,69340.0,81540.0,3.024,0.46,32.7390553,-117.2454042,63467.0,2561.0,8.700526583998641,29018.0,98.5833191778495,4.0
384,92108,80572.0,99445.0,92888.0,120268.0,105458.0,,72347.0,84624.0,4.408,0.017,32.7739826,-117.1427063,61548.0,2420.0,9.999586793934135,22625.0,93.48787240196684,12.0
385,92109,92379.0,117081.0,113096.0,145637.0,133833.0,,82248.0,100372.0,7.609,4.291,32.7867719,-117.2342066,70975.0,3667.0,8.332386557295099,43212.0,98.18900679406484,4.0
386,92110,77579.0,101923.0,95031.0,121871.0,115457.0,,63105.0,83692.0,5.007,0.084,32.7652442,-117.2003912,49063.0,3890.0,12.640951483443278,29816.0,96.89013095895751,2.0
387,92111,77249.0,92134.0,82262.0,101230.0,91056.0,,52332.0,69484.0,8.479,0.0,32.8064823,-117.1689655,41316.0,5559.0,11.651645357367428,46891.0,98.283378746594,10.0
388,92113,43958.0,57654.0,46993.0,60552.0,52279.0,,25497.0,37982.0,4.511,0.687,32.694637,-117.1197565,22112.0,11056.0,21.68565992585764,50497.0,99.04674107055293,3.0
389,92114,73090.0,90324.0,77249.0,93605.0,88961.0,,40940.0,57329.0,8.288,0.0,32.707751,-117.0552967,29365.0,8144.0,12.249011084873734,65622.0,98.69899378825936,2.0
390,92115,56137.0,78993.0,67487.0,94278.0,86798.0,113955.0,40156.0,56311.0,6.169,0.0,32.761549,-117.0719048,33405.0,12697.0,20.660309815152303,60267.0,98.0652824785212,2.0
391,92116,78697.0,101866.0,99494.0,122341.0,118164.0,,69242.0,87518.0,3.38,0.0,32.7648411,-117.1231244,64476.0,2807.0,8.817062445030782,31478.0,98.87548687020984,3.0
392,92117,91347.0,109276.0,103074.0,117362.0,128097.0,137894.0,64475.0,86176.0,8.703,0.0,32.8248932,-117.1997139,49119.0,5131.0,9.414851648654103,53997.0,99.07888218132445,5.0
393,92118,108992.0,165468.0,131407.0,193329.0,142406.0,,65625.0,99464.0,7.69,5.453,32.6987955,-117.2091097,75473.0,900.0,5.113055334621066,14634.0,83.13827974093853,3.0
394,92119,97965.0,120548.0,125024.0,142464.0,134789.0,,54414.0,69690.0,6.565,0.25,32.8178882,-117.0319557,52307.0,1562.0,6.396658339817355,24151.0,98.9024939596216,3.0
395,92120,102597.0,126300.0,123019.0,152032.0,136344.0,,61750.0,79104.0,7.681,0.001,32.7939936,-117.0737962,56454.0,2521.0,8.336364538209715,29926.0,98.9583677788433,18.0
396,92121,118155.0,143870.0,147902.0,181030.0,155787.0,,86083.0,102270.0,12.539,0.024,32.8971234,-117.2016472,64295.0,747.0,18.0,4130.0,99.51807228915662,7.0
397,92122,81438.0,104885.0,116294.0,139495.0,128222.0,,55780.0,71436.0,5.378,0.0,32.8567981,-117.2101561,55419.0,9927.0,21.586065930242672,45788.0,99.56510394015832,11.0
398,92123,90602.0,109851.0,97295.0,120058.0,108941.0,130505.0,68406.0,85402.0,8.611,0.0,32.8096148,-117.1342012,49108.0,3275.0,9.93900033382902,31121.0,94.4462990501047,182.0
399,92124,94485.0,116381.0,94003.0,116478.0,104651.0,,91359.0,110767.0,9.784,0.0,32.8282552,-117.085262,47763.0,1944.0,6.2465859066225375,28839.0,92.66733074130008,2.0
400,92126,99376.0,116257.0,102580.0,118805.0,107048.0,124851.0,74743.0,92091.0,11.586,0.0,32.9119903,-117.1434214,45634.0,6058.0,7.755629808861748,77028.0,98.6135115412682,0.0
401,92127,147827.0,193601.0,163882.0,204727.0,177981.0,,76641.0,104506.0,22.674,0.518,33.0187647,-117.1240976,70147.0,1482.0,2.8997984620502084,50528.0,98.86708278709376,17.0
402,92128,104501.0,125560.0,124347.0,144684.0,134343.0,,66492.0,78364.0,11.706,0.008,32.9969673,-117.0729787,63903.0,2320.0,4.708461023278469,48569.0,98.5712256205224,16.0
403,92129,126371.0,153614.0,147070.0,168056.0,162545.0,,63690.0,88712.0,13.084,0.0,32.9635362,-117.1262205,61658.0,3218.0,6.1301076292980285,52149.0,99.34088960853414,5.0
404,92130,157333.0,208919.0,191080.0,239564.0,220104.0,,91448.0,101120.0,18.564,0.0,32.9476156,-117.2058249,90363.0,2570.0,4.480239875878179,57268.0,99.83438802015236,36.0
405,92131,137987.0,168712.0,153495.0,186080.0,165321.0,,82864.0,100669.0,38.643,0.198,32.8996868,-117.0473184,75852.0,1155.0,3.2787350611746677,34889.0,99.04050870071252,17.0
406,92132,,,,,,,,,0.032,0.0,32.7136722,-117.1720388,-666666666.0,0.0,,0.0,,
407,92134,,,,,,,,,0.075,0.0,32.7250551,-117.1454146,27486.0,0.0,0.0,0.0,0.0,15.0
408,92135,,,,,,,,,0.421,0.0,32.6949759,-117.1943543,25238.0,0.0,0.0,0.0,0.0,0.0
409,92139,75576.0,88632.0,80079.0,91053.0,95784.0,,43887.0,57361.0,3.578,0.0,32.6800314,-117.0488864,31250.0,2894.0,8.28514171199542,33920.0,97.10850271972517,0.0
410,92140,,,,,,,,,0.535,0.012,32.7412792,-117.1977143,19835.0,0.0,0.0,0.0,0.0,0.0
411,92145,,318600.0,,304715.0,,,,,10.642,0.004,32.8684963,-117.1431718,23297.0,0.0,0.0,0.0,0.0,1.0
412,92147,,,,,,,,,0.087,0.0,32.7247448,-117.2187498,24228.0,0.0,0.0,0.0,0.0,
413,92154,70846.0,84589.0,74354.0,87766.0,87234.0,100283.0,43831.0,55229.0,51.507,0.429,32.5791012,-116.9665283,29811.0,8119.0,9.693402421261252,79308.0,94.68707466749444,11.0
414,92155,,,,,,,,,0.393,0.531,32.6581164,-117.1569459,46781.0,0.0,0.0,0.0,0.0,0.0
415,92173,48967.0,64162.0,54449.0,70296.0,65569.0,,12992.0,29480.0,2.877,0.0,32.5555802,-117.0511954,22550.0,4656.0,16.274598902443287,28585.0,99.91611031493586,3.0
416,92201,44215.0,62168.0,59330.0,76972.0,68338.0,87829.0,26792.0,39244.0,16.213,0.008,33.7094532,-116.2369675,30636.0,9837.0,15.292654488923436,63706.0,99.0376991838321,6.0
417,92203,77281.0,95542.0,87344.0,106885.0,96305.0,,51627.0,69031.0,18.458,0.0,33.7516006,-116.2414256,41965.0,2658.0,7.920615054532451,33554.0,99.9880803385184,1.0
418,92210,108750.0,185080.0,157596.0,245486.0,162708.0,,49688.0,105057.0,14.319,0.27,33.6998921,-116.3295504,127143.0,229.0,4.739238410596027,4830.0,99.95860927152316,0.0
419,92211,66202.0,105064.0,87494.0,135209.0,98214.0,,41856.0,64192.0,14.825,0.054,33.7654007,-116.3342046,60827.0,2527.0,9.449908380389664,26618.0,99.54003216035302,3.0
420,92220,44167.0,65447.0,50495.0,74765.0,61573.0,,27158.0,44368.0,141.338,0.0,33.9399186,-116.8393314,29133.0,5872.0,17.904076592371254,31844.0,97.0942464249779,3.0
421,92222,,,,,,,,,2.759,0.0,32.7834493,-114.5495304,-666666666.0,0.0,,0.0,,
422,92223,86068.0,98702.0,94165.0,105691.0,110299.0,,42071.0,67021.0,44.984,0.014,33.9378213,-116.9813703,36408.0,5068.0,8.21580261323477,61362.0,99.47475926466296,1.0
423,92225,43822.0,62554.0,54777.0,70487.0,67488.0,,24284.0,43709.0,580.971,3.815,33.7172658,-114.660084,19270.0,3507.0,16.55104063429138,15391.0,72.63674548114588,1.0
424,92227,47367.0,66383.0,46633.0,69427.0,65875.0,,50309.0,52809.0,593.666,0.131,32.99005,-115.3368521,25191.0,6341.0,23.02469135802469,27415.0,99.54611474219315,3.0
425,92230,47500.0,63235.0,62832.0,73317.0,,,41328.0,44815.0,11.677,0.0,33.9087853,-116.7687818,34921.0,299.0,14.664051005394802,2037.0,99.90191270230504,
426,92231,42739.0,61916.0,54569.0,71535.0,67650.0,,15319.0,25374.0,68.552,0.0,32.6876362,-115.5643729,19728.0,8706.0,22.511247866783886,38607.0,99.82675699436314,2.0
427,92233,40587.0,41960.0,44769.0,46386.0,50551.0,,,30052.0,152.052,0.581,33.1473839,-115.5004049,9810.0,969.0,14.102750691311307,3637.0,52.932615339834086,0.0
428,92234,50350.0,73063.0,61986.0,87030.0,71398.0,,29050.0,46719.0,14.764,0.208,33.8141312,-116.4655479,34807.0,8978.0,17.27734585482257,51873.0,99.82487876222,2.0
429,92236,34269.0,47356.0,52143.0,60129.0,61406.0,,21590.0,30742.0,61.851,0.0,33.7027649,-116.0724402,24017.0,4710.0,11.080788594551358,42506.0,100.0,1.0
430,92239,35938.0,55124.0,32210.0,47652.0,32188.0,,66000.0,56555.0,517.019,0.013,33.7680642,-115.2169301,26745.0,48.0,16.216216216216218,296.0,100.0,
431,92240,40456.0,56001.0,51133.0,62647.0,59118.0,71569.0,24106.0,41473.0,35.72,0.187,33.9515401,-116.520104,24005.0,8052.0,19.757085020242915,40744.0,99.97300944669364,0.0
432,92241,31478.0,45453.0,44853.0,59043.0,47706.0,,22815.0,29129.0,132.595,0.0,33.84634,-116.2833017,27447.0,1417.0,17.213313896987366,8229.0,99.96355685131196,0.0
433,92242,42083.0,44627.0,44524.0,52026.0,47750.0,,25347.0,32690.0,45.219,1.001,34.1887788,-114.3064842,31229.0,184.0,14.959349593495936,1230.0,100.0,
434,92243,47614.0,66059.0,49128.0,69245.0,65892.0,83713.0,24107.0,43820.0,113.314,0.069,32.7701971,-115.5985905,22059.0,10365.0,21.07007094505316,48152.0,97.88384526253736,5.0
435,92249,58148.0,61396.0,53491.0,60596.0,74837.0,,,47776.0,19.862,0.0,32.7260677,-115.4821502,18245.0,1268.0,16.030341340075854,7910.0,100.0,
