Zipcode,Land Area sq meters,Water Area sq meters,Land Area sq miles,Water Area sq miles,Latitude,Longitude,Population,Population Density per sq mile
93640,"409,034,501","4,195,888",157.929,1.62,36.672698,−120.4397366,13578.0,85.97534335049295
93641,"163,809,362","413,882",63.247,0.16,36.7054817,−119.0399555,261.0,4.126677945198982
93643,"394,963,210","143,387",152.496,0.055,37.2050538,−119.5184338,3059.0,20.05954254537824
93644,"303,348,779","177,139",117.124,0.068,37.4180183,−119.5925671,8272.0,70.62600321027287
93645,"154,608,815","93,504",59.695,0.036,37.1521087,−119.6201357,222.0,3.7189044308568557
93646,"88,818,455",0,34.293,0.0,36.6322736,−119.2893527,11240.0,327.76368355057883
93647,"241,195,050","15,560",93.126,0.006,36.6007599,−119.1754848,11485.0,123.327534737882
93648,"57,282,812",0,22.117,0.0,36.620623,−119.5205823,16543.0,747.9766695302255
93650,"1,618,535",0,0.625,0.0,36.8401974,−119.8001206,2885.0,4616.0
93651,"42,173,743","21,847",16.283,0.008,37.0023881,−119.5148581,2289.0,140.57606092243444
93652,"5,346,999",0,2.064,0.0,36.5950119,−119.9045766,563.0,272.77131782945736
93653,"554,129,146","9,370,438",213.95,3.618,37.2560313,−119.9090593,1304.0,6.094881981771442
93654,"260,305,189","1,374,591",100.504,0.531,36.6587089,−119.4012740,30798.0,306.43556475364164
93656,"293,243,098","15,365",113.222,0.006,36.4509441,−119.9368187,5806.0,51.27978661390896
93657,"584,852,793","19,017,782",225.813,7.343,36.8168584,−119.4587018,36557.0,161.89059088714998
93660,"126,281,303",0,48.757,0.0,36.6093391,−120.1651676,4082.0,83.7213118116373
93662,"201,658,585","550,687",77.861,0.213,36.5365732,−119.6386513,30453.0,391.1200729505144
93664,"487,237,059","8,876,046",188.123,3.427,37.0498214,−119.1907259,370.0,1.9667983181216546
93665,"1,355,343",0,0.523,0.0,36.9633136,−120.6503151,492.0,940.7265774378585
93666,"548,221",0,0.212,0.0,36.5462083,−119.3361766,1029.0,4853.773584905661
93667,"304,965,972","2,269,233",117.748,0.876,36.9656631,−119.3168354,2112.0,17.936610388286848
93668,"123,203,469","1,148,603",47.569,0.443,36.6576159,−120.2931009,1200.0,25.226513065231558
93669,"18,316,890","2,016,015",7.072,0.778,37.2909091,−119.5483649,320.0,45.248868778280546
93673,"2,017,053",0,0.779,0.0,36.4523533,−119.4823811,702.0,901.1553273427471
93675,"257,178,857","161,455",99.297,0.062,36.7247235,−119.1927785,3775.0,38.017261347271315
93701,"3,939,126",0,1.521,0.0,36.749601,−119.7878098,10398.0,6836.291913214991
93702,"13,391,258",0,5.17,0.0,36.7394434,−119.7542091,43697.0,8452.03094777563
93703,"12,330,829",0,4.761,0.0,36.7688556,−119.7624110,32102.0,6742.70111321151
93704,"13,977,356","36,443",5.397,0.014,36.8003098,−119.8009064,29205.0,5411.339633129516
93705,"12,600,070","41,216",4.865,0.016,36.787297,−119.8273214,36370.0,7475.84789311408
93706,"410,480,685","261,734",158.487,0.101,36.6559047,−119.9202591,41534.0,262.0656583820755
93710,"15,986,867","40,144",6.173,0.015,36.8241049,−119.7627096,34123.0,5527.782277660781
93711,"29,049,130","1,024,109",11.216,0.395,36.8365513,−119.8338493,38680.0,3448.6447931526395
93720,"27,042,374","226,039",10.441,0.087,36.862209,−119.7607933,46725.0,4475.1460588066275
93721,"5,285,943",0,2.041,0.0,36.7328084,−119.7838293,8475.0,4152.376286134248
93722,"49,985,476","689,003",19.3,0.266,36.7997467,−119.8776203,85811.0,4446.165803108808
93723,"106,372,985","117,466",41.071,0.045,36.7897564,−119.9525593,13793.0,335.833069562465
93725,"173,530,864","307,363",67.001,0.119,36.6272111,−119.7318880,27167.0,405.47156012596827
93726,"16,527,326","313,423",6.381,0.121,36.793666,−119.7597151,42945.0,6730.1363422661025
93727,"56,919,869","286,646",21.977,0.111,36.7516118,−119.6953972,84656.0,3852.0271192610458
93728,"7,879,187",0,3.042,0.0,36.7573019,−119.8182824,16738.0,5502.3011176857335
93730,"20,380,109","757,727",7.869,0.293,36.9060265,−119.7511410,12571.0,1597.534629559029
93901,"24,827,076",0,9.586,0.0,36.6478557,−121.6303055,28089.0,2930.2107239724596
93905,"23,931,170","93,277",9.24,0.036,36.685068,−121.6059918,61633.0,6670.238095238095
93906,"34,344,253","46,232",13.26,0.018,36.7226758,−121.6336673,63733.0,4806.410256410257
93907,"141,221,718","753,484",54.526,0.291,36.7667808,−121.6667222,24337.0,446.33752705131496
93908,"624,057,232","7,756,791",240.95,2.995,36.6260439,−121.6021208,12195.0,50.61216019921146
93920,"410,484,348","7,316,794",158.489,2.825,36.0522456,−121.5144050,1430.0,9.022708200569124
93921,"2,465,653",0,0.952,0.0,36.5536409,−121.9222713,2951.0,3099.7899159663866
93923,"525,049,416","1,784,833",202.723,0.689,36.4057748,−121.7960177,12922.0,63.74215061931798
93924,"484,344,615","1,072,247",187.007,0.414,36.4156034,−121.6376512,6421.0,34.33561310539178
93925,"129,312,963","238,923",49.928,0.092,36.5884824,−121.3992167,1794.0,35.931741708059604
93926,"173,933,159","309,586",67.156,0.12,36.5258701,−121.3967349,8893.0,132.42301506939066
93927,"544,199,522","3,501,670",210.117,1.352,36.2755866,−121.3919238,18344.0,87.3037402970726
93928,"99,451,886","99,050",38.399,0.038,36.0827387,−121.4707866,1019.0,26.53714940493242
93930,"889,020,917","15,566,128",343.253,6.01,36.199798,−121.0823084,17599.0,51.271219770839586
93932,"196,522,377","113,055",75.878,0.044,35.9897549,−121.0643592,502.0,6.615883391760457
93933,"27,651,943","101,129",10.676,0.039,36.6769665,−121.7814506,25056.0,2346.9464218808544
93940,"91,017,974","28,432,213",35.142,10.978,36.5622513,−121.8056041,32699.0,930.4820442775026
93943,"525,893","45,110",0.203,0.017,36.5976485,−121.8733103,0.0,0.0
93950,"7,272,434","15,197",2.808,0.006,36.6191012,−121.9254390,15471.0,5509.615384615385
93953,"20,975,348","147,280",8.099,0.057,36.5874412,−121.9448163,3783.0,467.09470304975923
93954,"154,562,828","88,493",59.677,0.034,36.1729751,−120.9026824,438.0,7.3395110344018635
93955,"68,120,347","1,637,340",26.301,0.632,36.6147893,−121.7880224,34757.0,1321.50868788259
93960,"450,991,826","12,529,599",174.129,4.838,36.4056248,−121.3230545,27009.0,155.10914322140482
93962,"316,377",0,0.122,0.0,36.6247156,−121.6464870,373.0,3057.377049180328
94002,"14,567,026","23,653",5.624,0.009,37.5134466,−122.2968238,27001.0,4801.0312944523475
94005,"11,862,529","447,653",4.58,0.173,37.6888257,−122.4089346,4645.0,1014.1921397379913
94010,"39,161,638","2,265,357",15.12,0.875,37.5719177,−122.3750285,42466.0,2808.5978835978835
94014,"16,553,486",0,6.391,0.0,37.6906862,−122.4477376,49565.0,7755.437333750587
94015,"14,647,828",0,5.656,0.0,37.681313,−122.4808519,65199.0,11527.404526166903
94019,"154,694,460","1,431,491",59.728,0.553,37.4556657,−122.4079659,20207.0,338.31703723546747
94020,"108,702,949","57,096",41.97,0.022,37.2689766,−122.2215450,1979.0,47.15272813914701
94021,"28,398,312",0,10.965,0.0,37.2503449,−122.2496358,574.0,52.348381212950294
94022,"45,814,093",0,17.689,0.0,37.3553597,−122.1449354,19701.0,1113.7430041268585
94024,"21,426,739",0,8.273,0.0,37.3503883,−122.0986856,23704.0,2865.2242233772513
94025,"21,666,154","3,133",8.365,0.001,37.451252,−122.1823426,43996.0,5259.533771667663
94027,"13,019,332","82,320",5.027,0.032,37.4570721,−122.2010583,7193.0,1430.873284264969
94028,"44,861,208","228,146",17.321,0.088,37.3748829,−122.2126745,6718.0,387.85289532936895
94030,"8,739,453",0,3.374,0.0,37.5997105,−122.4033001,22998.0,6816.24184943687
94037,"14,250,512",0,5.502,0.0,37.5533007,−122.4958343,2833.0,514.903671392221
94038,"15,378,223","6,259",5.938,0.002,37.5357201,−122.4736760,3350.0,564.1630178511283
94040,"9,479,333",0,3.66,0.0,37.3802721,−122.0852214,34804.0,9509.289617486338
94041,"4,120,738",0,1.591,0.0,37.388239,−122.0753507,13996.0,8796.983029541168
94043,"21,906,343",0,8.458,0.0,37.4119135,−122.0689193,31999.0,3783.2820997871836
94044,"39,076,994","23,854",15.088,0.009,37.6065981,−122.4772305,38677.0,2563.42788971368
94060,"190,239,816","866,820",73.452,0.335,37.2471373,−122.2734930,1098.0,14.948537820617547
94061,"10,000,098","4,125",3.861,0.002,37.4611469,−122.2369482,38158.0,9882.931882931882
94062,"167,478,779","2,594,236",64.664,1.002,37.4225313,−122.2858204,27871.0,431.0126190770753
94063,"16,839,936","1,706,917",6.502,0.659,37.493306,−122.1956057,36110.0,5553.67579206398
94065,"5,940,452","2,055,520",2.294,0.794,37.5334175,−122.2495576,11603.0,5057.977332170881
94066,"15,695,996",0,6.06,0.0,37.625389,−122.4323558,44538.0,7349.50495049505
94070,"15,853,891","2,037",6.121,0.001,37.4964691,−122.2725564,30420.0,4969.776180362685
94074,"59,889,346","66,452",23.123,0.026,37.3317145,−122.3414658,177.0,7.654716083553172
94080,"26,361,952","3,291,438",10.178,1.271,37.6551745,−122.4183842,67263.0,6608.66574965612
94085,"9,097,788",0,3.513,0.0,37.3886171,−122.0179326,23592.0,6715.6276686592655
94086,"11,309,684",0,4.367,0.0,37.3716335,−122.0232017,49190.0,11264.025646897184
94087,"17,070,566",0,6.591,0.0,37.3516149,−122.0366796,57015.0,8650.432407828857
94089,"15,760,034","9,341",6.085,0.004,37.4124017,−122.0156049,23049.0,3787.838948233361
94102,"1,713,282",0,0.662,0.0,37.7795621,−122.4192928,33264.0,50247.73413897281
94103,"3,558,325",0,1.374,0.0,37.7729833,−122.4113430,31585.0,22987.62736535662
94104,"200,857",0,0.078,0.0,37.7914115,−122.4021291,438.0,5615.384615384615
94105,"1,277,049","1,476,309",0.493,0.57,37.7915753,−122.3937328,12944.0,26255.57809330629
94107,"4,728,659","732,570",1.826,0.283,37.7585472,−122.3995401,29708.0,16269.441401971522
94108,"668,152",0,0.258,0.0,37.7918858,−122.4085167,13535.0,52461.24031007752
94109,"2,793,343","295,796",1.079,0.114,37.7944848,−122.4222696,55797.0,51711.77015755329
94110,"6,189,673","12,207",2.39,0.005,37.7500215,−122.4152015,72765.0,30445.60669456067
94111,"856,532","1,113",0.331,0.0,37.7983589,−122.3992013,4023.0,12154.078549848942
94112,"8,638,633",0,3.335,0.0,37.7205458,−122.4431663,85053.0,25503.148425787105
94114,"3,586,233",0,1.385,0.0,37.758208,−122.4355562,35077.0,25326.353790613717
94115,"2,943,198",0,1.136,0.0,37.7860292,−122.4373655,33841.0,29789.612676056342
94116,"6,542,534","97,204",2.526,0.038,37.7453994,−122.4860655,46594.0,18445.764053840066
94117,"3,301,059",0,1.275,0.0,37.7700509,−122.4442803,43526.0,34138.03921568628
94118,"5,193,603","2,120",2.005,0.001,37.7801459,−122.4615303,41241.0,20569.07730673317
94121,"6,564,527","35,943",2.535,0.014,37.7785907,−122.4959119,43843.0,17295.06903353057
94122,"8,436,145","84,019",3.257,0.032,37.7604592,−122.4838940,61248.0,18805.035308566163
94123,"2,778,070","788,333",1.073,0.304,37.8020446,−122.4339686,26074.0,24300.09319664492
94124,"12,081,616","3,656,436",4.665,1.412,37.7289954,−122.3813152,36278.0,7776.634512325831
94127,"4,830,201","9,359",1.865,0.004,37.7360266,−122.4572070,20413.0,10945.308310991957
94128,"8,687,482",0,3.354,0.0,37.6219551,−122.3837971,173.0,51.58020274299344
94129,"6,108,769","14,697",2.359,0.006,37.7973402,−122.4644664,4011.0,1700.2967359050444
94130,"2,281,270","2,394,958",0.881,0.925,37.8196555,−122.3686596,3184.0,3614.0749148694663
94131,"5,237,085","50,540",2.022,0.02,37.7459165,−122.4414731,30458.0,15063.30365974283
94132,"8,111,777","1,299,131",3.132,0.502,37.7222142,−122.4840831,30437.0,9718.071519795658
94133,"1,703,119",0,0.658,0.0,37.8019622,−122.4109997,26930.0,40927.05167173252
94134,"6,627,486","90,877",2.559,0.035,37.7188487,−122.4112970,43286.0,16915.20125048847
94158,"1,423,669","902,191",0.55,0.348,37.7725343,−122.3883839,9231.0,16783.636363636364
94301,"6,138,863",0,2.37,0.0,37.4442178,−122.1498549,17470.0,7371.308016877637
94303,"21,856,998","384,921",8.439,0.149,37.4578826,−122.1150968,47828.0,5667.4961488328
94304,"12,449,131",0,4.807,0.0,37.3972529,−122.1669792,4391.0,913.4595381734969
94305,"12,379,044","117,653",4.78,0.045,37.4182561,−122.1708709,16283.0,3406.4853556485355
94306,"10,581,308",0,4.085,0.0,37.4162001,−122.1308577,27650.0,6768.665850673195
94401,"8,056,553","3,615",3.111,0.001,37.5751719,−122.3198815,35013.0,11254.580520732883
94402,"13,080,580",0,5.05,0.0,37.5401025,−122.3301030,25966.0,5141.782178217822
94403,"14,588,593","404,164",5.633,0.156,37.5384494,−122.3054470,44361.0,7875.199715959524
94404,"11,266,326","1,490,277",4.35,0.575,37.5559985,−122.2676793,36086.0,8295.632183908046
94501,"20,522,780","7,301,969",7.924,2.819,37.7747116,−122.2780971,64487.0,8138.187783947501
94502,"6,532,311","1,703",2.522,0.001,37.7394954,−122.2394649,15340.0,6082.474226804125
94503,"69,974,096","4,160,108",27.017,1.606,38.1879255,−122.2236475,20295.0,751.1936928600511
94505,"43,179,650","15,006,170",16.672,5.794,37.8712683,−121.5969840,15974.0,958.1333973128599
94506,"48,317,962","31,771",18.656,0.012,37.8064262,−121.9024245,27143.0,1454.920668953688
94507,"29,003,158",0,11.198,0.0,37.8542897,−122.0065987,14059.0,1255.49205215217
94508,"41,473,260","406,835",16.013,0.157,38.5857836,−122.4442019,4083.0,254.98032848310746
94509,"45,178,606","584,869",17.444,0.226,37.9920035,−121.8125663,69295.0,3972.426049071314
94510,"75,560,897","2,780,985",29.174,1.074,38.1132046,−122.1197077,28297.0,969.938986769041
94511,"13,601,917","1,508,957",5.252,0.583,38.0281297,−121.6298509,2015.0,383.66336633663366
94512,"57,516,671","91,320",22.207,0.035,38.1311499,−121.8217361,18.0,0.8105552303327779
94513,"204,238,857","3,873,593",78.857,1.496,37.9248992,−121.6867239,65454.0,830.0341123806384
94514,"77,729,464","504,391",30.012,0.195,37.8256458,−121.6343527,2081.0,69.33893109422897
94515,"301,468,053","406,236",116.397,0.157,38.6357177,−122.6150850,7525.0,64.64943254551234
94516,"9,356,511",0,3.613,0.0,37.8274954,−122.1663001,233.0,64.48934403542762
94517,"123,607,238","5,020",47.725,0.002,37.8910774,−121.8930556,12970.0,271.765322158198
94518,"14,350,450",0,5.541,0.0,37.9505211,−122.0220781,28846.0,5205.919509113878
94519,"11,747,865",0,4.536,0.0,37.9888044,−122.0127643,20317.0,4479.056437389771
94520,"25,568,241","83,710",9.872,0.032,37.9930277,−122.0352507,38709.0,3921.089951377634
94521,"25,078,321",0,9.683,0.0,37.9529096,−121.9696955,42891.0,4429.515645977486
94523,"18,662,512","3,158",7.206,0.001,37.9541635,−122.0757723,34929.0,4847.210657785179
94525,"6,351,658",0,2.452,0.0,38.0480726,−122.2292077,3231.0,1317.699836867863
94526,"34,111,007",0,13.17,0.0,37.8147341,−121.9845253,33738.0,2561.7312072892937
94528,"2,988,720",0,1.154,0.0,37.8414766,−121.9581536,804.0,696.7071057192375
94530,"11,215,508",0,4.33,0.0,37.9207416,−122.3006348,25925.0,5987.29792147806
94531,"36,331,690",0,14.028,0.0,37.9566481,−121.7777900,42163.0,3005.631593954947
94533,"58,341,730","351,351",22.526,0.136,38.2807448,−122.0063799,78695.0,3493.5186007280477
94534,"200,735,541","3,356,825",77.504,1.296,38.241946,−122.1182724,38471.0,496.3743806771263
94535,"24,870,031","186,948",9.602,0.072,38.2709367,−121.9370172,3407.0,354.82191210164547
94536,"36,459,300","11,692",14.077,0.005,37.5705083,−121.9812503,74544.0,5295.446472970093
94538,"42,843,746","253,509",16.542,0.098,37.5013676,−121.9567530,67283.0,4067.4041832910166
94539,"64,943,552",0,25.075,0.0,37.5162924,−121.9118907,55006.0,2193.6590229312064
94541,"19,311,840","61,592",7.456,0.024,37.6737571,−122.0878233,66182.0,8876.341201716737
94542,"22,406,430",0,8.651,0.0,37.6553201,−122.0258263,15149.0,1751.127037336724
94544,"28,365,190",0,10.952,0.0,37.6335073,−122.0567723,78333.0,7152.392257121987
94545,"37,502,645","4,307,855",14.48,1.663,37.6297614,−122.1242376,32552.0,2248.0662983425414
94546,"41,329,606","3,969,840",15.957,1.533,37.7453986,−122.1031272,45085.0,2825.4057780284516
94547,"14,686,209","6,908",5.67,0.003,38.0065856,−122.2571600,26090.0,4601.410934744268
94548,"5,984,491","220,815",2.311,0.085,37.9742947,−121.6514409,248.0,107.31285157940286
94549,"51,399,963","431,202",19.846,0.166,37.9011371,−122.1190811,29344.0,1478.5851053108938
94550,"704,413,954","5,055,331",271.976,1.952,37.5199829,−121.5755948,52617.0,193.46192311086273
94551,"214,285,828","880,066",82.736,0.34,37.7505118,−121.7492486,48151.0,581.9836588667569
94552,"134,161,786","54,101",51.8,0.021,37.7057782,−122.0075852,15220.0,293.82239382239385
94553,"159,631,940","8,464,682",61.634,3.268,37.9782987,−122.1571085,49801.0,808.0118116623942
94555,"35,885,289","8,136",13.855,0.003,37.5475942,−122.0982196,38017.0,2743.919162757127
94556,"49,932,049","247,152",19.279,0.095,37.8319712,−122.1059224,15776.0,818.2997043415115
94558,"1,040,476,310","79,609,485",401.73,30.737,38.3891354,−122.1884120,66854.0,166.4152540263361
94559,"107,775,315","1,716,630",41.612,0.663,38.251125,−122.2960891,27564.0,662.4050754590022
94560,"51,997,358","117,972",20.076,0.046,37.5042533,−122.0319104,48148.0,2398.2865112572226
94561,"44,908,500","1,142,486",17.339,0.441,37.9934851,−121.6912187,43031.0,2481.7463521541035
94563,"53,153,914","76,562",20.523,0.03,37.8738672,−122.2053117,19351.0,942.8933391804318
94564,"17,688,008","11,462",6.829,0.004,37.9905553,−122.2724989,19201.0,2811.6854590716066
94565,"117,307,736","4,916,888",45.293,1.898,38.008595,−121.9283149,97249.0,2147.1088247632083
94566,"52,631,419","1,316,596",20.321,0.508,37.6487308,−121.8480239,45050.0,2216.9184587372665
94567,"188,087,744","6,083,646",72.621,2.349,38.6670182,−122.4070119,869.0,11.966235661860894
94568,"42,720,489",0,16.494,0.0,37.7159657,−121.9011406,57395.0,3479.7502121983753
94569,"3,330,135",0,1.286,0.0,38.0440915,−122.1919429,242.0,188.18040435458786
94571,"282,561,819","34,700,517",109.098,13.398,38.1520707,−121.7597729,10330.0,94.68551210837963
94572,"23,767,563",0,9.177,0.0,38.0238582,−122.2327881,9997.0,1089.3538193309362
94573,"3,979,207","10,389",1.536,0.004,38.458864,−122.4288313,70.0,45.572916666666664
94574,"321,935,749","5,070,806",124.3,1.958,38.5424475,−122.4199230,8527.0,68.60016090104585
94575,"416,901","22,901",0.161,0.009,37.8409608,−122.1095020,1176.0,7304.347826086956
94576,"735,740",0,0.284,0.0,38.549256,−122.4757997,123.0,433.0985915492958
94577,"21,018,149","1,843,213",8.115,0.712,37.7166592,−122.1692742,48520.0,5979.0511398644485
94578,"11,806,793",0,4.559,0.0,37.7067648,−122.1255650,42468.0,9315.200701908312
94579,"8,100,531",0,3.128,0.0,37.6865005,−122.1572145,21541.0,6886.508951406649
94580,"8,604,835",0,3.322,0.0,37.6780011,−122.1333673,29661.0,8928.657435279953
94582,"34,735,230","41,682",13.411,0.016,37.7653469,−121.9154316,44721.0,3334.650659906047
94583,"55,001,056","51,965",21.236,0.02,37.7716927,−121.9898294,38527.0,1814.2305518930118
94585,"275,032,304","20,893,298",106.191,8.067,38.1918321,−121.9382694,29351.0,276.39818817037224
94586,"144,330,278","2,825,268",55.726,1.091,37.5671254,−121.8522460,817.0,14.66101999066863
94587,"50,844,434","2,902,181",19.631,1.121,37.5900083,−122.0751870,75067.0,3823.900972950945
94588,"84,795,806","1,026,771",32.74,0.396,37.7926484,−121.8628073,36324.0,1109.4685400122173
94589,"14,671,849","329,661",5.665,0.127,38.1414668,−122.2468701,30206.0,5332.038834951456
94590,"16,996,901","5,672,850",6.563,2.19,38.0957888,−122.2496894,37378.0,5695.261313423739
94591,"54,641,326","141,687",21.097,0.055,38.1271913,−122.1968550,56333.0,2670.1900744181635
94592,"20,746,448","693,234",8.01,0.268,38.090998,−122.2854178,1038.0,129.5880149812734
94595,"13,515,581",0,5.218,0.0,37.8720872,−122.0689708,17730.0,3397.853583748563
94596,"15,701,634",0,6.062,0.0,37.8890094,−122.0367782,22247.0,3669.9109204882875
94597,"10,496,734",0,4.053,0.0,37.9176973,−122.0718180,23263.0,5739.698988403652
94598,"53,389,836","31,195",20.614,0.012,37.9169161,−122.0149174,26666.0,1293.586882701077
94599,"20,561,377","17,051",7.939,0.007,38.3994834,−122.3802382,3070.0,386.69857664693285
94601,"8,285,984","245,032",3.199,0.095,37.7757598,−122.2185723,53104.0,16600.187558612066
94602,"9,421,092",0,3.638,0.0,37.8052351,−122.2042292,29593.0,8134.414513468939
94603,"6,988,064",0,2.698,0.0,37.7392664,−122.1755480,35486.0,13152.705707931802
94605,"22,868,769","145,283",8.83,0.056,37.7614085,−122.1501983,43167.0,4888.674971687429
94606,"6,024,502","603,235",2.326,0.233,37.791366,−122.2445132,37640.0,16182.287188306105
94607,"15,341,889","4,899,389",5.924,1.892,37.8088415,−122.3046971,25723.0,4342.167454422687
94608,"7,126,850","2,087,491",2.752,0.806,37.8368441,−122.2891434,31572.0,11472.383720930233
94609,"4,313,162",0,1.665,0.0,37.8348158,−122.2641948,23729.0,14251.651651651651
94610,"5,416,589",0,2.091,0.0,37.8123293,−122.2403771,31553.0,15089.90913438546
94611,"18,906,610","5,141",7.3,0.002,37.8319168,−122.2157928,39042.0,5348.219178082192
94612,"2,481,827","602,434",0.958,0.233,37.8077089,−122.2668574,16203.0,16913.361169102296
94613,"634,710",0,0.245,0.0,37.7807203,−122.1830290,868.0,3542.857142857143
94618,"6,274,312","37,495",2.423,0.014,37.844821,−122.2385523,17110.0,7061.494015683037
94619,"21,615,279",0,8.346,0.0,37.7926122,−122.1600844,24833.0,2975.4373352504194
94621,"22,050,269","4,656,859",8.514,1.798,37.7511299,−122.2101780,33820.0,3972.280949025135
94702,"3,320,290",0,1.282,0.0,37.8663209,−122.2863481,17000.0,13260.530421216848
94703,"3,335,070",0,1.288,0.0,37.8637146,−122.2756841,21942.0,17035.714285714286
94704,"2,203,048",0,0.851,0.0,37.8664171,−122.2609222,29509.0,34675.67567567567
94705,"8,757,325",0,3.381,0.0,37.8652048,−122.2383838,13612.0,4026.027802425318
94706,"3,792,610",0,1.464,0.0,37.8896978,−122.2958583,21404.0,14620.218579234974
94707,"4,563,750",0,1.762,0.0,37.8983602,−122.2790897,11887.0,6746.311010215664
94708,"8,625,006","31,248",3.33,0.012,37.9030665,−122.2619400,11899.0,3573.2732732732734
94709,"1,749,787",0,0.676,0.0,37.8782913,−122.2662521,12411.0,18359.4674556213
94710,"5,594,277","5,864,364",2.16,2.264,37.8639233,−122.3064650,8123.0,3760.648148148148
94720,"1,824,691",0,0.705,0.0,37.8719571,−122.2521978,2829.0,4012.765957446809
94801,"29,795,763","19,508,998",11.504,7.532,37.9492451,−122.3971976,31443.0,2733.2232267037552
94803,"33,201,151",0,12.819,0.0,37.9568399,−122.2823581,26062.0,2033.0759029565488
94804,"16,816,780","7,263,599",6.493,2.804,37.9154627,−122.3378152,41440.0,6382.257816109656
94805,"4,830,983",0,1.865,0.0,37.9422094,−122.3235455,14292.0,7663.270777479893
94806,"20,336,072","58,751",7.852,0.023,37.978427,−122.3364179,63603.0,8100.229240957718
94901,"33,934,601","8,746,348",13.102,3.377,37.980709,−122.5006058,41235.0,3147.2294306212793
94903,"51,501,250","1,758,406",19.885,0.679,38.0221295,−122.5588100,30198.0,1518.6321347749558
94904,"12,812,393","261,283",4.947,0.101,37.9472249,−122.5517753,13319.0,2692.3387911865775
94920,"16,861,374","14,740,716",6.51,5.691,37.8867683,−122.4626194,12592.0,1934.2549923195086
94922,"11,289,193",0,4.359,0.0,38.3568061,−122.9509450,726.0,166.55196145905023
94923,"50,049,962","9,150,469",19.324,3.533,38.3394148,−123.0345254,1185.0,61.322707513972254
94924,"71,101,913","200,459",27.453,0.077,37.9669044,−122.7388158,1273.0,46.37015990966379
94925,"8,317,389","2,557,536",3.211,0.987,37.9318458,−122.5077378,9793.0,3049.8287137963252
94928,"20,061,820",0,7.746,0.0,38.3459304,−122.6935071,43908.0,5668.47405112316
94929,"2,447,898",0,0.945,0.0,38.2545284,−122.9623709,309.0,326.984126984127
94930,"36,879,087","1,139,888",14.239,0.44,37.9697928,−122.6153300,8794.0,617.5995505302338
94931,"20,034,044","29,015",7.735,0.011,38.3251717,−122.7169769,9097.0,1176.0827407886231
94933,"8,316,329",0,3.211,0.0,38.0175021,−122.6881480,880.0,274.05792587978823
94937,"145,597,771","22,993,464",56.216,8.878,38.1164824,−122.9303530,920.0,16.36544755941369
94938,"24,559,489",0,9.482,0.0,38.0302365,−122.7295132,967.0,101.98270407087114
94939,"6,111,941","481,836",2.36,0.186,37.9382519,−122.5359478,6910.0,2927.9661016949153
94940,"67,868,924","12,173,701",26.204,4.7,38.2039708,−122.8914816,244.0,9.3115554877118
94941,"97,667,531","3,505,251",37.71,1.353,37.9247747,−122.6001828,32707.0,867.3296207902413
94945,"59,698,882","1,994,092",23.05,0.77,38.1226869,−122.5531417,18084.0,784.5553145336225
94946,"96,404,415","3,550,606",37.222,1.371,38.0747338,−122.6952645,723.0,19.4239965611735
94947,"56,812,613","513,110",21.935,0.198,38.1061995,−122.6249851,25809.0,1176.612719398222
94949,"34,691,178","3,656,095",13.394,1.412,38.0600944,−122.5064097,17942.0,1339.5550246378975
94950,"12,549,277",0,4.845,0.0,38.0211609,−122.7617342,118.0,24.355005159958722
94951,"33,293,510",0,12.855,0.0,38.3225483,−122.6448942,3672.0,285.64760793465575
94952,"514,155,592","6,514,158",198.517,2.515,38.2345532,−122.7603848,35198.0,177.30471445770388
94954,"161,048,459","1,715,713",62.181,0.662,38.2350095,−122.5573694,39018.0,627.4907125970956
94956,"89,894,897","1,130,139",34.709,0.436,38.0214541,−122.8181700,1181.0,34.02575700826875
94957,"3,678,816",0,1.42,0.0,37.9634213,−122.5618079,1185.0,834.5070422535211
94960,"15,227,188",0,5.879,0.0,37.9970232,−122.5783384,16199.0,2755.400578329648
94963,"4,135,301",0,1.597,0.0,38.00761,−122.6647483,195.0,122.10394489668128
94964,"1,182,222","930,546",0.456,0.359,37.9405953,−122.4907119,2959.0,6489.035087719298
94965,"37,756,606","3,661,886",14.578,1.414,37.8373471,−122.5274824,11438.0,784.6069419673481
94970,"18,726,039","4,092,682",7.23,1.58,37.9258817,−122.6598334,653.0,90.31811894882433
94971,"57,422,976","4,644,645",22.171,1.793,38.2330285,−122.8969589,197.0,8.88548103378287
94972,"11,813,394",0,4.561,0.0,38.3366418,−122.9393071,227.0,49.769787327340495
94973,"10,231,785",0,3.951,0.0,38.0125906,−122.6394000,1515.0,383.44722854973423
95002,"24,808,473","291,946",9.579,0.113,37.4386721,−122.0115824,2251.0,234.9932143229982
95003,"83,980,570","3,151",32.425,0.001,37.0067,−121.8782065,25230.0,778.1033153430996
95004,"56,869,056","47,062",21.957,0.018,36.8747551,−121.6307316,4295.0,195.6096005829576
95005,"30,590,404",0,11.811,0.0,37.0983626,−122.0892953,7731.0,654.5593091186182
95006,"142,887,682","12,723",55.169,0.005,37.171267,−122.1495236,9457.0,171.4187315340137
95007,"4,107,423",0,1.586,0.0,37.1101249,−122.1143447,395.0,249.05422446406052
95008,"16,739,965","65,665",6.463,0.025,37.2791725,−121.9555653,47886.0,7409.252669039146
