Zipcode,Population,Per Capita Income,Poverty Count,Poverty Rate,Insurance coverage status,Coverage Rate
92064,48783.0,58394.0,2860.0,5.862698071049341,48179.0,98.76186376401616
92065,36836.0,48711.0,1735.0,4.710066239548268,36348.0,98.67520903464002
92066,319.0,30580.0,70.0,21.9435736677116,319.0,100.0
92067,9186.0,118046.0,870.0,9.470934030045722,9186.0,100.0
92069,46648.0,36651.0,5253.0,11.260932944606415,46443.0,99.56053850111473
92070,761.0,38841.0,100.0,13.140604467805518,761.0,100.0
92071,59795.0,42806.0,4909.0,8.209716531482565,57887.0,96.80909775064805
92075,12072.0,84262.0,617.0,5.1110006626905236,12063.0,99.92544731610337
92078,53019.0,48866.0,4116.0,7.763254682283709,52796.0,99.5793960655614
92081,29475.0,45274.0,3143.0,10.663273960983885,28583.0,96.97370653095844
92082,20678.0,44238.0,2130.0,10.300802785569203,20600.0,99.62278750362704
92083,37864.0,33384.0,4446.0,11.742024086203253,37261.0,98.40745827170927
92084,49971.0,37153.0,4595.0,9.195333293310119,49293.0,98.64321306357688
92086,1409.0,35887.0,202.0,14.336408800567778,1341.0,95.17388218594748
92091,1288.0,100258.0,146.0,11.335403726708075,1288.0,100.0
92101,46025.0,75087.0,7084.0,15.391634980988593,41294.0,89.72080391091798
92102,40051.0,33046.0,6589.0,16.4515243065092,38831.0,96.95388379815735
92103,34296.0,76380.0,2682.0,7.820153953813856,33234.0,96.90342897130861
92104,46613.0,53270.0,4528.0,9.714028275373822,45749.0,98.14643983438097
92105,72688.0,25940.0,16721.0,23.00379705040722,71604.0,98.50869469513538
92106,20483.0,69046.0,1392.0,6.795879509837426,18874.0,92.14470536542498
92107,29435.0,63467.0,2561.0,8.700526583998641,29018.0,98.5833191778495
92108,24201.0,61548.0,2420.0,9.999586793934135,22625.0,93.48787240196685
92109,44009.0,70975.0,3667.0,8.332386557295099,43212.0,98.18900679406485
92110,30773.0,49063.0,3890.0,12.640951483443278,29816.0,96.89013095895753
92111,47710.0,41316.0,5559.0,11.651645357367428,46891.0,98.28337874659401
92113,50983.0,22112.0,11056.0,21.68565992585764,50497.0,99.04674107055293
92114,66487.0,29365.0,8144.0,12.249011084873734,65622.0,98.69899378825936
92115,61456.0,33405.0,12697.0,20.660309815152303,60267.0,98.06528247852121
92116,31836.0,64476.0,2807.0,8.817062445030782,31478.0,98.87548687020983
92117,54499.0,49119.0,5131.0,9.414851648654103,53997.0,99.07888218132443
92118,17602.0,75473.0,900.0,5.113055334621066,14634.0,83.13827974093853
92119,24419.0,52307.0,1562.0,6.396658339817355,24151.0,98.90249395962161
92120,30241.0,56454.0,2521.0,8.336364538209715,29926.0,98.9583677788433
92121,4150.0,64295.0,747.0,18.0,4130.0,99.51807228915662
92122,45988.0,55419.0,9927.0,21.586065930242672,45788.0,99.56510394015831
92123,32951.0,49108.0,3275.0,9.93900033382902,31121.0,94.4462990501047
92124,31121.0,47763.0,1944.0,6.2465859066225375,28839.0,92.66733074130009
92126,78111.0,45634.0,6058.0,7.755629808861748,77028.0,98.6135115412682
92127,51107.0,70147.0,1482.0,2.8997984620502084,50528.0,98.86708278709375
92128,49273.0,63903.0,2320.0,4.708461023278469,48569.0,98.5712256205224
92129,52495.0,61658.0,3218.0,6.1301076292980285,52149.0,99.34088960853414
92130,57363.0,90363.0,2570.0,4.480239875878179,57268.0,99.83438802015236
92131,35227.0,75852.0,1155.0,3.2787350611746673,34889.0,99.04050870071252
92132,0.0,-666666666.0,0.0,,0.0,
92134,241.0,27486.0,0.0,0.0,0.0,0.0
92135,1095.0,25238.0,0.0,0.0,0.0,0.0
92139,34930.0,31250.0,2894.0,8.28514171199542,33920.0,97.10850271972517
92140,2807.0,19835.0,0.0,0.0,0.0,0.0
92145,2810.0,23297.0,0.0,0.0,0.0,0.0
92147,180.0,24228.0,0.0,0.0,0.0,0.0
92154,83758.0,29811.0,8119.0,9.693402421261252,79308.0,94.68707466749444
92155,196.0,46781.0,0.0,0.0,0.0,0.0
92173,28609.0,22550.0,4656.0,16.274598902443287,28585.0,99.91611031493586
92201,64325.0,30636.0,9837.0,15.292654488923436,63706.0,99.0376991838321
92203,33558.0,41965.0,2658.0,7.920615054532451,33554.0,99.98808033851839
92210,4832.0,127143.0,229.0,4.739238410596027,4830.0,99.95860927152317
92211,26741.0,60827.0,2527.0,9.449908380389664,26618.0,99.54003216035302
92220,32797.0,29133.0,5872.0,17.904076592371254,31844.0,97.0942464249779
92222,0.0,-666666666.0,0.0,,0.0,
92223,61686.0,36408.0,5068.0,8.21580261323477,61362.0,99.47475926466296
92225,21189.0,19270.0,3507.0,16.55104063429138,15391.0,72.63674548114588
92227,27540.0,25191.0,6341.0,23.02469135802469,27415.0,99.54611474219317
92230,2039.0,34921.0,299.0,14.664051005394802,2037.0,99.90191270230505
92231,38674.0,19728.0,8706.0,22.511247866783886,38607.0,99.82675699436314
92233,6871.0,9810.0,969.0,14.102750691311309,3637.0,52.932615339834086
92234,51964.0,34807.0,8978.0,17.27734585482257,51873.0,99.82487876222
92236,42506.0,24017.0,4710.0,11.080788594551358,42506.0,100.0
92239,296.0,26745.0,48.0,16.216216216216218,296.0,100.0
92240,40755.0,24005.0,8052.0,19.757085020242915,40744.0,99.97300944669365
92241,8232.0,27447.0,1417.0,17.213313896987366,8229.0,99.96355685131195
92242,1230.0,31229.0,184.0,14.959349593495935,1230.0,100.0
92243,49193.0,22059.0,10365.0,21.070070945053157,48152.0,97.88384526253735
92249,7910.0,18245.0,1268.0,16.030341340075854,7910.0,100.0
92250,8033.0,23939.0,1592.0,19.818249719905392,8033.0,100.0
92251,27050.0,23065.0,2998.0,11.083179297597043,23636.0,87.37892791127541
92252,7911.0,36220.0,1618.0,20.45253444570851,7699.0,97.32018708127923
92253,37898.0,58592.0,3601.0,9.501820676552853,37852.0,99.87862156314317
92254,9362.0,19175.0,1614.0,17.239906002990814,9362.0,100.0
92256,3387.0,29393.0,871.0,25.71597283731916,3387.0,100.0
92257,1186.0,9754.0,611.0,51.5177065767285,1174.0,98.98819561551433
92258,547.0,21464.0,243.0,44.424131627056674,545.0,99.6343692870201
92259,225.0,19988.0,68.0,30.22222222222222,225.0,100.0
92260,31039.0,53121.0,4674.0,15.058474821998132,30831.0,99.32987531814814
92262,25856.0,56646.0,4196.0,16.228341584158414,25588.0,98.9634900990099
92264,20229.0,67255.0,2171.0,10.732117257402738,20157.0,99.64407533738692
92266,170.0,19492.0,22.0,12.941176470588236,170.0,100.0
92267,0.0,-666666666.0,0.0,,0.0,
92268,405.0,47221.0,116.0,28.641975308641975,405.0,100.0
92270,17257.0,86546.0,1878.0,10.882540418380946,17060.0,98.85843425856174
92273,1631.0,16381.0,390.0,23.911710606989576,1631.0,100.0
92274,15917.0,17967.0,3487.0,21.907394609536972,15917.0,100.0
92275,1406.0,17230.0,372.0,26.458036984352773,1406.0,100.0
92276,8242.0,27813.0,1080.0,13.103615627274934,8241.0,99.98786702256734
92277,27370.0,26651.0,4883.0,17.8407014979905,23566.0,86.10157106320789
92278,3574.0,23043.0,0.0,0.0,0.0,0.0
92280,0.0,-666666666.0,0.0,,0.0,
92281,2238.0,15202.0,950.0,42.44861483467382,2238.0,100.0
92282,1361.0,24152.0,275.0,20.20573108008817,1360.0,99.92652461425422
92283,1967.0,16137.0,805.0,40.92526690391459,1967.0,100.0
92284,25741.0,31965.0,5250.0,20.39547803115652,25447.0,98.85785323025523
92285,2726.0,22603.0,436.0,15.99413059427733,2326.0,85.32648569332355
92301,38565.0,17837.0,6560.0,17.010242447815376,36276.0,94.06456631660832
92304,0.0,-666666666.0,0.0,,0.0,
92305,500.0,45952.0,72.0,14.4,500.0,100.0
92307,40534.0,31315.0,5837.0,14.40025657472739,40316.0,99.46217989835694
92308,43191.0,27245.0,7930.0,18.360306545345097,42982.0,99.51610289180617
92309,561.0,20830.0,167.0,29.768270944741534,561.0,100.0
92310,8967.0,26142.0,865.0,9.646481543437046,4978.0,55.51466488234638
92311,34226.0,26459.0,7215.0,21.08046514345819,33793.0,98.73487991585344
92313,13104.0,38286.0,965.0,7.364163614163614,13046.0,99.55738705738706
92314,10658.0,35315.0,1551.0,14.552448864702571,10658.0,100.0
92315,5228.0,46280.0,699.0,13.370313695485846,5198.0,99.42616679418515
92316,30656.0,23593.0,4252.0,13.870041753653444,30629.0,99.91192588726514
92320,10366.0,34901.0,783.0,7.5535404206058265,10347.0,99.81670846999808
92321,784.0,58998.0,192.0,24.489795918367346,784.0,100.0
92322,746.0,51406.0,80.0,10.723860589812332,746.0,100.0
92324,57593.0,25250.0,8703.0,15.111211431944854,57299.0,99.48952129599083
92325,8449.0,37258.0,942.0,11.149248431767074,8432.0,99.79879275653923
92327,633.0,13335.0,396.0,62.55924170616114,633.0,100.0
92328,1022.0,43653.0,171.0,16.731898238747554,1022.0,100.0
92332,177.0,57941.0,15.0,8.474576271186441,177.0,100.0
92333,429.0,53585.0,14.0,3.2634032634032635,429.0,100.0
92335,96704.0,22080.0,15574.0,16.104814692256785,96476.0,99.76422898742554
92336,100571.0,36584.0,7491.0,7.448469240635968,100265.0,99.6957373397898
92337,37292.0,29503.0,3182.0,8.532661160570632,37278.0,99.96245843612571
92338,0.0,-666666666.0,0.0,,0.0,
92339,1064.0,32976.0,143.0,13.43984962406015,1064.0,100.0
92341,331.0,40673.0,44.0,13.293051359516616,331.0,100.0
92342,6317.0,40325.0,349.0,5.524774418236505,6317.0,100.0
92344,20448.0,36846.0,1911.0,9.345657276995306,20389.0,99.71146322378716
92345,87476.0,23378.0,16607.0,18.984635785815538,87357.0,99.86396268690841
92346,60025.0,35574.0,8003.0,13.33277800916285,59704.0,99.46522282382341
92347,601.0,20602.0,238.0,39.60066555740433,601.0,100.0
92352,6147.0,57495.0,612.0,9.956076134699854,6127.0,99.67463803481373
92354,23054.0,37311.0,3265.0,14.162401318643186,22782.0,98.82016136028454
92356,7048.0,22336.0,2443.0,34.66231555051078,7048.0,100.0
92358,762.0,35449.0,96.0,12.598425196850394,762.0,100.0
92359,9758.0,31381.0,1127.0,11.549497847919655,9705.0,99.45685591309694
92363,5447.0,27906.0,1538.0,28.235726087754728,5440.0,99.8714888929686
92364,12.0,,6.0,50.0,12.0,100.0
92365,2393.0,26016.0,442.0,18.47053907229419,2393.0,100.0
92368,1018.0,22474.0,202.0,19.842829076620824,1018.0,100.0
92371,21265.0,24458.0,3335.0,15.683047260757112,21231.0,99.84011286150952
92372,5208.0,39691.0,810.0,15.55299539170507,5208.0,100.0
92373,33946.0,55983.0,2296.0,6.763683497319271,33386.0,98.3503210982148
92374,44976.0,37714.0,4382.0,9.742974030594095,44834.0,99.68427605834222
92376,85727.0,23534.0,12101.0,14.115739498641036,85482.0,99.71420905898958
92377,20935.0,32463.0,1987.0,9.491282541198949,20787.0,99.29304991640792
92378,437.0,26660.0,35.0,8.009153318077804,437.0,100.0
92382,4884.0,37013.0,339.0,6.941031941031941,4861.0,99.52907452907453
92384,23.0,95117.0,0.0,0.0,23.0,100.0
92385,167.0,66024.0,31.0,18.562874251497007,167.0,100.0
92386,2064.0,28330.0,586.0,28.391472868217054,2064.0,100.0
92389,187.0,26498.0,61.0,32.62032085561497,187.0,100.0
92391,2177.0,26203.0,492.0,22.599908130454754,2139.0,98.25447864033073
92392,61859.0,25230.0,10418.0,16.841526697812768,61730.0,99.79146122633732
92394,39939.0,27724.0,6306.0,15.789078344475325,36197.0,90.6307118355492
92395,48479.0,24732.0,9776.0,20.16543245528992,48236.0,99.49875203696446
92397,5059.0,50906.0,718.0,14.19252816762206,5059.0,100.0
92398,1394.0,32796.0,158.0,11.33428981348637,1394.0,100.0
92399,55236.0,37347.0,4677.0,8.467303932218119,54780.0,99.17445144470997
92401,2060.0,21601.0,623.0,30.24271844660194,2060.0,100.0
92404,64090.0,24010.0,11921.0,18.600405679513184,63376.0,98.88594164456234
92405,31550.0,20956.0,6871.0,21.778129952456418,31550.0,100.0
92407,67207.0,28379.0,8982.0,13.364679274480336,65373.0,97.2711175919175
92408,12478.0,22988.0,2588.0,20.740503285782978,12162.0,97.46754287546081
92410,48398.0,18588.0,10865.0,22.449274763419975,46991.0,97.09285507665606
92411,26915.0,18585.0,6968.0,25.888909530001857,26776.0,99.48355935352035
92501,22136.0,30062.0,2532.0,11.438380917961691,21480.0,97.03650162631008
92503,88617.0,32344.0,10151.0,11.454912714264758,88033.0,99.34098423553043
92504,57636.0,30175.0,6288.0,10.90984801165938,57341.0,99.48816711777361
92505,52696.0,27887.0,5843.0,11.088128131167451,52433.0,99.50091088507666
92506,44344.0,48991.0,4171.0,9.406007577124301,43963.0,99.1408082265921
92507,60949.0,25864.0,10055.0,16.49739946512658,60798.0,99.75225188272162
92508,36500.0,44856.0,1699.0,4.654794520547945,36443.0,99.84383561643835
92509,80325.0,27806.0,8519.0,10.60566448801743,79695.0,99.2156862745098
92518,1132.0,37401.0,281.0,24.823321554770317,1076.0,95.0530035335689
92530,58249.0,28584.0,6862.0,11.780459750381981,58129.0,99.79398787962025
92532,27454.0,40014.0,2190.0,7.976979675092883,27333.0,99.55926276680994
92536,2569.0,36258.0,376.0,14.636045153756326,2569.0,100.0
92539,3760.0,29750.0,315.0,8.377659574468085,3760.0,100.0
92543,38403.0,22601.0,9748.0,25.383433585917768,38086.0,99.17454365544359
92544,51567.0,27486.0,8831.0,17.125293307735568,51162.0,99.21461399732387
92545,45219.0,28515.0,4773.0,10.555297551914018,44926.0,99.35204228311107
92548,7110.0,22637.0,960.0,13.50210970464135,7102.0,99.88748241912799
92549,3535.0,50581.0,387.0,10.947666195190948,3513.0,99.37765205091938
92551,36326.0,24526.0,4326.0,11.908825634531741,36261.0,99.82106480207014
92553,73945.0,21663.0,12497.0,16.900398945161946,73810.0,99.81743187504226
92555,44923.0,34303.0,3564.0,7.933575228724707,44811.0,99.75068450459675
92557,54936.0,29558.0,6481.0,11.797364205621086,54817.0,99.78338430173292
92561,1622.0,61054.0,242.0,14.919852034525277,1622.0,100.0
92562,64155.0,43822.0,4381.0,6.828774062816616,63602.0,99.1380250954719
92563,78139.0,38537.0,4066.0,5.203547524283648,76378.0,97.74632385876451
92567,10721.0,33728.0,1214.0,11.323570562447532,10721.0,100.0
92570,58275.0,25190.0,8141.0,13.96996996996997,58240.0,99.93993993993993
92571,59896.0,23161.0,7342.0,12.257913717109657,59667.0,99.61767062909043
92582,21961.0,27643.0,3012.0,13.715222439779609,21820.0,99.35795273439278
92583,33781.0,23653.0,6492.0,19.217903555252953,33662.0,99.64773097303218
92584,54663.0,38655.0,3246.0,5.938203172163987,54219.0,99.18775039789254
92585,27083.0,33339.0,2904.0,10.722593508843186,27024.0,99.78215116493742
92586,20152.0,32361.0,1938.0,9.616911472806668,20047.0,99.47895990472409
92587,18926.0,44387.0,2708.0,14.30835887139385,18898.0,99.85205537356018
92590,5212.0,61226.0,916.0,17.574827321565618,5184.0,99.46277820414429
92591,41047.0,41085.0,3341.0,8.139449898896387,40669.0,99.07910444125028
92592,81636.0,47386.0,5145.0,6.302366602969278,80625.0,98.76157577539321
92595,34698.0,35337.0,3325.0,9.582684880972966,34510.0,99.45818202778258
92596,35726.0,36570.0,2707.0,7.5771147063763085,35480.0,99.31142585232044
92602,26663.0,59912.0,1848.0,6.93095300603833,26663.0,100.0
92603,19329.0,87621.0,1267.0,6.554917481504475,19313.0,99.91722282580578
92604,29080.0,53861.0,2869.0,9.865887207702889,29013.0,99.76960110041266
92606,24431.0,56945.0,2961.0,12.119847734435758,24267.0,99.32872170602923
92610,13107.0,64731.0,240.0,1.8310826276035705,13054.0,99.59563591973755
92612,34868.0,50906.0,8874.0,25.450269588161063,34809.0,99.83079040954456
92614,29544.0,55645.0,4743.0,16.054021121039806,29438.0,99.64121310587598
92617,20432.0,32905.0,3408.0,16.67971808927173,20432.0,100.0
92618,59386.0,67472.0,5012.0,8.439699592496549,58966.0,99.29276260398073
92620,61110.0,61034.0,5723.0,9.365079365079366,61100.0,99.9836360661103
92624,6881.0,69441.0,186.0,2.703095480308095,6733.0,97.84914983287312
92625,12546.0,119325.0,1046.0,8.33731866730432,12546.0,100.0
92626,50198.0,54482.0,4438.0,8.84098968086378,50109.0,99.82270209968524
92627,62181.0,53579.0,6069.0,9.760216143194867,61896.0,99.54166063588556
92629,26144.0,76309.0,1869.0,7.148867809057528,26078.0,99.74755201958385
92630,66240.0,54227.0,5554.0,8.384661835748792,66041.0,99.699577294686
92637,17452.0,52877.0,1854.0,10.6234242493697,17405.0,99.73068989227596
92646,56033.0,60710.0,3350.0,5.978619741937787,55988.0,99.91969018257099
92647,60114.0,46908.0,5763.0,9.58678510829424,59915.0,99.66896230495392
92648,45667.0,72461.0,2955.0,6.470755687914687,45436.0,99.49416427617317
92649,35206.0,68098.0,2200.0,6.248934840652161,35193.0,99.9630744759416
92651,23981.0,112150.0,1263.0,5.266669446645261,23981.0,100.0
92653,29923.0,65389.0,2512.0,8.394880192494067,29661.0,99.12441934298032
92655,8040.0,28277.0,1433.0,17.823383084577113,7989.0,99.36567164179104
92656,53143.0,59608.0,2583.0,4.860470805186008,53063.0,99.84946277026137
92657,9169.0,114211.0,556.0,6.063911004471589,9169.0,100.0
92660,35926.0,109850.0,2842.0,7.910705338751879,35920.0,99.98329900350721
92661,3300.0,129328.0,289.0,8.757575757575758,3300.0,100.0
92662,2346.0,125203.0,7.0,0.29838022165387895,2346.0,100.0
92663,21886.0,100645.0,2001.0,9.142831033537421,21643.0,98.88970117883578
92672,38020.0,63039.0,2771.0,7.288269331930563,36174.0,95.14466070489216
92673,30633.0,70933.0,1363.0,4.449449939607613,30452.0,99.40913394052166
92675,35099.0,55855.0,3175.0,9.045841761873557,34934.0,99.52990113678452
92676,1952.0,65091.0,183.0,9.375,1952.0,100.0
92677,64259.0,74600.0,4749.0,7.390404456963227,64076.0,99.71521498934001
92678,630.0,51099.0,94.0,14.920634920634921,588.0,93.33333333333333
92679,30971.0,88232.0,1077.0,3.4774466436343676,30960.0,99.96448290336122
92683,90630.0,33825.0,14164.0,15.628379123910404,90373.0,99.71642943837581
92688,44444.0,58140.0,2188.0,4.923049230492305,44444.0,100.0
92691,48073.0,55223.0,2485.0,5.169221808499573,47633.0,99.0847253135856
92692,45977.0,64120.0,2254.0,4.902451225612807,45914.0,99.86297496574375
92694,35074.0,71860.0,935.0,2.6657923247989963,34972.0,99.70918629184011
92701,49462.0,22771.0,7870.0,15.91120456107719,49391.0,99.85645546075776
92703,61593.0,22591.0,7246.0,11.76432386797201,60014.0,97.4363969931648
92704,80767.0,29043.0,8311.0,10.290093726398158,80687.0,99.90094964527592
92705,46854.0,59789.0,4073.0,8.692961113245401,46539.0,99.32769880906646
92706,36548.0,33141.0,4260.0,11.655904563861224,36337.0,99.42267702747073
92707,59712.0,27715.0,5229.0,8.757033762057878,59399.0,99.47581725616291
92708,56754.0,46609.0,3940.0,6.942241956514079,56582.0,99.69693766078161
92780,54945.0,37696.0,5726.0,10.42133042133042,54796.0,99.72881972881973
92782,29838.0,67744.0,1982.0,6.642536363027013,29818.0,99.93297137877875
92801,64022.0,27390.0,9568.0,14.94486270344569,63629.0,99.38614851144919
92802,44316.0,28596.0,6052.0,13.656467190179619,44029.0,99.35237837349942
92804,84700.0,29907.0,12598.0,14.873671782762692,83763.0,98.89374262101535
92805,73310.0,29580.0,10893.0,14.858818715045697,73077.0,99.68217160005456
92806,40945.0,38448.0,3934.0,9.608010746122847,40937.0,99.98046159482232
92807,36117.0,57400.0,2267.0,6.276822548938173,36061.0,99.84494836226708
92808,21080.0,66163.0,663.0,3.1451612903225805,21080.0,100.0
92821,41604.0,48969.0,2780.0,6.682049802903567,41598.0,99.9855783097779
92823,5495.0,64494.0,376.0,6.842584167424932,5484.0,99.79981801637852
92831,36470.0,44332.0,6279.0,17.2168905950096,36286.0,99.49547573347957
92832,26040.0,35639.0,3916.0,15.038402457757297,25800.0,99.07834101382488
92833,52799.0,43376.0,5388.0,10.204738726112238,52751.0,99.90908918729521
92835,26687.0,64270.0,1427.0,5.347172780754675,26245.0,98.34376288080338
92840,53826.0,32629.0,5702.0,10.593393527291644,53620.0,99.61728532679375
92841,34188.0,28088.0,4986.0,14.584064584064585,34118.0,99.7952497952498
92843,47549.0,25947.0,6969.0,14.65645965214831,47194.0,99.2534017539801
92844,22622.0,29060.0,3464.0,15.31252762797277,22616.0,99.97347714614092
92845,15530.0,50930.0,630.0,4.056664520283323,15520.0,99.93560849967804
92860,25367.0,40363.0,1255.0,4.947372570662672,22861.0,90.12102337682816
92861,5814.0,96167.0,416.0,7.155142758857929,5814.0,100.0
92865,21140.0,47318.0,1514.0,7.161778618732261,21117.0,99.89120151371807
92866,14873.0,45159.0,1967.0,13.225307604383783,14829.0,99.70416190412156
92867,44216.0,49034.0,3971.0,8.980911887099692,44194.0,99.95024425547314
92868,27280.0,33931.0,2995.0,10.978739002932551,24173.0,88.61070381231671
92869,36429.0,57445.0,2145.0,5.888166021576216,36255.0,99.52235856048752
92870,53150.0,44587.0,4546.0,8.553151458137346,52862.0,99.45813734713076
92879,49111.0,32170.0,6072.0,12.363828877440898,48947.0,99.6660625929018
92880,74645.0,42629.0,4212.0,5.6427088217563135,74483.0,99.78297273762476
92881,31401.0,48497.0,1821.0,5.799178370115602,31329.0,99.77070793923761
92882,69472.0,35230.0,5084.0,7.318056195301704,69028.0,99.36089359742054
92883,37211.0,49700.0,2387.0,6.414769826126683,37211.0,100.0
92886,50437.0,60473.0,3490.0,6.919523365783056,50131.0,99.39330253583678
92887,20353.0,71421.0,790.0,3.8814916719893873,20341.0,99.94104063283054
93001,31751.0,44461.0,3961.0,12.475197631570659,31714.0,99.88346823722088
93003,53283.0,46159.0,4916.0,9.226207233076215,52163.0,97.89801625283862
93004,31151.0,47519.0,2143.0,6.879393919938365,31006.0,99.53452537639241
93010,47656.0,50075.0,3134.0,6.576296793688098,46094.0,96.7223434614739
93012,36145.0,59156.0,2497.0,6.90828606999585,35795.0,99.03167796375709
93013,16459.0,65969.0,953.0,5.790145209307977,16447.0,99.92709156084817
93015,18716.0,32016.0,1388.0,7.416114554391964,18606.0,99.41226757854243
93021,37980.0,53134.0,1539.0,4.052132701421801,37958.0,99.942074776198
93022,6422.0,43913.0,497.0,7.739022111491747,6403.0,99.70414201183432
93023,21279.0,54045.0,2041.0,9.591616147375346,21125.0,99.27628178015884
93030,58511.0,28210.0,6401.0,10.939823281092444,58321.0,99.67527473466528
93033,82517.0,21892.0,10295.0,12.476217021946992,82059.0,99.44496285613873
93035,26286.0,46836.0,1655.0,6.2961272160085215,26098.0,99.28479038271323
93036,46959.0,33392.0,5153.0,10.97340232969186,46627.0,99.29300027683725
93040,1838.0,30220.0,167.0,9.085963003264418,1838.0,100.0
93041,23108.0,29691.0,2836.0,12.27280595464774,21979.0,95.11424614852
93042,107.0,37566.0,0.0,0.0,0.0,0.0
93043,722.0,39418.0,0.0,0.0,0.0,0.0
93060,34337.0,29086.0,5353.0,15.58959722748056,34221.0,99.66217200104843
93063,57075.0,51112.0,4157.0,7.283399036355672,56797.0,99.51292159439335
93064,0.0,-666666666.0,0.0,,0.0,
93065,72086.0,51452.0,4854.0,6.733623727214716,72025.0,99.91537885303666
93066,2805.0,115218.0,174.0,6.2032085561497325,2805.0,100.0
93067,999.0,55988.0,90.0,9.00900900900901,999.0,100.0
93101,29870.0,45331.0,5014.0,16.78607298292601,29828.0,99.85939069300301
93103,19653.0,54774.0,2035.0,10.354653233603011,19631.0,99.88805780287997
93105,26482.0,75017.0,2053.0,7.752435616645268,26014.0,98.23276187599124
93108,11209.0,128380.0,670.0,5.977339637791061,11196.0,99.88402176822197
93109,11626.0,66581.0,2055.0,17.675898847410977,11620.0,99.94839153621194
93110,16403.0,62323.0,1299.0,7.919283057977199,15520.0,94.61683838322259
93111,18165.0,64163.0,1339.0,7.371318469584366,17906.0,98.57418111753371
93117,53345.0,36308.0,13262.0,24.860811697441186,53331.0,99.97375574093167
93201,1209.0,13022.0,460.0,38.0479735318445,1209.0,100.0
93202,4308.0,17068.0,598.0,13.881151346332405,4308.0,100.0
93203,20781.0,15663.0,5772.0,27.775371733795293,20687.0,99.54766373129301
93204,13423.0,13842.0,2154.0,16.047083364374583,10667.0,79.46807718095806
93205,2320.0,17860.0,1187.0,51.16379310344828,2320.0,100.0
93206,1709.0,19251.0,355.0,20.772381509654767,1706.0,99.82445874780574
93207,232.0,34556.0,64.0,27.586206896551722,232.0,100.0
93208,127.0,52569.0,8.0,6.299212598425197,127.0,100.0
93210,18937.0,23902.0,2949.0,15.572688387812219,15777.0,83.31309077467392
93212,23391.0,13871.0,4322.0,18.477192082424864,15743.0,67.30366380231713
93215,53334.0,17475.0,9216.0,17.279784002699966,46476.0,87.14141073236584
93218,796.0,15707.0,64.0,8.040201005025125,796.0,100.0
93219,9871.0,15121.0,1680.0,17.019552223685544,9870.0,99.98986931415257
93220,0.0,-666666666.0,0.0,,0.0,
93221,14423.0,35169.0,2406.0,16.681688969007833,14394.0,99.79893226097205
93222,2036.0,36756.0,341.0,16.74852652259332,2036.0,100.0
93223,10424.0,16641.0,2544.0,24.405218726016884,10424.0,100.0
93224,501.0,25447.0,76.0,15.169660678642714,501.0,100.0
93225,5018.0,29479.0,1200.0,23.91390992427262,5018.0,100.0
93226,55.0,26060.0,0.0,0.0,55.0,100.0
93230,68572.0,30931.0,9501.0,13.855509537420522,66911.0,97.577728518929
93234,6571.0,15690.0,2124.0,32.323847207426574,6571.0,100.0
93235,4360.0,18233.0,508.0,11.65137614678899,4360.0,100.0
93238,866.0,21236.0,110.0,12.702078521939955,864.0,99.7690531177829
93239,1404.0,19634.0,288.0,20.512820512820515,1404.0,100.0
93240,5470.0,23143.0,1489.0,27.221206581352835,5409.0,98.88482632541134
93241,15978.0,12749.0,5734.0,35.88684441106521,15978.0,100.0
93242,2683.0,25906.0,382.0,14.237793514722325,2683.0,100.0
93243,977.0,31157.0,341.0,34.90276356192426,977.0,100.0
93244,121.0,87182.0,15.0,12.396694214876034,121.0,100.0
93245,37439.0,30909.0,5265.0,14.062875610993883,34285.0,91.57562969096396
93247,17827.0,20985.0,5620.0,31.525214562180963,17735.0,99.48392887193583
93249,1996.0,14145.0,418.0,20.94188376753507,1996.0,100.0
93250,15126.0,15292.0,3593.0,23.753801401560228,14462.0,95.61020758958085
93251,293.0,18731.0,55.0,18.77133105802048,293.0,100.0
93252,1680.0,23335.0,321.0,19.107142857142858,1680.0,100.0
93254,869.0,31142.0,123.0,14.154200230149597,869.0,100.0
93255,872.0,23224.0,179.0,20.527522935779817,872.0,100.0
93256,5575.0,18156.0,990.0,17.757847533632287,5575.0,100.0
93257,79217.0,22718.0,15430.0,19.478142317936808,78178.0,98.68841284067814
93258,1086.0,18851.0,331.0,30.478821362799263,1086.0,100.0
93260,178.0,16152.0,32.0,17.97752808988764,178.0,100.0
93261,1889.0,12331.0,760.0,40.23292747485442,1889.0,100.0
93262,18.0,,0.0,0.0,18.0,100.0
93263,22952.0,20883.0,5441.0,23.705995120250957,22466.0,97.88253746950157
93265,3194.0,47809.0,323.0,10.112711333750783,3148.0,98.55979962429555
93266,1720.0,21651.0,474.0,27.558139534883722,1720.0,100.0
93267,5811.0,17305.0,1498.0,25.778695577353297,5811.0,100.0
93268,17124.0,22842.0,4584.0,26.769446391030133,16754.0,97.83928988554077
93270,5711.0,24988.0,1185.0,20.749430922780597,5711.0,100.0
93271,2398.0,53463.0,110.0,4.587155963302752,2398.0,100.0
93272,4548.0,17415.0,1151.0,25.30782761653474,4548.0,100.0
93274,78831.0,25493.0,13358.0,16.945110426101408,78462.0,99.53191003539217
93276,150.0,23490.0,40.0,26.666666666666668,150.0,100.0
