"Geographic Area Name (NAME)","Area (Land, in square meters) (AREALAND)","Area (Water, in square meters) (AREAWATR)","Area (Land, in square miles) (AREALAND_SQMI)","Area (Water, in square miles) (AREAWATR_SQMI)","Internal Point (Latitude) (INTPTLAT)","Internal Point (Longitude) (INTPTLON)"
"ZCTA5 95231","27,879,007","181,857","10.764","0.070","37.8737927","−121.2901459"
"ZCTA5 95232","12,822,170","0","4.951","0.000","38.3605261","−120.5772427"
"ZCTA5 95233","4,171,387","0","1.611","0.000","38.1861875","−120.3685566"
"ZCTA5 95236","330,277,595","2,060,831","127.521","0.796","38.0442710","−121.0392543"
"ZCTA5 95237","19,204,252","24,339","7.415","0.009","38.1539541","−121.1465613"
"ZCTA5 95240","176,602,813","1,114,798","68.187","0.430","38.1235441","−121.1590784"
"ZCTA5 95242","235,351,034","4,712,235","90.870","1.819","38.1370681","−121.3845464"
"ZCTA5 95245","180,806,349","221,375","69.810","0.085","38.3027468","−120.6094652"
"ZCTA5 95246","178,899,653","145,409","69.074","0.056","38.2497077","−120.4888570"
"ZCTA5 95247","121,793,964","94,372","47.025","0.036","38.1360927","−120.4439416"
"ZCTA5 95248","81,797,182","403,185","31.582","0.156","38.3177091","−120.4611116"
"ZCTA5 95249","210,379,837","131,104","81.228","0.051","38.1899501","−120.6195548"
"ZCTA5 95251","31,642,250","11,721","12.217","0.005","38.0800615","−120.4535801"
"ZCTA5 95252","295,251,750","21,462,311","113.997","8.287","38.1586282","−120.8432468"
"ZCTA5 95253","4,359,780","0","1.683","0.000","38.1471686","−121.1952844"
"ZCTA5 95254","12,629,793","6,972,905","4.876","2.692","38.1998379","−120.9642416"
"ZCTA5 95255","114,292,862","134,844","44.129","0.052","38.4198522","−120.4800231"
"ZCTA5 95257","30,463,180","161,215","11.762","0.062","38.3799265","−120.4680167"
"ZCTA5 95258","8,337,128","377,326","3.219","0.146","38.1720647","−121.3089147"
"ZCTA5 95301","197,003,687","11,735","76.064","0.005","37.3061488","−120.6559992"
"ZCTA5 95303","74,830,630","55,049","28.892","0.021","37.4702877","−120.6710831"
"ZCTA5 95304","397,488,084","7,272,820","153.471","2.808","37.6806407","−121.3815610"
"ZCTA5 95305","150,894,738","5,814,410","58.261","2.245","37.8159268","−120.3610921"
"ZCTA5 95306","431,214,937","3,513,205","166.493","1.356","37.3628976","−120.1194236"
"ZCTA5 95307","85,014,475","0","32.824","0.000","37.5558092","−120.9538524"
"ZCTA5 95309","47,540","0","0.018","0.000","37.8714200","−120.4323870"
"ZCTA5 95310","115,847,499","2,670,057","44.729","1.031","38.0858386","−120.3785504"
"ZCTA5 95311","627,019,698","10,138,443","242.094","3.914","37.7056860","−120.0910354"
"ZCTA5 95312","2,538,604","0","0.980","0.000","37.4210709","−120.6529833"
"ZCTA5 95313","118,459,321","938,766","45.737","0.362","37.4179585","−121.0510417"
"ZCTA5 95315","49,059,835","266,666","18.942","0.103","37.4227914","−120.7743537"
"ZCTA5 95316","211,863,856","165,715","81.801","0.064","37.5396252","−120.6686888"
"ZCTA5 95317","119,625,459","241,297","46.188","0.093","37.1273801","−120.5064331"
"ZCTA5 95318","147,927,169","574,951","57.115","0.222","37.6660449","−119.8075486"
"ZCTA5 95319","6,540,013","162,336","2.525","0.063","37.6290045","−120.8851310"
"ZCTA5 95320","229,806,293","1,404,766","88.729","0.542","37.8185555","−121.0069049"
"ZCTA5 95321","1,163,150,893","18,995,403","449.095","7.334","37.9316913","−119.8361513"
"ZCTA5 95322","438,721,494","9,250,891","169.391","3.572","37.1819697","−121.0199688"
"ZCTA5 95323","81,094,421","1,159,674","31.311","0.448","37.6045359","−120.6836897"
"ZCTA5 95324","104,004,087","1,122,411","40.156","0.433","37.3931494","−120.8989886"
"ZCTA5 95325","77,075,259","82,198","29.759","0.032","37.4808035","−120.2448623"
"ZCTA5 95326","68,637,306","822,400","26.501","0.318","37.5890984","−120.8554355"
"ZCTA5 95327","411,206,233","34,587,648","158.768","13.354","37.8475300","−120.4865572"
"ZCTA5 95328","2,340,990","0","0.904","0.000","37.5580365","−120.9094153"
"ZCTA5 95329","301,914,714","39,332,843","116.570","15.186","37.6776300","−120.4180501"
"ZCTA5 95330","55,750,376","3,324,370","21.525","1.284","37.8134503","−121.3172730"
"ZCTA5 95333","316,819,096","0","122.325","0.000","37.2446736","−120.2427411"
"ZCTA5 95334","146,264,095","380,466","56.473","0.147","37.3496766","−120.7512837"
"ZCTA5 95335","106,355,921","156,596","41.064","0.060","38.1248866","−120.0931460"
"ZCTA5 95336","99,289,449","74,579","38.336","0.029","37.8302673","−121.2010196"
"ZCTA5 95337","117,650,992","1,972,952","45.425","0.762","37.7430395","−121.2383805"
"ZCTA5 95338","880,820,748","13,385,292","340.087","5.168","37.5070110","−119.9837888"
"ZCTA5 95340","134,567,806","1,949,783","51.957","0.753","37.3400869","−120.4064058"
"ZCTA5 95341","380,275,293","3,663,504","146.825","1.414","37.2310450","−120.5010724"
"ZCTA5 95345","98,479,634","177,192","38.023","0.068","37.5908935","−119.9634598"
"ZCTA5 95346","13,231,008","7,463","5.109","0.003","38.0704750","−120.1733531"
"ZCTA5 95348","152,795,804","331,280","58.995","0.128","37.4205224","−120.4996076"
"ZCTA5 95350","22,884,221","0","8.836","0.000","37.6717296","−121.0072847"
"ZCTA5 95351","23,033,676","461,330","8.893","0.178","37.6241243","−120.9973187"
"ZCTA5 95354","19,824,285","222,070","7.654","0.086","37.6390292","−120.9647723"
"ZCTA5 95355","24,206,375","81,123","9.346","0.031","37.6729060","−120.9465940"
"ZCTA5 95356","57,527,712","384,390","22.212","0.148","37.7185727","−121.0323086"
"ZCTA5 95357","101,914,930","334,040","39.350","0.129","37.6711526","−120.8862676"
"ZCTA5 95358","301,147,625","7,108,458","116.274","2.745","37.6116343","−121.1078579"
"ZCTA5 95360","160,096,575","4,097,589","61.814","1.582","37.3260021","−121.0388906"
"ZCTA5 95361","563,095,307","9,544,599","217.412","3.685","37.7921901","−120.7856623"
"ZCTA5 95363","1,238,819,328","1,473,476","478.311","0.569","37.3738877","−121.2514534"
"ZCTA5 95364","510,421,491","8,152,131","197.075","3.148","38.2247004","−119.7599789"
"ZCTA5 95365","9,493,361","0","3.665","0.000","37.3011826","−120.3314818"
"ZCTA5 95366","88,886,859","878,986","34.319","0.339","37.7627662","−121.1252772"
"ZCTA5 95367","13,602,985","151,657","5.252","0.059","37.7297000","−120.9467584"
"ZCTA5 95368","7,927,053","74,875","3.061","0.029","37.7132691","−121.0854039"
"ZCTA5 95369","404,275,848","5,497,672","156.092","2.123","37.5254044","−120.4042497"
"ZCTA5 95370","267,016,922","5,656,934","103.096","2.184","37.9844012","−120.3480656"
"ZCTA5 95372","6,268,042","13,422","2.420","0.005","37.9912891","−120.2627906"
"ZCTA5 95374","115,130,767","2,056,018","44.452","0.794","37.3168071","−120.8557526"
"ZCTA5 95375","36,122,113","176,897","13.947","0.068","38.2256886","−119.9601159"
"ZCTA5 95376","19,726,920","0","7.617","0.000","37.7368187","−121.4339976"
"ZCTA5 95377","284,798,424","73,603","109.961","0.028","37.6740035","−121.5168567"
"ZCTA5 95379","67,042,399","312,197","25.885","0.121","37.9663858","−120.2126481"
"ZCTA5 95380","199,830,994","85,506","77.155","0.033","37.4742296","−120.8752475"
"ZCTA5 95382","28,348,156","69,528","10.945","0.027","37.5275576","−120.8511059"
"ZCTA5 95383","171,514,547","625,530","66.222","0.242","38.0929947","−120.2328071"
"ZCTA5 95385","69,529,380","1,261,365","26.845","0.487","37.6098210","−121.2484951"
"ZCTA5 95386","245,230,364","9,502,001","94.684","3.669","37.6672896","−120.6220922"
"ZCTA5 95387","55,741,515","0","21.522","0.000","37.5543749","−121.2446513"
"ZCTA5 95388","97,632,892","422,228","37.696","0.163","37.4212988","−120.5995871"
"ZCTA5 95389","778,855,969","5,193,335","300.718","2.005","37.7841273","−119.4282634"
"ZCTA5 95391","69,552,734","1,293,001","26.854","0.499","37.7807898","−121.5980477"
"ZCTA5 95401","54,141,841","39,627","20.904","0.015","38.4491367","−122.7937522"
"ZCTA5 95403","55,789,293","105,674","21.540","0.041","38.5036845","−122.7540566"
"ZCTA5 95404","195,260,032","44,762","75.390","0.017","38.5257333","−122.6904432"
"ZCTA5 95405","12,992,032","83,256","5.016","0.032","38.4381358","−122.6690575"
"ZCTA5 95407","55,972,248","0","21.611","0.000","38.3946561","−122.7459317"
"ZCTA5 95409","90,632,712","547,324","34.993","0.211","38.4684846","−122.5821384"
"ZCTA5 95410","77,760,741","1,089,284","30.024","0.421","39.2349401","−123.6998535"
"ZCTA5 95412","233,929,082","43,803","90.321","0.017","38.7126059","−123.3141458"
"ZCTA5 95415","143,204,955","0","55.292","0.000","39.0205089","−123.3675486"
"ZCTA5 95417","62,157,226","0","23.999","0.000","39.6879081","−123.6506987"
"ZCTA5 95419","167,793","0","0.065","0.000","38.4234685","−122.9581808"
"ZCTA5 95420","18,855,724","318,330","7.280","0.123","39.3593581","−123.7660109"
"ZCTA5 95421","371,370,403","189,217","143.387","0.073","38.5835694","−123.1826697"
"ZCTA5 95422","69,628,361","26,251,292","26.884","10.136","38.9855150","−122.6425345"
"ZCTA5 95423","317,102,270","5,778,581","122.434","2.231","39.0673760","−122.6297201"
"ZCTA5 95425","497,484,120","9,783,998","192.080","3.778","38.8230526","−123.0638591"
"ZCTA5 95426","74,223,594","52,409","28.658","0.020","38.8334248","−122.7340614"
"ZCTA5 95427","146,003,044","0","56.372","0.000","39.2532387","−123.5692471"
"ZCTA5 95428","711,388,292","2,186,755","274.669","0.844","39.8248031","−123.1796086"
"ZCTA5 95429","65,823,128","48,557","25.414","0.019","39.7560486","−123.3587013"
"ZCTA5 95430","615,328","332,938","0.238","0.129","38.4614251","−123.0471856"
"ZCTA5 95431","311,898","0","0.120","0.000","38.3490690","−122.5161756"
"ZCTA5 95432","186,525,232","633,475","72.018","0.245","39.1084924","−123.6454204"
"ZCTA5 95435","37,019","0","0.014","0.000","39.0031495","−122.8747978"
"ZCTA5 95436","55,045,746","724,370","21.253","0.280","38.4868279","−122.9056170"
"ZCTA5 95437","459,440,571","1,642,691","177.391","0.634","39.4439490","−123.6859200"
"ZCTA5 95439","6,907,053","0","2.667","0.000","38.4905556","−122.7759064"
"ZCTA5 95441","407,069,409","9,370,237","157.170","3.618","38.7216258","−123.0472923"
"ZCTA5 95442","64,648,931","93,385","24.961","0.036","38.3782179","−122.5164875"
"ZCTA5 95443","10,804,672","0","4.172","0.000","39.0501313","−122.7396314"
"ZCTA5 95444","811,989","0","0.314","0.000","38.4326243","−122.8692411"
"ZCTA5 95445","231,011,116","883,393","89.194","0.341","38.8325203","−123.4725321"
"ZCTA5 95446","80,408,137","440,242","31.046","0.170","38.5194268","−123.0106794"
"ZCTA5 95448","478,727,875","2,390,503","184.838","0.923","38.6229845","−122.8891215"
"ZCTA5 95449","358,773,593","904,969","138.523","0.349","38.9361372","−123.1194447"
"ZCTA5 95450","96,809,301","1,593,348","37.378","0.615","38.5098047","−123.2080420"
"ZCTA5 95451","240,510,691","25,355,683","92.862","9.790","38.9221361","−122.7895645"
"ZCTA5 95452","42,459,903","0","16.394","0.000","38.4295980","−122.5367444"
"ZCTA5 95453","225,401,688","1,574,542","87.028","0.608","39.0459308","−122.9410770"
"ZCTA5 95454","793,973,450","278,003","306.555","0.107","39.7840478","−123.4957895"
"ZCTA5 95456","29,346,937","569,355","11.331","0.220","39.2588858","−123.7591643"
"ZCTA5 95457","383,116,594","8,112,051","147.922","3.132","38.9240363","−122.5490825"
"ZCTA5 95458","90,358,643","36,746,376","34.888","14.188","39.1090084","−122.7776345"
"ZCTA5 95459","153,681,700","152,972","59.337","0.059","38.9766284","−123.6048542"
"ZCTA5 95460","89,561,638","2,921,013","34.580","1.128","39.3052450","−123.7486159"
"ZCTA5 95461","315,651,730","2,199,772","121.874","0.849","38.7540062","−122.5521097"
"ZCTA5 95462","9,364,823","335,009","3.616","0.129","38.4733610","−123.0215408"
"ZCTA5 95463","18,726,292","0","7.230","0.000","39.1895599","−123.5805909"
"ZCTA5 95464","6,570,048","12,228","2.537","0.005","39.1262459","−122.8470753"
"ZCTA5 95465","124,522,911","754,153","48.079","0.291","38.4173423","−123.0460122"
"ZCTA5 95466","266,252,803","105,252","102.801","0.041","39.0569236","−123.5056514"
"ZCTA5 95467","19,051,728","374,389","7.356","0.145","38.8129545","−122.5480991"
"ZCTA5 95468","157,185,150","7,620,255","60.690","2.942","38.9188868","−123.6056836"
"ZCTA5 95469","478,069,430","8,601,733","184.584","3.321","39.3989363","−123.0752527"
"ZCTA5 95470","180,166,311","464,910","69.563","0.180","39.2990232","−123.2392430"
"ZCTA5 95471","9,191,496","0","3.549","0.000","38.5322243","−122.9735896"
"ZCTA5 95472","181,982,909","105,888","70.264","0.041","38.3988146","−122.8619227"
"ZCTA5 95476","278,777,495","1,303,128","107.637","0.503","38.2558418","−122.4609085"
"ZCTA5 95480","13,962,203","0","5.391","0.000","38.6846846","−123.3680508"
"ZCTA5 95482","761,855,100","8,437,576","294.154","3.258","39.1368043","−123.2610887"
"ZCTA5 95485","225,288,493","2,223,421","86.984","0.858","39.2084696","−122.9257200"
"ZCTA5 95486","50,165","0","0.019","0.000","38.4741368","−123.0242032"
"ZCTA5 95488","158,872,654","303,079","61.341","0.117","39.7271773","−123.7891737"
"ZCTA5 95490","1,114,002,106","884,652","430.119","0.342","39.4793198","−123.3481599"
"ZCTA5 95492","51,249,449","44,081","19.788","0.017","38.5304860","−122.8118351"
"ZCTA5 95493","20,349,404","65,612","7.857","0.025","39.2223231","−122.9854884"
"ZCTA5 95494","322,846,427","0","124.652","0.000","38.8964475","−123.3431830"
"ZCTA5 95497","39,461,913","277,559","15.236","0.107","38.7252743","−123.4583140"
"ZCTA5 95501","19,007,483","11,393,659","7.339","4.399","40.8020101","−124.1448237"
"ZCTA5 95503","216,830,321","2,258,734","83.719","0.872","40.7384033","−124.1078148"
"ZCTA5 95511","106,874,377","562,016","41.264","0.217","40.1660276","−123.5841439"
"ZCTA5 95514","266,393,327","314,644","102.855","0.121","40.2867412","−123.6622864"
"ZCTA5 95519","139,255,870","923,649","53.767","0.357","40.9630053","−124.0525012"
"ZCTA5 95521","156,342,598","28,879,796","60.364","11.151","40.8433563","−124.0453337"
"ZCTA5 95524","21,035,163","10,550","8.122","0.004","40.8208354","−124.0500216"
"ZCTA5 95525","240,133,350","317,567","92.716","0.123","40.9537818","−123.8244384"
"ZCTA5 95526","326,763,083","450,501","126.164","0.174","40.4615284","−123.6764866"
"ZCTA5 95527","372,169,789","3,143","143.696","0.001","40.9509167","−123.4211207"
"ZCTA5 95528","227,613,093","408,577","87.882","0.158","40.4969858","−123.9308113"
"ZCTA5 95531","490,488,119","15,516,249","189.379","5.991","41.8626676","−124.1305424"
"ZCTA5 95536","421,502,887","3,288,713","162.743","1.270","40.5012414","−124.2099284"
"ZCTA5 95537","772,565","6,276,618","0.298","2.423","40.7271521","−124.2191769"
"ZCTA5 95538","4,899,654","0","1.892","0.000","41.8683355","−124.1542574"
"ZCTA5 95540","88,111,793","1,342,981","34.020","0.519","40.5667868","−124.1259758"
"ZCTA5 95542","568,591,072","576,334","219.534","0.223","40.0932543","−123.7598313"
"ZCTA5 95543","365,819,539","651,144","141.244","0.251","41.8888356","−123.8027659"
"ZCTA5 95545","352,151,326","0","135.966","0.000","40.2615508","−124.0861340"
"ZCTA5 95546","226,556,188","3,597,121","87.474","1.389","41.1859947","−123.7314939"
"ZCTA5 95547","26,920,182","0","10.394","0.000","40.5694635","−124.0775035"
"ZCTA5 95548","144,632,533","4,293,123","55.843","1.658","41.5898640","−124.0606898"
"ZCTA5 95549","359,410,710","228,571","138.769","0.088","40.6666759","−123.9083825"
"ZCTA5 95550","351,586,992","552,379","135.749","0.213","40.7811199","−123.8359736"
"ZCTA5 95551","109,794,551","20,299,160","42.392","7.838","40.6749872","−124.2311460"
"ZCTA5 95552","354,540,304","4,437,899","136.889","1.713","40.3444194","−123.4172167"
"ZCTA5 95553","181,709,917","413,237","70.159","0.160","40.2311522","−123.8685969"
"ZCTA5 95554","84,606,248","631,307","32.667","0.244","40.2963843","−123.7771381"
"ZCTA5 95555","288,141,621","12,439,129","111.252","4.803","41.3025508","−123.9776369"
"ZCTA5 95556","434,709,116","2,206,362","167.842","0.852","41.3077173","−123.5874151"
"ZCTA5 95558","436,271,454","762,614","168.445","0.294","40.3375803","−124.2611775"
"ZCTA5 95559","47,656,744","87,516","18.400","0.034","40.1902812","−123.7482968"
"ZCTA5 95560","43,226,874","148,782","16.690","0.057","40.1427275","−123.8388194"
"ZCTA5 95562","42,858,568","856,910","16.548","0.331","40.4412005","−124.1004154"
"ZCTA5 95563","171,130,355","168,595","66.074","0.065","40.8942513","−123.5640598"
"ZCTA5 95564","8,669,498","3,968,930","3.347","1.532","40.7908802","−124.2047484"
"ZCTA5 95565","87,245,544","1,724,385","33.686","0.666","40.4551860","−124.0151981"
"ZCTA5 95567","161,881,042","1,447,386","62.503","0.559","41.9506833","−124.0970936"
"ZCTA5 95568","251,236,020","2,751,586","97.003","1.062","41.4848574","−123.4914867"
"ZCTA5 95569","141,948,280","1,240,555","54.807","0.479","40.3613643","−123.8621224"
"ZCTA5 95570","135,667,245","11,954,844","52.381","4.616","41.1137525","−124.0826397"
"ZCTA5 95571","17,039,072","117,818","6.579","0.045","40.3655410","−123.9442803"
"ZCTA5 95573","310,762,053","1,808,724","119.986","0.698","40.9149256","−123.6687235"
"ZCTA5 95585","151,867,391","0","58.636","0.000","39.8587165","−123.6661661"
"ZCTA5 95587","49,576,598","0","19.142","0.000","39.9696842","−123.7553699"
"ZCTA5 95589","395,735,572","0","152.794","0.000","40.0614430","−123.9797970"
"ZCTA5 95595","1,431,651,802","126,770","552.764","0.049","40.0875652","−123.1534981"
"ZCTA5 95601","5,342,393","85,393","2.063","0.033","38.4248647","−120.8302776"
"ZCTA5 95602","128,661,552","1,697,049","49.677","0.655","38.9914911","−121.1035441"
"ZCTA5 95603","92,627,413","1,708,031","35.764","0.659","38.9113460","−121.0857601"
"ZCTA5 95604","129,285","0","0.050","0.000","39.2385257","−120.0714311"
"ZCTA5 95605","10,098,951","434,269","3.899","0.168","38.5935212","−121.5398670"
"ZCTA5 95606","96,829,493","0","37.386","0.000","38.7564122","−122.1932706"
"ZCTA5 95607","343,068,594","550,951","132.460","0.213","38.8306164","−122.1260372"
"ZCTA5 95608","34,260,411","602,793","13.228","0.233","38.6269352","−121.3311908"
"ZCTA5 95610","20,534,076","0","7.928","0.000","38.6949226","−121.2722073"
"ZCTA5 95612","164,742,638","9,151,120","63.607","3.533","38.3847062","−121.5787214"
"ZCTA5 95613","2,927,402","0","1.130","0.000","38.8126298","−120.8917116"
"ZCTA5 95614","82,246,128","77,805","31.755","0.030","38.8862376","−120.9796991"
"ZCTA5 95615","54,793,375","1,401,524","21.156","0.541","38.3107553","−121.5418167"
"ZCTA5 95616","77,324,072","84,521","29.855","0.033","38.5541465","−121.7985136"
"ZCTA5 95618","83,216,798","121,392","32.130","0.047","38.5430194","−121.6905376"
"ZCTA5 95619","15,374,248","102,128","5.936","0.039","38.6806051","−120.8142611"
"ZCTA5 95620","624,878,261","7,471,338","241.267","2.885","38.4049355","−121.7543792"
"ZCTA5 95621","17,289,143","0","6.675","0.000","38.6954940","−121.3086239"
"ZCTA5 95623","115,668,222","47,298","44.660","0.018","38.6325316","−120.8440154"
"ZCTA5 95624","117,980,439","112,446","45.553","0.043","38.4341498","−121.3058740"
"ZCTA5 95625","2,385,482","0","0.921","0.000","38.3573109","−121.9086393"
"ZCTA5 95626","97,635,809","0","37.697","0.000","38.7337942","−121.4890064"
"ZCTA5 95627","135,506,238","804,522","52.319","0.311","38.7345127","−122.0253459"
"ZCTA5 95628","33,389,004","930,992","12.892","0.359","38.6520964","−121.2543842"
"ZCTA5 95629","147,703,459","0","57.029","0.000","38.5127884","−120.6875231"
"ZCTA5 95630","67,836,720","5,665,346","26.192","2.187","38.6627810","−121.1401070"
"ZCTA5 95631","450,609,216","1,407,436","173.981","0.543","39.0549436","−120.7539748"
"ZCTA5 95632","293,343,192","1,639,331","113.260","0.633","38.2744509","−121.2592009"
"ZCTA5 95633","102,200,009","100,735","39.460","0.039","38.8492029","−120.8223838"
"ZCTA5 95634","307,201,279","147,643","118.611","0.057","38.9006294","−120.7067822"
"ZCTA5 95635","76,529,730","108,089","29.548","0.042","38.9107478","−120.9086212"
"ZCTA5 95636","29,703,696","0","11.469","0.000","38.6116538","−120.4868200"
"ZCTA5 95637","109,503,866","0","42.280","0.000","38.8530151","−122.2728699"
"ZCTA5 95638","207,786,584","1,523,684","80.227","0.588","38.3426776","−121.0701320"
"ZCTA5 95639","12,000,613","1,253,608","4.633","0.484","38.4085400","−121.4953653"
"ZCTA5 95640","340,316,984","16,383,030","131.397","6.326","38.3414666","−120.9401124"
"ZCTA5 95641","108,737,211","7,179,440","41.984","2.772","38.1555709","−121.6048157"
"ZCTA5 95642","172,184,729","4,831,157","66.481","1.865","38.3435055","−120.7639480"
"ZCTA5 95645","320,645,698","6,124,450","123.802","2.365","38.8940348","−121.7968077"
"ZCTA5 95646","138,269,074","4,889,009","53.386","1.888","38.6317431","−120.0153616"
"ZCTA5 95648","373,729,578","2,474,137","144.298","0.955","38.9228115","−121.3120046"
"ZCTA5 95650","59,245,025","1,747,291","22.875","0.675","38.8091745","−121.1713750"
"ZCTA5 95651","34,617,626","0","13.366","0.000","38.8208844","−120.9351895"
"ZCTA5 95652","9,678,497","0","3.737","0.000","38.6626381","−121.4008280"
"ZCTA5 95653","14,225,838","21,917","5.493","0.008","38.6970750","−121.9784140"
"ZCTA5 95655","24,679,300","64,570","9.529","0.025","38.5492278","−121.2785982"
"ZCTA5 95658","60,356,820","1,195,643","23.304","0.462","38.8811828","−121.1690138"
"ZCTA5 95659","118,952,419","1,858,035","45.928","0.717","38.8587448","−121.5899125"
"ZCTA5 95660","16,458,544","0","6.355","0.000","38.6788666","−121.3804999"
"ZCTA5 95661","23,191,291","0","8.954","0.000","38.7412743","−121.2492663"
"ZCTA5 95662","27,988,500","397,602","10.806","0.154","38.6891735","−121.2184354"
"ZCTA5 95663","22,535,392","0","8.701","0.000","38.8573725","−121.1825262"
"ZCTA5 95664","95,167,104","11,993,156","36.744","4.631","38.8012809","−121.0378557"
"ZCTA5 95665","52,472,769","11,273","20.260","0.004","38.3951756","−120.6527553"
"ZCTA5 95666","217,494,796","5,829,223","83.975","2.251","38.5413755","−120.3290973"
"ZCTA5 95667","437,914,688","698,470","169.080","0.270","38.7333947","−120.7913470"
"ZCTA5 95668","168,298,649","399,030","64.980","0.154","38.8275549","−121.4951816"
"ZCTA5 95669","196,114,232","167,089","75.720","0.065","38.4895182","−120.8916417"
"ZCTA5 95670","33,455,726","887,916","12.917","0.343","38.6042685","−121.2803275"
"ZCTA5 95671","3,824,924","166,308","1.477","0.064","38.6944637","−121.1537533"
"ZCTA5 95672","56,319,297","166,114","21.745","0.064","38.7222604","−120.9929553"
"ZCTA5 95673","42,095,985","173,482","16.253","0.067","38.6905184","−121.4656624"
"ZCTA5 95674","82,522,658","0","31.862","0.000","38.9539486","−121.4818964"
"ZCTA5 95675","524,419","0","0.202","0.000","38.5454580","−120.7429092"
"ZCTA5 95676","3,271,386","7,574","1.263","0.003","38.8743299","−121.7138440"
"ZCTA5 95677","25,185,350","57,380","9.724","0.022","38.7929200","−121.2320060"
"ZCTA5 95678","29,590,365","0","11.425","0.000","38.7653528","−121.2884731"
"ZCTA5 95679","15,300,013","552,714","5.907","0.213","38.9165945","−122.2852761"
"ZCTA5 95680","6,031,415","0","2.329","0.000","38.2414116","−121.5783198"
"ZCTA5 95681","40,434,818","0","15.612","0.000","38.9980915","−121.3541980"
"ZCTA5 95682","232,794,729","313,854","89.883","0.121","38.5989689","−120.9630662"
"ZCTA5 95683","223,673,093","870,723","86.361","0.336","38.5119915","−121.0962605"
"ZCTA5 95684","413,902,928","153,187","159.809","0.059","38.5661039","−120.5012152"
"ZCTA5 95685","103,539,291","12,008","39.977","0.005","38.4340117","−120.7620145"
"ZCTA5 95686","83,899,326","3,536,488","32.394","1.365","38.1577939","−121.5202225"
"ZCTA5 95687","115,401,950","703,521","44.557","0.272","38.3331329","−121.9201507"
"ZCTA5 95688","238,283,900","942,257","92.002","0.364","38.4213428","−122.0301235"
"ZCTA5 95689","65,434,307","0","25.264","0.000","38.4708890","−120.6156786"
"ZCTA5 95690","133,628,130","4,966,685","51.594","1.918","38.2034041","−121.6262394"
"ZCTA5 95691","101,083,221","5,799,854","39.028","2.239","38.6279507","−121.5932868"
"ZCTA5 95692","148,209,041","1,994,678","57.224","0.770","39.0430660","−121.4098044"
"ZCTA5 95693","151,932,378","0","58.661","0.000","38.3985313","−121.2195101"
"ZCTA5 95694","343,628,378","810,344","132.676","0.313","38.5716604","−122.0641679"
"ZCTA5 95695","377,134,615","154,032","145.612","0.059","38.6940377","−121.8529316"
"ZCTA5 95697","709,764","0","0.274","0.000","38.7328813","−121.8071949"
"ZCTA5 95698","99,430,500","769,515","38.390","0.297","38.8163566","−121.9107698"
"ZCTA5 95699","9,042,251","7,631","3.491","0.003","38.4367741","−120.8576235"
"ZCTA5 95701","82,238,466","138,710","31.752","0.054","39.2265490","−120.7670224"
"ZCTA5 95703","22,992,794","68,707","8.878","0.027","38.9890274","−120.9877751"
"ZCTA5 95709","61,627,490","193,955","23.795","0.075","38.7490321","−120.6909165"
"ZCTA5 95713","157,394,699","998,539","60.770","0.386","39.0813467","−120.9323895"
"ZCTA5 95714","9,313,989","113,182","3.596","0.044","39.2011586","−120.8367976"
"ZCTA5 95715","87,586,416","1,610,200","33.817","0.622","39.2766508","−120.6440120"
"ZCTA5 95717","50,517,032","0","19.505","0.000","39.1425937","−120.8426891"
"ZCTA5 95720","403,521,636","1,108,300","155.801","0.428","38.8509368","−120.2512666"
"ZCTA5 95721","11,709,283","0","4.521","0.000","38.8161400","−120.0959985"
"ZCTA5 95722","27,044,345","634,863","10.442","0.245","39.0098006","−121.0347072"
"ZCTA5 95726","370,249,781","1,507,764","142.954","0.582","38.7619757","−120.4134947"
"ZCTA5 95728","72,499,690","1,579,018","27.992","0.610","39.2946534","−120.4014066"
"ZCTA5 95735","113,375,798","2,414,524","43.775","0.932","38.8402874","−120.1502941"
"ZCTA5 95736","598,865","0","0.231","0.000","39.0391217","−120.9774935"
"ZCTA5 95742","130,644,082","282,964","50.442","0.109","38.5622013","−121.2047003"
"ZCTA5 95746","47,655,830","18,667,624","18.400","7.208","38.7469238","−121.1664336"
"ZCTA5 95747","109,077,837","1,272","42.115","0.000","38.7784212","−121.3688294"
"ZCTA5 95757","167,046,572","2,638,234","64.497","1.019","38.3316522","−121.4369791"
"ZCTA5 95758","35,285,301","752,326","13.624","0.290","38.4296670","−121.4452131"
"ZCTA5 95762","107,711,424","6,228,621","41.588","2.405","38.6836885","−121.0647269"
"ZCTA5 95765","32,432,879","28,653","12.522","0.011","38.8197384","−121.2783211"
"ZCTA5 95776","228,442,710","3,042,664","88.202","1.175","38.6986923","−121.6994618"
"ZCTA5 95811","5,999,138","311,590","2.316","0.120","38.5937915","−121.4821584"
"ZCTA5 95814","3,616,500","94,332","1.396","0.036","38.5805683","−121.4955896"
"ZCTA5 95815","19,821,310","435,522","7.653","0.168","38.6056281","−121.4454529"
"ZCTA5 95816","7,066,882","182,673","2.729","0.071","38.5754073","−121.4648034"
"ZCTA5 95817","5,866,064","0","2.265","0.000","38.5506045","−121.4570265"
"ZCTA5 95818","9,995,674","423,471","3.859","0.164","38.5544871","−121.4970584"
"ZCTA5 95819","9,339,955","221,507","3.606","0.086","38.5668619","−121.4375632"
