ZIP Code,Household Median Income,Household Mean Income,Family Median Income,Family Mean Income,Married-couple Family Median Income,Married-couple Family Mean Income,Nonfamily Household Median Income,Nonfamily Household Mean Income,Primary Practice,Number of Pediatricians,Land Area sq meters,Water Area sq meters,Land Area sq miles,Water Area sq miles,Latitude,Longitude,Population,Population Density per sq mile
92126,99376.0,116257.0,102580.0,118805.0,107048.0,124851.0,74743.0,92091.0,Pediatrics,0.0,30008699.0,0.0,11.586,0.0,32.9119903,-117.1434214,83257.0,7186.00034524426
92127,147827.0,193601.0,163882.0,204727.0,177981.0,,76641.0,104506.0,Pediatrics,17.0,58726531.0,1342021.0,22.674,0.518,33.0187647,-117.1240976,50092.0,2209.226426744289
92128,104501.0,125560.0,124347.0,144684.0,134343.0,,66492.0,78364.0,Pediatrics,16.0,30317183.0,21498.0,11.706,0.008,32.9969673,-117.0729787,52225.0,4461.387322740475
92129,126371.0,153614.0,147070.0,168056.0,162545.0,,63690.0,88712.0,Pediatrics,5.0,33887400.0,0.0,13.084,0.0,32.9635362,-117.1262205,56608.0,4326.505655762764
92130,157333.0,208919.0,191080.0,239564.0,220104.0,,91448.0,101120.0,Pediatrics,36.0,48081163.0,0.0,18.564,0.0,32.9476156,-117.2058249,56741.0,3056.507218271924
92131,137987.0,168712.0,153495.0,186080.0,165321.0,,82864.0,100669.0,Pediatrics,17.0,100084005.0,511638.0,38.643,0.198,32.8996868,-117.0473184,34922.0,903.7083042206868
92132,,,,,,,,,nan,,83674.0,0.0,0.032,0.0,32.7136722,-117.1720388,0.0,0.0
92134,,,,,,,,,Pediatrics,15.0,194448.0,0.0,0.075,0.0,32.7250551,-117.1454146,297.0,3960.0
92135,,,,,,,,,Pediatrics,0.0,1089521.0,0.0,0.421,0.0,32.6949759,-117.1943543,637.0,1513.0641330166272
92136,,,,,,,,,Pediatrics,0.0,,,,,,,,
92137,,,,,,,,,Pediatrics,0.0,,,,,,,,
92138,,,,,,,,,Pediatrics,1.0,,,,,,,,
92139,75576.0,88632.0,80079.0,91053.0,95784.0,,43887.0,57361.0,Pediatrics,0.0,9266342.0,0.0,3.578,0.0,32.6800314,-117.0488864,36172.0,10109.558412520964
92140,,,,,,,,,Pediatrics,0.0,1386034.0,32140.0,0.535,0.012,32.7412792,-117.1977143,3443.0,6435.514018691589
92142,,,,,,,,,Pediatrics,1.0,,,,,,,,
92143,,,,,,,,,Pediatrics,0.0,,,,,,,,
92145,,318600.0,,304715.0,,,,,Pediatrics,1.0,27562167.0,11500.0,10.642,0.004,32.8684963,-117.1431718,1948.0,183.04829919188123
92147,,,,,,,,,nan,,225431.0,0.0,0.087,0.0,32.7247448,-117.2187498,396.0,4551.724137931034
92149,,,,,,,,,Pediatrics,0.0,,,,,,,,
92150,,,,,,,,,Pediatrics,0.0,,,,,,,,
92154,70846.0,84589.0,74354.0,87766.0,87234.0,100283.0,43831.0,55229.0,Pediatrics,11.0,133401461.0,1111677.0,51.507,0.429,32.5791012,-116.9665283,89886.0,1745.122022249403
92155,,,,,,,,,Pediatrics,0.0,1017599.0,1375636.0,0.393,0.531,32.6581164,-117.1569459,463.0,1178.117048346056
92159,,,,,,,,,Pediatrics,0.0,,,,,,,,
92160,,,,,,,,,Pediatrics,1.0,,,,,,,,
92161,,,,,,,,,Pediatrics,0.0,,,,,,,,
92163,,,,,,,,,Pediatrics,0.0,,,,,,,,
92166,,,,,,,,,Pediatrics,0.0,,,,,,,,
92167,,,,,,,,,Pediatrics,0.0,,,,,,,,
92168,,,,,,,,,Pediatrics,0.0,,,,,,,,
92169,,,,,,,,,Pediatrics,0.0,,,,,,,,
92171,,,,,,,,,Pediatrics,0.0,,,,,,,,
92172,,,,,,,,,Pediatrics,2.0,,,,,,,,
92173,48967.0,64162.0,54449.0,70296.0,65569.0,,12992.0,29480.0,Pediatrics,3.0,7450579.0,0.0,2.877,0.0,32.5555802,-117.0511954,31248.0,10861.31386861314
92174,,,,,,,,,Pediatrics,0.0,,,,,,,,
92175,,,,,,,,,Pediatrics,1.0,,,,,,,,
92176,,,,,,,,,Pediatrics,0.0,,,,,,,,
92177,,,,,,,,,Pediatrics,0.0,,,,,,,,
92178,,,,,,,,,Pediatrics,0.0,,,,,,,,
92179,,,,,,,,,Pediatrics,0.0,,,,,,,,
92182,,,,,,,,,Pediatrics,0.0,,,,,,,,
92191,,,,,,,,,Pediatrics,4.0,,,,,,,,
92192,,,,,,,,,Pediatrics,1.0,,,,,,,,
92193,,,,,,,,,Pediatrics,1.0,,,,,,,,
92196,,,,,,,,,Pediatrics,0.0,,,,,,,,
92198,,,,,,,,,Pediatrics,2.0,,,,,,,,
92201,44215.0,62168.0,59330.0,76972.0,68338.0,87829.0,26792.0,39244.0,Pediatrics,6.0,41991717.0,20661.0,16.213,0.008,33.7094532,-116.2369675,64967.0,4007.093073459569
92202,,,,,,,,,Pediatrics,0.0,,,,,,,,
92203,77281.0,95542.0,87344.0,106885.0,96305.0,,51627.0,69031.0,Pediatrics,1.0,47805522.0,0.0,18.458,0.0,33.7516006,-116.2414256,32360.0,1753.16935746018
92210,108750.0,185080.0,157596.0,245486.0,162708.0,,49688.0,105057.0,Pediatrics,0.0,37086533.0,699457.0,14.319,0.27,33.6998921,-116.3295504,5137.0,358.75410294014944
92211,66202.0,105064.0,87494.0,135209.0,98214.0,,41856.0,64192.0,Pediatrics,3.0,38396201.0,140409.0,14.825,0.054,33.7654007,-116.3342046,25530.0,1722.0910623946038
92220,44167.0,65447.0,50495.0,74765.0,61573.0,,27158.0,44368.0,Pediatrics,3.0,366063101.0,0.0,141.338,0.0,33.9399186,-116.8393314,33360.0,236.02994240756203
92222,,,,,,,,,nan,,7146427.0,0.0,2.759,0.0,32.7834493,-114.5495304,0.0,0.0
92223,86068.0,98702.0,94165.0,105691.0,110299.0,,42071.0,67021.0,Pediatrics,1.0,116506949.0,35531.0,44.984,0.014,33.9378213,-116.9813703,56925.0,1265.4499377556465
92225,43822.0,62554.0,54777.0,70487.0,67488.0,,24284.0,43709.0,Pediatrics,1.0,1504708381.0,9881689.0,580.971,3.815,33.7172658,-114.660084,22520.0,38.762692113719964
92226,,,,,,,,,Pediatrics,0.0,,,,,,,,
92227,47367.0,66383.0,46633.0,69427.0,65875.0,,50309.0,52809.0,Pediatrics,3.0,1537587665.0,338212.0,593.666,0.131,32.99005,-115.3368521,27165.0,45.75805250763897
92230,47500.0,63235.0,62832.0,73317.0,,,41328.0,44815.0,nan,,30242142.0,0.0,11.677,0.0,33.9087853,-116.7687818,2363.0,202.3636207930119
92231,42739.0,61916.0,54569.0,71535.0,67650.0,,15319.0,25374.0,Pediatrics,2.0,177549830.0,0.0,68.552,0.0,32.6876362,-115.5643729,39884.0,581.8065118450227
92232,,,,,,,,,Pediatrics,0.0,,,,,,,,
92233,40587.0,41960.0,44769.0,46386.0,50551.0,,,30052.0,Pediatrics,0.0,393812527.0,1504364.0,152.052,0.581,33.1473839,-115.5004049,7520.0,49.45676479099256
92234,50350.0,73063.0,61986.0,87030.0,71398.0,,29050.0,46719.0,Pediatrics,2.0,38237663.0,538009.0,14.764,0.208,33.8141312,-116.4655479,54812.0,3712.544026009212
92235,,,,,,,,,Pediatrics,0.0,,,,,,,,
92236,34269.0,47356.0,52143.0,60129.0,61406.0,,21590.0,30742.0,Pediatrics,1.0,160192656.0,0.0,61.851,0.0,33.7027649,-116.0724402,45975.0,743.318620555852
92239,35938.0,55124.0,32210.0,47652.0,32188.0,,66000.0,56555.0,nan,,1339073970.0,33472.0,517.019,0.013,33.7680642,-115.2169301,295.0,0.5705786441117251
92240,40456.0,56001.0,51133.0,62647.0,59118.0,71569.0,24106.0,41473.0,Pediatrics,0.0,92514509.0,483560.0,35.72,0.187,33.9515401,-116.520104,36214.0,1013.8297872340426
92241,31478.0,45453.0,44853.0,59043.0,47706.0,,22815.0,29129.0,Pediatrics,0.0,343419840.0,0.0,132.595,0.0,33.84634,-116.2833017,7695.0,58.03386251366945
92242,42083.0,44627.0,44524.0,52026.0,47750.0,,25347.0,32690.0,nan,,117117944.0,2592840.0,45.219,1.001,34.1887788,-114.3064842,1300.0,28.74897719984962
92243,47614.0,66059.0,49128.0,69245.0,65892.0,83713.0,24107.0,43820.0,Pediatrics,5.0,293480637.0,177538.0,113.314,0.069,32.7701971,-115.5985905,50112.0,442.2401468485801
92244,,,,,,,,,Pediatrics,1.0,,,,,,,,
92247,,,,,,,,,Pediatrics,0.0,,,,,,,,
92248,,,,,,,,,Pediatrics,1.0,,,,,,,,
92249,58148.0,61396.0,53491.0,60596.0,74837.0,,,47776.0,nan,,51441957.0,0.0,19.862,0.0,32.7260677,-115.4821502,8459.0,425.8886315577485
92250,49637.0,66361.0,58594.0,76673.0,69286.0,,18393.0,31612.0,Pediatrics,0.0,912649292.0,11902.0,352.376,0.005,32.7773731,-115.1279806,8255.0,23.426680591186688
92251,82394.0,89382.0,91250.0,97832.0,97432.0,,49583.0,55708.0,Pediatrics,1.0,640675239.0,59701.0,247.366,0.023,32.8692297,-115.7140392,24321.0,98.31989845006991
92252,42370.0,59935.0,49196.0,67793.0,65156.0,,30793.0,46675.0,Pediatrics,0.0,290907686.0,0.0,112.32,0.0,34.1479757,-116.284218,9500.0,84.57977207977208
92253,76158.0,119884.0,99344.0,145812.0,116744.0,,45958.0,61276.0,Pediatrics,0.0,104774415.0,1082120.0,40.454,0.418,33.6567432,-116.2921622,41573.0,1027.661047115242
92254,26328.0,33174.0,38344.0,45152.0,39341.0,,14214.0,16092.0,Pediatrics,0.0,124165261.0,13989.0,47.94,0.005,33.5438371,-115.9982749,8336.0,173.8840216937839
92255,,,,,,,,,Pediatrics,0.0,,,,,,,,
92256,44944.0,62447.0,58750.0,79432.0,60000.0,,35056.0,46152.0,Pediatrics,0.0,164076268.0,0.0,63.35,0.0,34.0720603,-116.6176658,3176.0,50.134175217048146
92257,,19266.0,27554.0,34139.0,29348.0,,,10935.0,nan,,701035854.0,53324.0,270.671,0.021,33.3362365,-115.5256891,1217.0,4.496233434686391
92258,,23867.0,,18883.0,,,,31377.0,nan,,26895693.0,431584.0,10.384,0.167,33.9215499,-116.5595645,517.0,49.78813559322034
92259,35739.0,29116.0,,,,,36534.0,31765.0,nan,,745653489.0,0.0,287.898,0.0,32.7347854,-115.9464467,89.0,0.3091372638920728
92260,61161.0,94906.0,73542.0,117483.0,83204.0,,42855.0,63999.0,Pediatrics,2.0,81219078.0,390602.0,31.359,0.151,33.6972305,-116.4062573,34553.0,1101.852737651073
92261,,,,,,,,,Pediatrics,0.0,,,,,,,,
92262,55757.0,91736.0,71412.0,113137.0,101339.0,137076.0,43391.0,73162.0,Pediatrics,3.0,91164852.0,129957.0,35.199,0.05,33.8629593,-116.5566821,28463.0,808.630927014972
92263,,,,,,,,,Pediatrics,0.0,,,,,,,,
92264,60318.0,98393.0,84654.0,136981.0,100227.0,,43779.0,71584.0,Pediatrics,1.0,131952257.0,371292.0,50.947,0.143,33.7128919,-116.4971072,20881.0,409.8573026871062
92266,,36455.0,,,,,,,nan,,3069006776.0,15905142.0,1184.95,6.141,33.1993483,-114.9153177,119.0,0.1004261783197603
92267,,,,,,,,,nan,,109818076.0,11227768.0,42.401,4.335,34.2972182,-114.2071049,26.0,0.6131930850687484
92268,44500.0,57346.0,,75662.0,,,,41382.0,nan,,180478390.0,0.0,69.683,0.0,34.16146,-116.5500142,360.0,5.166252888078871
92270,84891.0,133992.0,118048.0,170478.0,122563.0,,58010.0,90540.0,Pediatrics,4.0,66308232.0,1008457.0,25.602,0.389,33.7638377,-116.4303875,18537.0,724.0449964846496
92273,32961.0,41461.0,34145.0,43639.0,47670.0,,,31511.0,nan,,8320889.0,14423.0,3.213,0.006,32.8030209,-115.6979683,1847.0,574.8521630874571
92274,26132.0,35040.0,34801.0,44391.0,40747.0,,19025.0,25257.0,Pediatrics,0.0,559868916.0,309081.0,216.167,0.119,33.4702422,-116.1137175,14105.0,65.2504776399728
92275,24750.0,37012.0,55208.0,59739.0,,,21681.0,21788.0,nan,,105009685.0,0.0,40.544,0.0,33.2078171,-115.8808174,2531.0,62.42600631412787
92276,58814.0,69407.0,63789.0,74904.0,67533.0,,27026.0,53101.0,Pediatrics,0.0,95849201.0,0.0,37.008,0.0,33.8323082,-116.3864024,8158.0,220.43882403804585
92277,41322.0,52582.0,42818.0,57195.0,45434.0,,34922.0,42083.0,Pediatrics,1.0,4141635594.0,53327.0,1599.095,0.021,34.1277695,-115.6901344,24464.0,15.29865330077325
92278,61481.0,82964.0,61481.0,82964.0,61481.0,,,,Pediatrics,1.0,1016549.0,0.0,0.392,0.0,34.2350566,-116.0582649,5001.0,12757.65306122449
92280,,,,,,,,,nan,,442912136.0,0.0,171.009,0.0,34.1293468,-114.9852253,0.0,0.0
92281,31935.0,51591.0,37292.0,53121.0,53125.0,,16917.0,28704.0,nan,,34175871.0,0.0,13.195,0.0,33.0503434,-115.6126511,2865.0,217.12769988632056
92282,41534.0,56768.0,43542.0,50729.0,53558.0,,29688.0,64256.0,nan,,195327643.0,0.0,75.416,0.0,33.962575,-116.6582957,1440.0,19.094091439482337
92283,27014.0,43219.0,38590.0,50470.0,39286.0,,11820.0,25051.0,nan,,860119551.0,3785561.0,332.094,1.462,32.8915458,-114.772943,1730.0,5.209368431829542
92284,45511.0,64827.0,57785.0,74392.0,85391.0,,33245.0,48278.0,Pediatrics,2.0,330165000.0,0.0,127.477,0.0,34.1600756,-116.4247167,25791.0,202.3188496748433
92285,35767.0,38834.0,36979.0,44202.0,38368.0,,27731.0,30569.0,nan,,704912422.0,0.0,272.168,0.0,34.3376546,-116.5136717,2440.0,8.965050997913053
92286,,,,,,,,,Pediatrics,0.0,,,,,,,,
92301,48819.0,59304.0,52344.0,62079.0,64521.0,,28730.0,38702.0,Pediatrics,1.0,582185291.0,0.0,224.783,0.0,34.6517865,-117.5261052,34791.0,154.7759394616141
92304,,,,,,,,,nan,,123472997.0,0.0,47.673,0.0,34.548749,-115.6908053,7.0,0.1468336374887252
92305,88846.0,101201.0,87981.0,87631.0,89038.0,,,144124.0,nan,,300215869.0,80461.0,115.914,0.031,34.1438202,-116.8683764,613.0,5.288403471539245
92307,59084.0,81963.0,70335.0,90099.0,90385.0,,32431.0,51001.0,Pediatrics,4.0,485499166.0,10103.0,187.452,0.004,34.5712314,-117.1330923,38848.0,207.24238738450376
92308,54738.0,71830.0,60005.0,77916.0,70332.0,,33620.0,45046.0,Pediatrics,6.0,267381507.0,1381952.0,103.237,0.534,34.4202222,-117.1561341,42375.0,410.46330288559335
92309,38750.0,52485.0,59464.0,63419.0,65868.0,,25208.0,29642.0,nan,,928495534.0,0.0,358.494,0.0,35.2491956,-116.1562359,634.0,1.7685093753312466
92310,55986.0,62242.0,53549.0,62017.0,49362.0,,59375.0,61335.0,Pediatrics,0.0,214220438.0,0.0,82.711,0.0,35.3344112,-116.7630136,9573.0,115.74034892577772
92311,46102.0,60420.0,52783.0,65595.0,72049.0,,30141.0,43393.0,Pediatrics,2.0,1099250743.0,112301.0,424.423,0.043,34.965648,-117.0015086,32619.0,76.8549301051074
92312,,,,,,,,,Pediatrics,2.0,,,,,,,,
92313,70200.0,86812.0,77029.0,91861.0,90259.0,,54444.0,58229.0,Pediatrics,0.0,9363302.0,19737.0,3.615,0.008,34.0313174,-117.3149894,12559.0,3474.1355463347163
92314,56132.0,67814.0,62971.0,74182.0,87515.0,,37697.0,54148.0,Pediatrics,0.0,94813299.0,50567.0,36.608,0.02,34.2541177,-116.7963779,10684.0,291.84877622377627
92315,55061.0,82604.0,75658.0,96659.0,92453.0,,36477.0,56802.0,Pediatrics,0.0,76077820.0,11577960.0,29.374,4.47,34.21713,-116.9416139,5307.0,180.669980254647
92316,63529.0,70951.0,67418.0,73969.0,73643.0,,40797.0,42275.0,Pediatrics,0.0,29806771.0,232643.0,11.508,0.09,34.057066,-117.3911786,29176.0,2535.279805352798
92317,,,,,,,,,Pediatrics,0.0,,,,,,,,
92320,61067.0,73467.0,74809.0,88708.0,84367.0,,26542.0,34338.0,Pediatrics,2.0,36140315.0,0.0,13.954,0.0,33.9873802,-117.0502845,9022.0,646.5529597248101
92321,49018.0,68551.0,45417.0,68729.0,49286.0,,,67622.0,Pediatrics,1.0,18455067.0,123656.0,7.126,0.048,34.2500413,-117.1472721,907.0,127.28038170081392
92322,57154.0,73769.0,99292.0,100794.0,99292.0,,,35843.0,nan,,8517650.0,0.0,3.289,0.0,34.2541707,-117.3225759,558.0,169.65643052599577
92323,,,,,,,,,Pediatrics,0.0,,,,,,,,
92324,58589.0,70211.0,63086.0,75724.0,80080.0,88665.0,34333.0,44970.0,Pediatrics,12.0,71953182.0,1078769.0,27.781,0.417,34.0251856,-117.2888486,59628.0,2146.359022353407
92325,63707.0,76119.0,74240.0,82121.0,79549.0,,40625.0,57092.0,Pediatrics,0.0,22633972.0,308820.0,8.739,0.119,34.2466993,-117.2760268,8647.0,989.4724796887516
92327,,35753.0,,53930.0,,,,21689.0,nan,,63480183.0,623274.0,24.51,0.241,34.867845,-116.8350512,835.0,34.06772745818033
92328,90962.0,95928.0,180509.0,151266.0,180556.0,,35568.0,54664.0,nan,,4593487471.0,5735576.0,1773.556,2.215,36.3717851,-116.9797639,578.0,0.3258989284804088
92331,,,,,,,,,Pediatrics,0.0,,,,,,,,
92332,,,,,,,,,nan,,2437177868.0,0.0,941.0,0.0,34.9070906,-115.364459,94.0,0.0998937300743889
92333,80000.0,95744.0,81250.0,84443.0,113125.0,,,116436.0,Pediatrics,0.0,26117502.0,214.0,10.084,0.0,34.2606605,-116.9821489,409.0,40.55930186433955
92335,58070.0,68108.0,59607.0,69279.0,66859.0,79220.0,32890.0,45305.0,Pediatrics,39.0,45213924.0,0.0,17.457,0.0,34.0873327,-117.465158,99242.0,5684.940138626339
92336,96447.0,113762.0,98077.0,112518.0,111870.0,,72680.0,103686.0,Pediatrics,8.0,51497987.0,0.0,19.883,0.0,34.1368622,-117.4603364,98731.0,4965.598752703315
92337,84649.0,95580.0,88035.0,96916.0,96875.0,,54286.0,65648.0,Pediatrics,0.0,35483425.0,0.0,13.7,0.0,34.0496649,-117.4714719,39600.0,2890.5109489051097
92338,,,,,,,,,nan,,242557626.0,0.0,93.652,0.0,34.7877209,-116.2512079,0.0,0.0
92339,63661.0,77179.0,58315.0,82745.0,79050.0,,75485.0,66679.0,Pediatrics,0.0,204453188.0,10732.0,78.94,0.004,34.083932,-116.8373681,1382.0,17.50696731694958
92340,,,,,,,,,Pediatrics,0.0,,,,,,,,
92341,34375.0,59885.0,48000.0,73046.0,48000.0,,,,nan,,25891733.0,52252.0,9.997,0.02,34.2366428,-117.0628377,248.0,24.8074422326698
92342,75045.0,82922.0,77396.0,86446.0,88229.0,,68710.0,71901.0,Pediatrics,0.0,254433782.0,1893983.0,98.237,0.731,34.7602939,-117.3359127,6725.0,68.45689505990615
92344,89795.0,107818.0,94370.0,108256.0,100637.0,,48000.0,63868.0,Pediatrics,0.0,97391162.0,0.0,37.603,0.0,34.3917722,-117.4065673,22415.0,596.0960561657314
92345,51712.0,65569.0,56850.0,70564.0,66792.0,79282.0,25922.0,40546.0,Pediatrics,1.0,256034749.0,3683200.0,98.856,1.422,34.3609721,-117.3130389,83731.0,846.9996762968359
92346,67823.0,93215.0,76062.0,98424.0,99723.0,,37694.0,53348.0,Pediatrics,5.0,70235980.0,213653.0,27.118,0.082,34.1240486,-117.1775733,63395.0,2337.7461464709786
92347,38140.0,35455.0,40368.0,36632.0,41103.0,,37988.0,34004.0,nan,,444551902.0,0.0,171.642,0.0,34.9500139,-117.2580469,683.0,3.979212547045595
92350,,,,,,,,,Pediatrics,39.0,,,,,,,,
92352,89625.0,124121.0,102864.0,138782.0,106991.0,,40385.0,61294.0,Pediatrics,0.0,29871279.0,3045998.0,11.533,1.176,34.2676864,-117.1867211,6319.0,547.9060088441863
92354,59320.0,82530.0,75395.0,93707.0,89904.0,,44363.0,54440.0,Pediatrics,75.0,12898935.0,2371.0,4.98,0.001,34.0507885,-117.2501534,22991.0,4616.666666666666
92356,36701.0,50900.0,42198.0,54612.0,52418.0,,23387.0,33852.0,nan,,946834679.0,0.0,365.575,0.0,34.4962515,-116.8925302,6199.0,16.956848799835875
92357,,,,,,,,,Pediatrics,0.0,,,,,,,,
92358,53403.0,60308.0,67014.0,80463.0,77557.0,,29412.0,36663.0,nan,,187413585.0,0.0,72.361,0.0,34.2462322,-117.5676376,701.0,9.68753886762206
92359,58250.0,75097.0,76135.0,89156.0,77348.0,,30139.0,39952.0,Pediatrics,0.0,49715215.0,1267043.0,19.195,0.489,34.0852895,-117.0763108,9779.0,509.4555873925501
92363,33479.0,51962.0,47829.0,59918.0,50625.0,,17139.0,31053.0,Pediatrics,0.0,963533141.0,32898670.0,372.022,12.702,34.7110781,-114.5819822,5374.0,14.445382262339324
92364,,,,,,,,,Pediatrics,0.0,1359308756.0,13762.0,524.832,0.005,35.3595977,-115.4387719,5.0,0.0095268581184074
92365,55938.0,55296.0,58750.0,64801.0,59592.0,,,36869.0,nan,,1251803142.0,2385323.0,483.324,0.921,34.8966876,-116.5604179,2527.0,5.228376823828322
92368,36500.0,62361.0,38438.0,68875.0,,,16042.0,25221.0,nan,,128641100.0,1955542.0,49.669,0.755,34.6643879,-117.314875,1058.0,21.30101270410115
92369,,,,,,,,,Pediatrics,0.0,,,,,,,,
92371,62143.0,72375.0,64250.0,76398.0,76730.0,,22869.0,27630.0,Pediatrics,0.0,342112340.0,0.0,132.09,0.0,34.4383377,-117.5425936,20881.0,158.08161102278748
92372,52500.0,73714.0,67097.0,77712.0,86414.0,,33768.0,60478.0,nan,,66619178.0,426.0,25.722,0.0,34.4486745,-117.634916,5796.0,225.332400279916
92373,81557.0,123730.0,99653.0,144229.0,121113.0,,52629.0,80864.0,Pediatrics,16.0,103276296.0,514517.0,39.875,0.199,34.0119465,-117.159702,32433.0,813.3667711598746
92374,78191.0,96793.0,84862.0,104501.0,99883.0,,52539.0,70739.0,Pediatrics,8.0,46488342.0,1963.0,17.949,0.001,34.0685149,-117.1753218,44131.0,2458.688506323472
92375,,,,,,,,,Pediatrics,1.0,,,,,,,,
92376,59416.0,73046.0,64054.0,75719.0,73844.0,87123.0,26708.0,42524.0,Pediatrics,1.0,34509641.0,0.0,13.324,0.0,34.1105366,-117.3800214,86719.0,6508.480936655659
92377,95953.0,102541.0,103298.0,106079.0,112346.0,,44896.0,57635.0,Pediatrics,0.0,18635607.0,0.0,7.195,0.0,34.1523635,-117.4040683,20606.0,2863.9332870048643
92378,69318.0,64397.0,69773.0,66900.0,68523.0,,,,nan,,2077174.0,0.0,0.802,0.0,34.2319955,-117.2248872,163.0,203.24189526184537
92382,66011.0,74742.0,71875.0,83168.0,74654.0,,48971.0,55442.0,Pediatrics,0.0,52884969.0,23184.0,20.419,0.009,34.2062184,-117.1122717,4816.0,235.85875899897155
92384,147000.0,140144.0,,,,,147000.0,140144.0,Pediatrics,0.0,600532645.0,618.0,231.867,0.0,36.0433376,-116.1191681,18.0,0.0776307107091565
92385,53854.0,89197.0,53854.0,60761.0,53854.0,,,112589.0,Pediatrics,0.0,23849160.0,0.0,9.208,0.0,34.2134443,-117.2305884,235.0,25.52128583840139
92386,38378.0,54748.0,41250.0,65451.0,53235.0,,19936.0,36044.0,nan,,5948970.0,0.0,2.297,0.0,34.2370359,-116.8252914,2038.0,887.2442316064431
92389,33173.0,44396.0,98261.0,79333.0,,,28462.0,29235.0,nan,,115745783.0,177237.0,44.69,0.068,35.8245722,-116.2747546,212.0,4.743790557171627
92391,44298.0,55583.0,44914.0,58033.0,70022.0,,,35950.0,nan,,5124597.0,0.0,1.979,0.0,34.2396894,-117.2366687,2263.0,1143.5068216270845
92392,61872.0,78082.0,62677.0,79349.0,73992.0,,42702.0,63455.0,Pediatrics,4.0,96582452.0,0.0,37.291,0.0,34.4790151,-117.408834,56938.0,1526.8563460352366
92393,,,,,,,,,Pediatrics,2.0,,,,,,,,
92394,61270.0,94001.0,68231.0,104983.0,84307.0,,30234.0,38880.0,Pediatrics,0.0,82980085.0,409480.0,32.039,0.158,34.5634635,-117.3535793,34836.0,1087.299853303786
92395,48495.0,66193.0,59119.0,74252.0,78110.0,92649.0,27157.0,42566.0,Pediatrics,5.0,43748025.0,923956.0,16.891,0.357,34.5048281,-117.298985,45692.0,2705.109229767332
92397,63705.0,93348.0,72188.0,107642.0,73889.0,,35435.0,57836.0,Pediatrics,0.0,123269444.0,62257.0,47.595,0.024,34.3540894,-117.753718,4638.0,97.44721084147494
92398,55572.0,76016.0,91061.0,114752.0,91061.0,,48159.0,44506.0,nan,,259487622.0,417730.0,100.189,0.161,34.9827929,-116.8516201,1643.0,16.3990058788889
92399,73647.0,92894.0,96053.0,110044.0,110801.0,,32176.0,44223.0,Pediatrics,4.0,138945859.0,11185.0,53.647,0.004,34.0323124,-117.010577,55070.0,1026.525248382948
92401,34167.0,53159.0,37431.0,59844.0,38889.0,,12300.0,32860.0,Pediatrics,2.0,1761503.0,0.0,0.68,0.0,34.1059063,-117.2918137,1971.0,2898.529411764706
92402,,,,,,,,,Pediatrics,0.0,,,,,,,,
92404,49799.0,63748.0,53407.0,66693.0,70421.0,80557.0,29296.0,40902.0,Pediatrics,3.0,81804862.0,0.0,31.585,0.0,34.1786334,-117.2389262,63261.0,2002.8811144530632
92405,41631.0,54568.0,40926.0,54143.0,60790.0,,30771.0,43589.0,Pediatrics,1.0,12976890.0,0.0,5.01,0.0,34.1457811,-117.3022171,30782.0,6144.111776447106
92406,,,,,,,,,Pediatrics,0.0,,,,,,,,
92407,72281.0,89056.0,76065.0,93602.0,93257.0,110222.0,44690.0,53627.0,Pediatrics,0.0,211508107.0,462781.0,81.664,0.179,34.2251623,-117.3884871,67866.0,831.0393808777429
92408,57197.0,67469.0,61641.0,74311.0,66848.0,,30042.0,44342.0,Pediatrics,3.0,27135797.0,339404.0,10.477,0.131,34.0836194,-117.2684597,14312.0,1366.0398969170565
92410,41060.0,51455.0,44964.0,53120.0,53775.0,,21080.0,37713.0,Pediatrics,0.0,21329794.0,59472.0,8.235,0.023,34.1115753,-117.2636914,44685.0,5426.229508196721
92411,44129.0,60064.0,45671.0,62343.0,53816.0,,25357.0,34192.0,Pediatrics,3.0,12185470.0,436199.0,4.705,0.168,34.1228089,-117.325808,26361.0,5602.763018065887
92413,,,,,,,,,Pediatrics,0.0,,,,,,,,
92415,,,,,,,,,Pediatrics,0.0,,,,,,,,
92423,,,,,,,,,Pediatrics,0.0,,,,,,,,
92427,,,,,,,,,Pediatrics,0.0,,,,,,,,
92501,71204.0,85257.0,74093.0,89871.0,92713.0,,41659.0,60606.0,Pediatrics,4.0,14568609.0,200009.0,5.625,0.077,33.9965229,-117.3741794,21967.0,3905.244444444445
92502,,,,,,,,,Pediatrics,0.0,,,,,,,,
92503,75415.0,94218.0,79581.0,99575.0,93077.0,,40327.0,56741.0,Pediatrics,7.0,88890364.0,11074364.0,34.321,4.276,33.882884,-117.4517249,93032.0,2710.643629264882
92504,69531.0,91391.0,77290.0,97589.0,95536.0,,40644.0,61567.0,Pediatrics,4.0,58743696.0,147563.0,22.681,0.057,33.9083525,-117.4013419,62423.0,2752.2155107799476
92505,71139.0,84536.0,77783.0,90543.0,88456.0,102302.0,45230.0,53559.0,Pediatrics,24.0,26356960.0,0.0,10.176,0.0,33.9266658,-117.4928043,54706.0,5375.982704402516
92506,101670.0,124445.0,106897.0,134397.0,127653.0,,60717.0,82795.0,Pediatrics,15.0,41979366.0,0.0,16.208,0.0,33.9347609,-117.3668824,45699.0,2819.5335636722607
