ZIP Code,Household Median Income,Household Mean Income,Family Median Income,Family Mean Income,Married-couple Family Median Income,Married-couple Family Mean Income,Nonfamily Household Median Income,Nonfamily Household Mean Income,Primary Practice,Number of Pediatricians,Land Area sq meters,Water Area sq meters,Land Area sq miles,Water Area sq miles,Latitude,Longitude,Population,Population Density per sq mile
93554,20700.0,23865.0,,,,,,,nan,,349828757.0,135465.0,135.07,0.052,35.3692181,-117.759126,99.0,0.7329532834826387
93555,70571.0,87294.0,84340.0,104134.0,99877.0,,40318.0,56147.0,Pediatrics,3.0,202245944.0,1952171.0,78.088,0.754,35.5823838,-117.6835971,33925.0,434.44575350886186
93556,,,,,,,,,Pediatrics,0.0,,,,,,,,
93558,,,,,,,,,nan,,104699505.0,0.0,40.425,0.0,35.3394535,-117.5851329,17.0,0.4205318491032777
93560,63936.0,79361.0,73343.0,88954.0,89545.0,,41250.0,54608.0,nan,,434947543.0,688480.0,167.934,0.266,34.8787816,-118.3183261,20988.0,124.97766979884956
93561,65401.0,88540.0,86303.0,103468.0,91685.0,,40347.0,55805.0,Pediatrics,1.0,781715841.0,732805.0,301.822,0.283,35.0986663,-118.5167064,35133.0,116.40304550364122
93562,35703.0,49239.0,52308.0,65084.0,58184.0,,24091.0,27241.0,nan,,231804782.0,9176805.0,89.5,3.543,35.7012209,-117.3075439,1757.0,19.63128491620112
93563,200625.0,188239.0,200921.0,206277.0,200921.0,,,,Pediatrics,0.0,97937096.0,16791.0,37.814,0.006,34.3709218,-117.8133633,419.0,11.080552176442588
93581,,,,,,,,,Pediatrics,0.0,,,,,,,,
93586,,,,,,,,,Pediatrics,1.0,,,,,,,,
93590,,,,,,,,,Pediatrics,0.0,,,,,,,,
93591,48911.0,61379.0,47473.0,65318.0,54244.0,,48063.0,42246.0,nan,,192498077.0,278174.0,74.324,0.107,34.5978614,-117.8155726,6557.0,88.22183951348151
93592,66806.0,74387.0,,83054.0,,,,34864.0,nan,,,,,,,,,
93599,,,,,,,,,Pediatrics,0.0,,,,,,,,
93601,64634.0,81817.0,75167.0,92328.0,84470.0,,45540.0,44426.0,nan,,102614146.0,50650.0,39.62,0.02,37.3907754,-119.732363,1418.0,35.79000504795558
93602,66060.0,78654.0,70300.0,86217.0,71970.0,,55733.0,59399.0,Pediatrics,0.0,287585866.0,2653472.0,111.038,1.025,37.0668398,-119.3889423,3330.0,29.989733244474863
93603,,43643.0,,,,,,,nan,,278889240.0,186155.0,107.68,0.072,36.4886792,-118.9980736,141.0,1.3094353640416048
93604,87159.0,150405.0,95938.0,118504.0,96652.0,,86364.0,211714.0,nan,,115085292.0,2391950.0,44.435,0.924,37.3479077,-119.5298079,366.0,8.236750309440756
93605,63250.0,67128.0,,69995.0,,,,,nan,,38482316.0,0.0,14.858,0.0,37.1762192,-119.2495234,159.0,10.701305693902274
93606,,49177.0,,42140.0,,,,,nan,,1792524.0,0.0,0.692,0.0,36.7987146,-120.0162735,776.0,1121.3872832369943
93608,36361.0,43684.0,41071.0,42964.0,36611.0,,29034.0,29498.0,nan,,306669468.0,833734.0,118.406,0.322,36.5049867,-120.3386638,1057.0,8.926912487542861
93609,53084.0,59030.0,53893.0,60027.0,58793.0,,,39596.0,nan,,157921920.0,0.0,60.974,0.0,36.5261658,-119.8638914,5328.0,87.38150687178143
93610,57689.0,72926.0,61667.0,79164.0,71385.0,,34274.0,47456.0,Pediatrics,0.0,681592027.0,2517748.0,263.164,0.972,37.0872855,-120.2888671,23279.0,88.45814777097172
93611,98228.0,121441.0,106327.0,130283.0,119105.0,,59605.0,74187.0,Pediatrics,4.0,26685334.0,95895.0,10.303,0.037,36.8266683,-119.6805725,48619.0,4718.916820343589
93612,46892.0,66414.0,53900.0,77485.0,75591.0,95612.0,33683.0,42707.0,Pediatrics,7.0,17478517.0,198525.0,6.748,0.077,36.8148491,-119.7119089,35475.0,5257.113218731476
93613,,,,,,,,,Pediatrics,2.0,,,,,,,,
93614,72446.0,87567.0,79090.0,96000.0,81199.0,,38564.0,59246.0,Pediatrics,0.0,332721235.0,699570.0,128.464,0.27,37.2175705,-119.731069,12132.0,94.438908955038
93615,46886.0,51644.0,38750.0,48162.0,50853.0,,26481.0,28534.0,nan,,41674810.0,0.0,16.091,0.0,36.5037388,-119.2838461,6335.0,393.6983406873407
93616,43281.0,57260.0,44141.0,58031.0,50263.0,,,48891.0,Pediatrics,0.0,35683237.0,0.0,13.777,0.0,36.6546796,-119.5943326,2370.0,172.0258401683966
93618,46804.0,62696.0,45070.0,61154.0,59859.0,,35645.0,47718.0,Pediatrics,0.0,173276125.0,0.0,66.902,0.0,36.5221175,-119.3866282,31971.0,477.8780903410959
93619,117146.0,141144.0,132357.0,152278.0,140075.0,,74520.0,84213.0,Pediatrics,4.0,483089082.0,257176.0,186.522,0.099,36.9141762,-119.593979,43026.0,230.67520185286455
93620,45257.0,74933.0,46901.0,78095.0,74112.0,,36310.0,53841.0,nan,,417687247.0,774100.0,161.27,0.299,37.0434967,-120.620508,8452.0,52.40900353444534
93621,,,,,,,,,nan,,198000203.0,1398251.0,76.448,0.54,36.7466326,-119.1013879,118.0,1.5435328589367938
93622,38391.0,56953.0,39089.0,59086.0,42111.0,,31917.0,33655.0,Pediatrics,0.0,1179346800.0,5613930.0,455.348,2.168,36.7856176,-120.6253823,9417.0,20.680885827982113
93623,,,,,,,,,nan,,48520770.0,32596.0,18.734,0.013,37.4765962,-119.6744327,59.0,3.1493541155119034
93624,35000.0,40685.0,38036.0,43438.0,36750.0,,27500.0,27480.0,nan,,373309108.0,384816.0,144.135,0.149,36.3785454,-120.1301511,935.0,6.48697401741423
93625,58690.0,73453.0,69389.0,81761.0,77794.0,,27171.0,41947.0,Pediatrics,0.0,62091638.0,0.0,23.974,0.0,36.6242294,-119.6717516,7695.0,320.97272044715106
93626,90703.0,127885.0,99750.0,133891.0,119167.0,,41603.0,105710.0,Pediatrics,0.0,257682811.0,18266157.0,99.492,7.053,37.0432863,-119.6913063,2464.0,24.765810316407347
93627,,,,,,,,,nan,,161494271.0,186381.0,62.353,0.072,36.5109421,-120.1062925,134.0,2.149054576363607
93628,,38363.0,,,,,,,nan,,162446686.0,346818.0,62.721,0.134,36.7708436,-118.8484992,289.0,4.607707147526347
93630,62706.0,78520.0,68569.0,80679.0,76261.0,,29167.0,62031.0,Pediatrics,0.0,420148538.0,3511645.0,162.22,1.356,36.7165742,-120.1269547,20727.0,127.77092836888175
93631,72786.0,96448.0,87455.0,111845.0,92934.0,,23316.0,41056.0,Pediatrics,0.0,213780579.0,859921.0,82.541,0.332,36.4800648,-119.517339,16163.0,195.81783598454103
93633,,,,,,,,,nan,,12537450.0,0.0,4.841,0.0,36.7291216,-118.956235,0.0,0.0
93634,,,,,,,,,nan,,3010278767.0,57052986.0,1162.275,22.028,37.2236095,-119.0009358,27.0,0.0232303026392204
93635,63529.0,80909.0,70823.0,84589.0,76645.0,,38210.0,58526.0,Pediatrics,4.0,1012000337.0,16976005.0,390.736,6.554,37.020187,-120.8817002,41563.0,106.37105360140863
93636,99643.0,108334.0,102195.0,115404.0,111875.0,,52683.0,66730.0,Pediatrics,59.0,511602397.0,3318089.0,197.531,1.281,36.9848775,-119.877519,12527.0,63.41789390019794
93637,61422.0,75864.0,69014.0,79931.0,79757.0,,35281.0,52691.0,Pediatrics,6.0,726268751.0,156359.0,280.414,0.06,36.9180792,-120.1859331,41100.0,146.5690015477116
93638,49021.0,63696.0,47553.0,62460.0,58080.0,,28056.0,49246.0,Pediatrics,6.0,233781766.0,1235339.0,90.264,0.477,37.043434,-120.0336928,51353.0,568.9200567225029
93640,35982.0,43079.0,36731.0,43008.0,44160.0,,21023.0,24999.0,Pediatrics,0.0,409034501.0,4195888.0,157.929,1.62,36.672698,-120.4397366,13578.0,85.97534335049295
93641,,53073.0,,125332.0,,,,20100.0,Pediatrics,0.0,163809362.0,413882.0,63.247,0.16,36.7054817,-119.0399555,261.0,4.126677945198982
93643,59452.0,67766.0,62565.0,72083.0,66719.0,,31350.0,53874.0,Pediatrics,0.0,394963210.0,143387.0,152.496,0.055,37.2050538,-119.5184338,3059.0,20.05954254537824
93644,55678.0,80191.0,64167.0,89074.0,76042.0,,35065.0,60662.0,Pediatrics,2.0,303348779.0,177139.0,117.124,0.068,37.4180183,-119.5925671,8272.0,70.62600321027287
93645,,,,,,,,,nan,,154608815.0,93504.0,59.695,0.036,37.1521087,-119.6201357,222.0,3.718904430856856
93646,27909.0,45997.0,29530.0,49307.0,37109.0,,15412.0,20213.0,Pediatrics,0.0,88818455.0,0.0,34.293,0.0,36.6322736,-119.2893527,11240.0,327.76368355057883
93647,41402.0,60480.0,41705.0,59869.0,49310.0,,24024.0,54587.0,Pediatrics,0.0,241195050.0,15560.0,93.126,0.006,36.6007599,-119.1754848,11485.0,123.327534737882
93648,38724.0,51058.0,41464.0,50595.0,49071.0,,11185.0,39606.0,Pediatrics,0.0,57282812.0,0.0,22.117,0.0,36.620623,-119.5205823,16543.0,747.9766695302255
93650,38616.0,42909.0,43906.0,44693.0,50714.0,,32143.0,39126.0,Pediatrics,1.0,1618535.0,0.0,0.625,0.0,36.8401974,-119.8001206,2885.0,4616.0
93651,90482.0,105369.0,77404.0,109968.0,78063.0,,91214.0,84673.0,Pediatrics,0.0,42173743.0,21847.0,16.283,0.008,37.0023881,-119.5148581,2289.0,140.57606092243444
93652,38438.0,53964.0,38083.0,55909.0,38417.0,,36827.0,39234.0,nan,,5346999.0,0.0,2.064,0.0,36.5950119,-119.9045766,563.0,272.77131782945736
93653,83462.0,103013.0,100000.0,121178.0,116528.0,,38438.0,58254.0,nan,,554129146.0,9370438.0,213.95,3.618,37.2560313,-119.9090593,1304.0,6.094881981771442
93654,52642.0,70223.0,54688.0,73411.0,66931.0,,27850.0,41732.0,Pediatrics,3.0,260305189.0,1374591.0,100.504,0.531,36.6587089,-119.401274,30798.0,306.43556475364164
93656,51830.0,63559.0,51964.0,64161.0,62019.0,,20625.0,32046.0,nan,,293243098.0,15365.0,113.222,0.006,36.4509441,-119.9368187,5806.0,51.27978661390896
93657,60689.0,81664.0,67437.0,86924.0,88250.0,,22559.0,38874.0,Pediatrics,1.0,584852793.0,19017782.0,225.813,7.343,36.8168584,-119.4587018,36557.0,161.89059088714998
93660,39625.0,48970.0,43710.0,50864.0,55188.0,,16023.0,16679.0,Pediatrics,0.0,126281303.0,0.0,48.757,0.0,36.6093391,-120.1651676,4082.0,83.7213118116373
93662,43894.0,58573.0,48616.0,63410.0,55965.0,,21211.0,30887.0,Pediatrics,0.0,201658585.0,550687.0,77.861,0.213,36.5365732,-119.6386513,30453.0,391.1200729505144
93664,106071.0,107255.0,139688.0,133404.0,140054.0,,51094.0,64092.0,nan,,487237059.0,8876046.0,188.123,3.427,37.0498214,-119.1907259,370.0,1.9667983181216544
93665,30844.0,38790.0,,49275.0,,,,,nan,,1355343.0,0.0,0.523,0.0,36.9633136,-120.6503151,492.0,940.7265774378584
93666,25990.0,32429.0,30385.0,34742.0,,,11563.0,11202.0,nan,,548221.0,0.0,0.212,0.0,36.5462083,-119.3361766,1029.0,4853.773584905661
93667,62446.0,80669.0,102981.0,97498.0,113634.0,,36053.0,36603.0,nan,,304965972.0,2269233.0,117.748,0.876,36.9656631,-119.3168354,2112.0,17.936610388286848
93668,50063.0,77668.0,46250.0,76671.0,,,,,nan,,123203469.0,1148603.0,47.569,0.443,36.6576159,-120.2931009,1200.0,25.22651306523156
93669,,53029.0,68125.0,63692.0,68026.0,,,,nan,,18316890.0,2016015.0,7.072,0.778,37.2909091,-119.5483649,320.0,45.248868778280546
93673,46406.0,50421.0,45000.0,49522.0,55714.0,,,30200.0,nan,,2017053.0,0.0,0.779,0.0,36.4523533,-119.4823811,702.0,901.1553273427472
93675,57321.0,75896.0,75854.0,83694.0,77479.0,,25755.0,54610.0,Pediatrics,0.0,257178857.0,161455.0,99.297,0.062,36.7247235,-119.1927785,3775.0,38.017261347271315
93701,23356.0,31729.0,23900.0,35090.0,30904.0,,21656.0,24431.0,Pediatrics,12.0,3939126.0,0.0,1.521,0.0,36.749601,-119.7878098,10398.0,6836.291913214991
93702,30473.0,43872.0,32920.0,46628.0,40611.0,,17628.0,27033.0,Pediatrics,0.0,13391258.0,0.0,5.17,0.0,36.7394434,-119.7542091,43697.0,8452.03094777563
93703,32170.0,46753.0,40768.0,51279.0,52762.0,,20968.0,28659.0,Pediatrics,1.0,12330829.0,0.0,4.761,0.0,36.7688556,-119.762411,32102.0,6742.70111321151
93704,60362.0,79169.0,71917.0,94979.0,87710.0,,34325.0,50791.0,Pediatrics,0.0,13977356.0,36443.0,5.397,0.014,36.8003098,-119.8009064,29205.0,5411.339633129516
93705,44509.0,57919.0,44788.0,55830.0,64492.0,,39457.0,51406.0,Pediatrics,1.0,12600070.0,41216.0,4.865,0.016,36.787297,-119.8273214,36370.0,7475.84789311408
93706,31854.0,49995.0,37496.0,55841.0,48176.0,71225.0,17005.0,30475.0,Pediatrics,1.0,410480685.0,261734.0,158.487,0.101,36.6559047,-119.9202591,41534.0,262.0656583820755
93707,,,,,,,,,Pediatrics,0.0,,,,,,,,
93710,54004.0,65499.0,62331.0,74404.0,77861.0,,33295.0,45983.0,Pediatrics,13.0,15986867.0,40144.0,6.173,0.015,36.8241049,-119.7627096,34123.0,5527.782277660781
93711,74979.0,120838.0,95514.0,144899.0,108225.0,,54226.0,75820.0,Pediatrics,13.0,29049130.0,1024109.0,11.216,0.395,36.8365513,-119.8338493,38680.0,3448.6447931526395
93715,,,,,,,,,Pediatrics,0.0,,,,,,,,
93720,91096.0,111026.0,102184.0,126343.0,118573.0,,63842.0,77662.0,Pediatrics,30.0,27042374.0,226039.0,10.441,0.087,36.862209,-119.7607933,46725.0,4475.1460588066275
93721,28101.0,41858.0,35810.0,54210.0,57853.0,,17482.0,33492.0,Pediatrics,15.0,5285943.0,0.0,2.041,0.0,36.7328084,-119.7838293,8475.0,4152.376286134248
93722,62225.0,79519.0,65590.0,81640.0,76406.0,95528.0,46973.0,61330.0,Pediatrics,3.0,49985476.0,689003.0,19.3,0.266,36.7997467,-119.8776203,85811.0,4446.165803108808
93723,86833.0,101621.0,91644.0,106216.0,107796.0,,37404.0,68066.0,Pediatrics,0.0,106372985.0,117466.0,41.071,0.045,36.7897564,-119.9525593,13793.0,335.833069562465
93725,52477.0,66929.0,53218.0,68102.0,64902.0,,27000.0,42603.0,Pediatrics,0.0,173530864.0,307363.0,67.001,0.119,36.6272111,-119.731888,27167.0,405.47156012596827
93726,43651.0,54900.0,46551.0,57593.0,67175.0,,30519.0,43663.0,Pediatrics,9.0,16527326.0,313423.0,6.381,0.121,36.793666,-119.7597151,42945.0,6730.1363422661025
93727,62413.0,82509.0,74236.0,91082.0,90352.0,107323.0,30752.0,44647.0,Pediatrics,4.0,56919869.0,286646.0,21.977,0.111,36.7516118,-119.6953972,84656.0,3852.0271192610458
93728,38091.0,53747.0,42770.0,59130.0,64839.0,,27760.0,43682.0,Pediatrics,0.0,7879187.0,0.0,3.042,0.0,36.7573019,-119.8182824,16738.0,5502.3011176857335
93729,,,,,,,,,Pediatrics,1.0,,,,,,,,
93730,125804.0,172378.0,149865.0,197130.0,154561.0,,50333.0,72963.0,Pediatrics,13.0,20380109.0,757727.0,7.869,0.293,36.9060265,-119.751141,12571.0,1597.534629559029
93737,,,,,,,,,Pediatrics,0.0,,,,,,,,
93740,,,,,,,,,Pediatrics,0.0,,,,,,,,
93744,,,,,,,,,Pediatrics,0.0,,,,,,,,
93755,,,,,,,,,Pediatrics,0.0,,,,,,,,
93901,72434.0,90784.0,80487.0,100925.0,97321.0,,50357.0,64039.0,Pediatrics,13.0,24827076.0,0.0,9.586,0.0,36.6478557,-121.6303055,28089.0,2930.2107239724596
93902,,,,,,,,,Pediatrics,0.0,,,,,,,,
93905,57081.0,71979.0,53980.0,68214.0,65096.0,,35684.0,45039.0,Pediatrics,0.0,23931170.0,93277.0,9.24,0.036,36.685068,-121.6059918,61633.0,6670.238095238095
93906,75373.0,95731.0,76628.0,99281.0,87905.0,,47466.0,66142.0,Pediatrics,6.0,34344253.0,46232.0,13.26,0.018,36.7226758,-121.6336673,63733.0,4806.410256410257
93907,86380.0,112939.0,92449.0,122354.0,100395.0,,46550.0,59655.0,Pediatrics,0.0,141221718.0,753484.0,54.526,0.291,36.7667808,-121.6667222,24337.0,446.33752705131496
93908,143750.0,177083.0,151185.0,184283.0,155329.0,,88667.0,131951.0,Pediatrics,3.0,624057232.0,7756791.0,240.95,2.995,36.6260439,-121.6021208,12195.0,50.61216019921146
93912,,,,,,,,,Pediatrics,0.0,,,,,,,,
93920,46429.0,74310.0,53698.0,92988.0,53393.0,,34911.0,48523.0,Pediatrics,0.0,410484348.0,7316794.0,158.489,2.825,36.0522456,-121.514405,1430.0,9.022708200569124
93921,93234.0,124628.0,154365.0,184763.0,154802.0,,51477.0,63535.0,Pediatrics,1.0,2465653.0,0.0,0.952,0.0,36.5536409,-121.9222713,2951.0,3099.7899159663866
93922,,,,,,,,,Pediatrics,1.0,,,,,,,,
93923,108424.0,184206.0,158164.0,229712.0,166484.0,,45811.0,75374.0,Pediatrics,6.0,525049416.0,1784833.0,202.723,0.689,36.4057748,-121.7960177,12922.0,63.74215061931798
93924,127813.0,174653.0,152760.0,195327.0,153344.0,,55291.0,117504.0,Pediatrics,2.0,484344615.0,1072247.0,187.007,0.414,36.4156034,-121.6376512,6421.0,34.33561310539178
93925,50987.0,73590.0,49844.0,66891.0,50461.0,,,69768.0,nan,,129312963.0,238923.0,49.928,0.092,36.5884824,-121.3992167,1794.0,35.931741708059604
93926,70057.0,78139.0,71747.0,79033.0,86553.0,,31781.0,37908.0,Pediatrics,0.0,173933159.0,309586.0,67.156,0.12,36.5258701,-121.3967349,8893.0,132.42301506939066
93927,63696.0,73138.0,64975.0,74480.0,77734.0,,31477.0,43960.0,Pediatrics,0.0,544199522.0,3501670.0,210.117,1.352,36.2755866,-121.3919238,18344.0,87.3037402970726
93928,,,,,,,,,nan,,99451886.0,99050.0,38.399,0.038,36.0827387,-121.4707866,1019.0,26.53714940493242
93930,57007.0,75623.0,49293.0,66163.0,58673.0,,54184.0,94882.0,Pediatrics,0.0,889020917.0,15566128.0,343.253,6.01,36.199798,-121.0823084,17599.0,51.271219770839586
93932,75446.0,75953.0,76786.0,73015.0,105288.0,,53828.0,81102.0,Pediatrics,1.0,196522377.0,113055.0,75.878,0.044,35.9897549,-121.0643592,502.0,6.615883391760457
93933,73856.0,92085.0,85512.0,104398.0,107799.0,,45278.0,63577.0,Pediatrics,3.0,27651943.0,101129.0,10.676,0.039,36.6769665,-121.7814506,25056.0,2346.9464218808544
93940,85765.0,121753.0,120170.0,159011.0,133844.0,,63966.0,81850.0,Pediatrics,12.0,91017974.0,28432213.0,35.142,10.978,36.5622513,-121.8056041,32699.0,930.4820442775026
93942,,,,,,,,,Pediatrics,0.0,,,,,,,,
93943,,,,,,,,,nan,,525893.0,45110.0,0.203,0.017,36.5976485,-121.8733103,0.0,0.0
93950,89088.0,115489.0,125690.0,147270.0,143171.0,,60830.0,71833.0,Pediatrics,2.0,7272434.0,15197.0,2.808,0.006,36.6191012,-121.925439,15471.0,5509.615384615385
93953,143750.0,201769.0,190368.0,247405.0,206042.0,,86983.0,103365.0,Pediatrics,3.0,20975348.0,147280.0,8.099,0.057,36.5874412,-121.9448163,3783.0,467.0947030497592
93954,56111.0,61737.0,47125.0,58531.0,66500.0,,57813.0,48711.0,nan,,154562828.0,88493.0,59.677,0.034,36.1729751,-120.9026824,438.0,7.339511034401864
93955,68772.0,86464.0,76303.0,92487.0,92748.0,,40354.0,64705.0,Pediatrics,4.0,68120347.0,1637340.0,26.301,0.632,36.6147893,-121.7880224,34757.0,1321.50868788259
93960,65108.0,78757.0,65791.0,81082.0,75852.0,,26172.0,49973.0,Pediatrics,1.0,450991826.0,12529599.0,174.129,4.838,36.4056248,-121.3230545,27009.0,155.10914322140482
93962,,155031.0,,136551.0,,,,,Pediatrics,0.0,316377.0,0.0,0.122,0.0,36.6247156,-121.646487,373.0,3057.377049180328
94002,159599.0,203958.0,211207.0,247735.0,226724.0,,81080.0,97588.0,Pediatrics,6.0,14567026.0,23653.0,5.624,0.009,37.5134466,-122.2968238,27001.0,4801.0312944523475
94005,114583.0,218803.0,152583.0,195524.0,168333.0,,97969.0,245104.0,Pediatrics,0.0,11862529.0,447653.0,4.58,0.173,37.6888257,-122.4089346,4645.0,1014.1921397379912
94010,158316.0,264264.0,212857.0,328767.0,234423.0,,81347.0,115630.0,Pediatrics,24.0,39161638.0,2265357.0,15.12,0.875,37.5719177,-122.3750285,42466.0,2808.5978835978835
94011,,,,,,,,,Pediatrics,1.0,,,,,,,,
94014,98879.0,117505.0,104125.0,123053.0,120179.0,,53958.0,77099.0,Pediatrics,1.0,16553486.0,0.0,6.391,0.0,37.6906862,-122.4477376,49565.0,7755.437333750587
94015,100208.0,123675.0,111936.0,133641.0,124681.0,,62184.0,80035.0,Pediatrics,33.0,14647828.0,0.0,5.656,0.0,37.681313,-122.4808519,65199.0,11527.404526166903
94017,,,,,,,,,Pediatrics,0.0,,,,,,,,
94018,,,,,,,,,Pediatrics,0.0,,,,,,,,
94019,140460.0,199287.0,169226.0,221280.0,190461.0,,89511.0,122900.0,Pediatrics,4.0,154694460.0,1431491.0,59.728,0.553,37.4556657,-122.4079659,20207.0,338.31703723546747
94020,183642.0,206700.0,218125.0,225274.0,223750.0,,152284.0,132560.0,Pediatrics,0.0,108702949.0,57096.0,41.97,0.022,37.2689766,-122.221545,1979.0,47.15272813914701
94021,246133.0,474159.0,,,,,178295.0,636239.0,nan,,28398312.0,0.0,10.965,0.0,37.2503449,-122.2496358,574.0,52.348381212950294
94022,,359982.0,,407028.0,,,99185.0,177126.0,Pediatrics,21.0,45814093.0,0.0,17.689,0.0,37.3553597,-122.1449354,19701.0,1113.7430041268583
94023,,,,,,,,,Pediatrics,3.0,,,,,,,,
94024,247604.0,347690.0,,379920.0,,,97647.0,128051.0,Pediatrics,16.0,21426739.0,0.0,8.273,0.0,37.3503883,-122.0986856,23704.0,2865.2242233772513
94025,169352.0,252939.0,204557.0,299131.0,246895.0,,92935.0,149082.0,Pediatrics,38.0,21666154.0,3133.0,8.365,0.001,37.451252,-122.1823426,43996.0,5259.533771667663
94026,,,,,,,,,Pediatrics,3.0,,,,,,,,
94027,,482454.0,,496338.0,,,109702.0,320720.0,Pediatrics,3.0,13019332.0,82320.0,5.027,0.032,37.4570721,-122.2010583,7193.0,1430.873284264969
94028,221667.0,354021.0,,418180.0,,,110938.0,148395.0,Pediatrics,3.0,44861208.0,228146.0,17.321,0.088,37.3748829,-122.2126745,6718.0,387.85289532936895
94030,126319.0,163425.0,138584.0,183834.0,159052.0,,59375.0,103940.0,Pediatrics,1.0,8739453.0,0.0,3.374,0.0,37.5997105,-122.4033001,22998.0,6816.24184943687
94035,,,,,,,,,Pediatrics,1.0,,,,,,,,
94037,167888.0,210671.0,205845.0,236873.0,206884.0,,81528.0,111027.0,Pediatrics,1.0,14250512.0,0.0,5.502,0.0,37.5533007,-122.4958343,2833.0,514.903671392221
94038,110448.0,155565.0,150673.0,185657.0,152684.0,,72250.0,75537.0,Pediatrics,0.0,15378223.0,6259.0,5.938,0.002,37.5357201,-122.473676,3350.0,564.1630178511283
94039,,,,,,,,,Pediatrics,0.0,,,,,,,,
94040,139717.0,199021.0,178664.0,249100.0,205641.0,,105833.0,130953.0,Pediatrics,26.0,9479333.0,0.0,3.66,0.0,37.3802721,-122.0852214,34804.0,9509.289617486338
94041,149291.0,194946.0,175547.0,230422.0,201250.0,,127321.0,149765.0,Pediatrics,4.0,4120738.0,0.0,1.591,0.0,37.388239,-122.0753507,13996.0,8796.983029541168
94042,,,,,,,,,Pediatrics,1.0,,,,,,,,
94043,145994.0,189539.0,181618.0,220890.0,192109.0,,102661.0,143627.0,Pediatrics,5.0,21906343.0,0.0,8.458,0.0,37.4119135,-122.0689193,31999.0,3783.282099787184
94044,130327.0,147807.0,144953.0,164009.0,162961.0,,77456.0,102233.0,Pediatrics,1.0,39076994.0,23854.0,15.088,0.009,37.6065981,-122.4772305,38677.0,2563.42788971368
94060,113056.0,186177.0,124688.0,236303.0,170733.0,,97361.0,100807.0,Pediatrics,0.0,190239816.0,866820.0,73.452,0.335,37.2471373,-122.273493,1098.0,14.948537820617547
94061,119370.0,165799.0,135385.0,184369.0,164254.0,,77331.0,108314.0,Pediatrics,5.0,10000098.0,4125.0,3.861,0.002,37.4611469,-122.2369482,38158.0,9882.931882931882
94062,184479.0,268313.0,225684.0,313008.0,243214.0,,102308.0,142461.0,Pediatrics,10.0,167478779.0,2594236.0,64.664,1.002,37.4225313,-122.2858204,27871.0,431.0126190770753
94063,80313.0,127719.0,74068.0,127047.0,104390.0,,86806.0,121592.0,Pediatrics,20.0,16839936.0,1706917.0,6.502,0.659,37.493306,-122.1956057,36110.0,5553.67579206398
94064,,,,,,,,,Pediatrics,0.0,,,,,,,,
94065,173760.0,217160.0,202731.0,254148.0,211111.0,,123458.0,144320.0,Pediatrics,4.0,5940452.0,2055520.0,2.294,0.794,37.5334175,-122.2495576,11603.0,5057.977332170881
94066,112933.0,137476.0,129383.0,153637.0,143646.0,,74311.0,91226.0,Pediatrics,1.0,15695996.0,0.0,6.06,0.0,37.625389,-122.4323558,44538.0,7349.50495049505
94070,190872.0,254809.0,233442.0,291149.0,,,105042.0,145504.0,Pediatrics,9.0,15853891.0,2037.0,6.121,0.001,37.4964691,-122.2725564,30420.0,4969.776180362685
94074,167813.0,295655.0,168750.0,331819.0,168750.0,,,,nan,,59889346.0,66452.0,23.123,0.026,37.3317145,-122.3414658,177.0,7.654716083553172
94080,106352.0,140295.0,114081.0,139610.0,134503.0,,75981.0,132148.0,Pediatrics,10.0,26361952.0,3291438.0,10.178,1.271,37.6551745,-122.4183842,67263.0,6608.66574965612
94083,,,,,,,,,Pediatrics,0.0,,,,,,,,
94085,150915.0,184672.0,139519.0,183382.0,161733.0,,159250.0,180413.0,Pediatrics,0.0,9097788.0,0.0,3.513,0.0,37.3886171,-122.0179326,23592.0,6715.6276686592655
94086,145103.0,179331.0,157402.0,191861.0,171825.0,,121822.0,151061.0,Pediatrics,21.0,11309684.0,0.0,4.367,0.0,37.3716335,-122.0232017,49190.0,11264.025646897184
94087,168228.0,219732.0,189877.0,243253.0,209368.0,,92078.0,133155.0,Pediatrics,10.0,17070566.0,0.0,6.591,0.0,37.3516149,-122.0366796,57015.0,8650.432407828857
94088,,,,,,,,,Pediatrics,0.0,,,,,,,,
94089,130164.0,169449.0,137857.0,168678.0,155830.0,,115573.0,164030.0,Pediatrics,2.0,15760034.0,9341.0,6.085,0.004,37.4124017,-122.0156049,23049.0,3787.838948233361
94102,53539.0,99235.0,76662.0,135350.0,77039.0,,41518.0,85855.0,Pediatrics,3.0,1713282.0,0.0,0.662,0.0,37.7795621,-122.4192928,33264.0,50247.73413897281
94103,87587.0,131159.0,107222.0,151313.0,137933.0,,72275.0,117098.0,Pediatrics,5.0,3558325.0,0.0,1.374,0.0,37.7729833,-122.411343,31585.0,22987.62736535662
94104,56944.0,159164.0,,205396.0,56111.0,,,134174.0,Pediatrics,3.0,200857.0,0.0,0.078,0.0,37.7914115,-122.4021291,438.0,5615.384615384615
94105,,335851.0,,439613.0,,,203002.0,264458.0,Pediatrics,2.0,1277049.0,1476309.0,0.493,0.57,37.7915753,-122.3937328,12944.0,26255.57809330629
94107,166430.0,212666.0,206667.0,238460.0,226643.0,,150604.0,191864.0,Pediatrics,16.0,4728659.0,732570.0,1.826,0.283,37.7585472,-122.3995401,29708.0,16269.441401971522
